Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
-2.624,0.366,1.152,-0.259,-2.892,-5.072,-0.217,-8.073,2.252,-0.485,1.346,-1.039,0.375,-0.958,-2.936
0.811,0.711,-0.718,-0.233,0.447,-1.264,0.21,11.809,12.647,12.673,-0.236,1.158,-1.31,0.468,-1.518
2.508,-1.442,2.131,0.359,0.27,0.325,-0.539,0.409,-0.508,0.609,0.195,-0.412,0.787,-0.089,-6.348
0.358,-0.925,0.905,0.488,-0.336,0.091,7.903,-0.292,-1.33,-0.976,-0.974,-1.048,-0.777,0.26,-0.444
0.38,0.089,-0.164,0.009,-1.769,2.782,-0.191,0.874,1.072,-1.546,0.102,0.036,-1.23,0.497,-0.15
-1.657,0.292,-15.367,4.541,3.25,-0.283,1.527,1.812,0.086,-0.748,1.162,0.044,0.413,-0.051,-0.365
-0.025,1.095,-0.444,2.525,-29.192,2.149,2.61,-0.128,0.384,-1.088,-0.48,-0.401,16.116,-1.976,0.545
-6.464,-1.929,6.423,0.513,-1.729,1.344,1.19,6.319,67.992,-4.685,1.153,0.12,-0.111,-2.556,0.101
1.702,0.253,1.136,-0.311,-6.103,1.786,1.959,1.055,11.62,-5.488,0.676,-0.873,-1.264,0.697,-0.33
7.028,-0.337,0.82,-1.681,-1.52,1.443,-2.542,-0.038,-3.763,0.438,-0.305,-0.262,0.659,-0.744,1.026
-0.989,-0.553,-0.256,0.203,3.68,0.272,-6.499,8.508,0.811,-19.97,0.219,-0.346,-3.438,-4.71,0.891
2.238,0.153,0.203,-2.396,5.269,-0.126,1.499,0.037,-0.288,-0.595,-0.791,0.125,10.186,0.42,7.756
0.59,1.739,3.144,-0.101,-0.896,-0.498,-0.193,-1.026,-7.158,0.287,-46.491,-0.329,2.954,3.779,-1.585
4.819,4.259,0.817,2.051,-17.703,0.744,-1.005,-0.108,19.497,0.242,-0.081,-0.936,1.687,0.998,-0.883
-0.499,0.552,0.378,0.898,12.114,-0.547,-0.007,-9.92,0.4,0.233,0.043,-0.749,0.653,-1.648,1.097
4.183,-0.764,-1.173,0.43,0.633,-0.13,-3.287,-0.396,0.086,-0.179,-8.085,25.897,-0.22,2.906,4.068
0.525,1.729,-1.454,1.211,-0.737,-0.261,-8.629,-1.807,2.067,1.127,5.513,0.988,0.332,1.389,-6.323
-1.088,-0.669,0.316,-0.109,0.812,0.439,-0.051,-1.632,0.634,0.024,-2.966,1.062,0.465,-2.893,-1.065
-0.332,6.712,0.54,1.122,1.259,1.643,-0.763,0.079,-0.024,-0.962,0.499,1.037,-1.192,-2.597,-0.737
2.677,1.034,1.098,2.051,1.04,-2.895,2.547,0.41,231.31,0.199,0.234,0.038,-40.726,2.08,0.83
0.157,0.257,-0.443,0.105,-0.461,-0.15,11.107,-4.23,-0.268,-0.099,-1.63,0.516,3.082,6.677,-0.331
4.509,0.127,1.475,1.144,0.928,-3.296,-0.582,-0.338,3.325,1.717,1.357,-0.627,-0.276,2.687,0.917
-1.406,-8.254,1.287,3.377,1.407,-0.559,0.933,0.045,-0.17,-11.224,0.747,11.838,-9.945,0.686,1.677
1.202,4.403,1.843,2.544,-0.056,6.006,-1.663,1.369,0.849,-19.376,-10.397,-0.189,0.009,-7.864,-2.781
-10.112,-0.718,0.811,0.242,0.993,-0.604,1.187,2.791,-0.655,0.835,-1.578,-1.183,0.254,-0.729,0.173
2.202,-0.467,-0.082,3.047,-0.682,0.867,0.382,-0.382,1.608,-2.883,0.354,4.234,-14.781,1.844,0.152
0.106,-3.538,2.987,-1.654,-0.226,-10.247,-1.132,-0.355,2.384,-0.268,-5.909,6.65,-0.437,2.133,-0.534
-4.625,2.627,0.261,5.718,0.329,-4.051,0.994,-0.714,-0.159,3.124,2.608,1.153,0.338,-1.257,0.235
4.171,0.917,5.298,-1.344,-0.365,-0.439,-1.274,-11.917,-0.306,-3.314,0.259,-0.362,0.685,-0.221,0.911
0.076,-0.76,-0.651,0.892,-10.288,19.02,2.959,-0.8,-0.172,13.365,-0.775,-0.419,-18.338,0.791,-1.706
-1.191,0.37,-0.721,-0.083,-3.087,3.947,-0.087,8.071,-7.919,4.034,1.515,-1.162,1.942,-1.072,-3.559
-0.248,-1.022,0.648,0.398,-0.37,1.274,-0.918,-0.157,0.557,2.252,0.829,56.602,0.825,-2.418,-0.543
-0.033,-0.268,13.076,-1.759,-0.139,1.021,0.276,-4.435,-6862.774,0.088,0.263,-6.999,-1.425,1.593,0.475
-0.056,-0.338,0.756,0.143,0.4,-240.42,1.802,-1.124,0.963,2.68,-0.76,6.688,-2.713,-0.324,-0.451
11.497,-2.139,0.812,0.18,0.024,7.197,-0.91,-1.053,-0.125,-2.911,-1.225,0.886,-0.192,0.479,-0.315
1.728,-4.376,-0.015,-0.056,2.275,1.206,-0.145,-0.136,-0.395,0.075,0.066,2.606,3.347,-0.521,0.659
-0.604,-0.234,0.66,2.889,-0.721,0.373,-8.877,-0.268,-1.05,-0.282,-0.036,12.343,-2.788,-7.564,0.637
1.692,-2.323,-0.088,-2.497,2.018,2.89,0.367,-2.794,0.158,1.35,1.326,-1.244,8.747,-0.267,-3.858
1.166,-1.627,-0.924,-0.739,-0.106,2.52,-0.54,1.22,-1.543,5.618,19.412,-0.484,-5.372,-3.56,-1.48
0.247,-15.986,-0.567,3.596,-1.988,-5.255,-3.654,-1.306,-0.66,208.452,2.076,-2.338,1.647,2.887,1.444
199.18,-6.832,0.615,1.02,9.517,1.338,-25.385,21.94,0.756,-3.807,3.591,6.507,-0.934,0.138,-2.508
-0.229,0.444,-13.765,2.33,-0.944,29.756,-2.923,0.076,0.985,-0.633,3.23,9.627,-0.159,0.07,-0.11
4.601,0.845,-1.12,1.661,0.129,0.88,-0.378,-0.648,-1.526,-13.393,0.06,-1.678,3.312,-13.03,-0.287
2.162,0.315,-0.107,0.078,0.03,-5.051,0.62,-2.279,-0.705,36.318,0.027,3.71,0.811,6.347,-0.45
-2.937,-1.15,-0.162,0.016,0.892,-0.468,-0.035,0.351,-2.66,7.479,-0.272,33.367,-0.643,-0.478,-0.406
-0.862,-0.164,5.596,175.782,-1.75,-11.507,-0.335,-1.912,-0.705,-2.528,0.082,-0.045,-0.513,0.75,0.887
2.287,189.013,-0.184,1.946,0.07,7.22,-0.004,0.435,-9.053,-0.093,3.907,-0.023,1.117,-140.573,0.227
-0.066,7.002,-2.254,0.981,-2.124,-0.238,-1.375,-1.084,-0.869,-0.817,-3.672,0.963,-2.567,2.621,-1.602
-3.31,-0.323,-0.03,3.473,-37.407,-0.006,-1.012,4.817,12.25,-1.492,0.292,-0.391,-0.13,-2.301,-4.883
0.192,-3.055,3.683,-0.883,-2.33,0.597,0.925,19.953,1.439,-0.891,-2.415,-0.208,5.754,1.483,17.454
6.709,0.921,-0.162,0.309,-0.094,1.385,-2.889,0.502,0.999,-1.514,7.031,-0.699,1.954,0.294,1.191
19.418,-6.31,1.071,0.493,-6.734,-0.366,0.019,3.097,-0.656,3.049,-112.359,0.564,-0.271,-3.766,1.112
-1.95,1.16,-67.926,0.274,0.909,2.069,2.256,-2.139,2.697,3.134,0.477,-1.097,3.019,2.084,6.971
-3.104,-6.785,0.367,0.691,-6.172,-6.361,-9.028,-0.429,-3.497,-3.245,-0.099,-0.97,0.775,-0.725,2.699
5.967,1.265,0.07,-26.396,-0.821,0.498,0.671,-114.654,-0.624,-1.453,0.164,0.577,0.049,-0.897,0.505
-2.262,-2.296,1.231,-0.36,-2.159,1.257,-2.462,-2.659,-0.499,5.391,-0.253,-1.696,-2.73,1.24,-0.428
-2.671,-0.517,-0.142,0.132,-0.192,-3.301,-0.255,-1.191,0.849,-0.72,1.027,0.401,-0.822,-3.462,-0.796
0.214,0.336,-0.498,-0.51,-1.569,1.152,-3.351,-38.94,1.453,-0.965,5.242,-0.655,41.995,-0.071,-13.56
-0.342,-0.534,-1.958,-0.562,2.209,-0.169,-2.016,4.337,1.603,0.481,-6.529,0.533,0.843,0.173,2.312
-0.072,1.092,-4.297,0.045,-6.226,-0.134,-1.283,0.203,1.867,-1.144,0.381,-110.907,-1.281,-0.862,-0.139
-0.324,-0.528,-24.209,-1.231,0.111,1.6,1.368,-1.075,2.011,1.291,8.889,0.005,3.594,1.607,2.754
0.891,0.655,-6.25,-1.048,-0.302,1.344,0.003,-5.866,2.831,12.195,1.237,-0.703,-0.243,1.187,-6.929
0.095,-0.584,1.105,-1.278,-1.532,2.388,1.69,-0.613,-1.928,0.477,-6.911,-0.642,5.289,1.901,0.181
