Response,Explanatory1,Explanatory2
-0.691,0.184,1.074
-2.942,-3.163,-0.086
-0.52,2.677,0.46
0.646,-38.469,0.659
0.786,-0.041,-313.863
0.876,-0.968,-0.651
1.409,1.086,-1.622
1.429,-0.359,-0.05
13.388,0.833,-0.836
-1.014,6.298,-0.51
6.527,-0.898,0.817
0.521,5.932,-0.374
-1.122,1.325,0.189
0.759,1.622,-0.746
0.605,1.873,-0.394
7.081,-1.099,-0.454
8.345,-1.324,-0.25
-4.845,0.738,0.474
0.893,-0.347,-0.309
1.222,-2.43,-7.577
1.778,7.659,-3.246
0.315,17.703,-0.371
3.352,0.279,2.699
-0.077,-0.356,0.873
-0.585,-0.955,-0.342
-0.116,1.685,-0.105
0.081,-2.685,0.808
-0.969,5.362,1.687
-9.949,0.476,0.148
2.122,0.408,3.032
-1.474,-0.266,2.745
-0.621,-0.592,-0.857
0.346,12.467,-0.056
-0.729,-1.59,-5.298
-0.392,-3.015,-0.42
-0.017,-0.171,0.06
1.19,0.594,0.044
-0.009,2.262,-2.009
-2.116,0.224,-0.528
1.333,-0.363,0.062
-0.543,4.845,-2.336
-0.527,-0.212,0.131
1.224,0.976,-0.161
-0.126,-0.854,0.078
0.703,-0.509,-4.583
1.815,0.794,-0.413
-1.438,-3.227,-0.179
-0.854,1.04,2.278
-6.468,0.32,-0.374
0.595,-0.068,0.122
0.611,-0.541,0.704
1.122,-3.233,-3.317
-8.193,-0.524,0.341
-2.412,-0.564,0.983
0.782,0.199,0.111
-2.041,1.622,0.646
-1.281,-0.874,-0.087
2.82,3.683,0.519
1.989,-1.684,0.419
-0.719,0.867,0.351
-0.251,3.151,0.184
-26.216,-0.179,3.221
1.118,-0.979,-0.118
-0.684,1.25,1.629
0.001,0.741,-0.358
1.328,1.192,1.44
0.285,1.792,0.035
-8.773,0.245,1.918
1.398,1.405,0.691
3.935,-1.697,8.354
-0.004,-3.364,4.929
0.166,1.116,1.413
3.414,0.48,-0.403
-0.385,5.429,-0.987
-0.387,0.579,-8.544
-0.148,-3.965,4.973
-4.142,-0.309,1.218
-0.397,-3.814,34.669
-0.881,0.51,-0.675
8.48,1.39,3.782
1.122,-0.922,1.115
2.353,-0.023,-165.979
-1.165,-4.267,1.052
-0.711,1.186,25.742
-0.291,0.457,6.106
-4.287,2.116,-1.012
0.269,18.601,-19.074
46.865,-0.755,-2.099
5.025,-1.948,0.684
1.121,-1.729,-1.663
4.715,21.38,0.474
-0.139,1.485,-0.371
0.962,-0.645,-2.595
-0.172,1.774,-32.616
-10.667,-4.132,0.552
0.199,1.333,0.35
-1.089,0.048,0.163
-1.66,0.897,-0.145
-0.267,-1.272,-1.71
6.027,-0.023,4.523
13.589,0.148,-0.59
-4.112,-1.929,-17.263
-0.302,0.163,-2.122
2.069,2.142,-4.646
-2.409,0.538,-0.675
1.334,0.036,0.3
1.978,4.684,0.513
1.851,2.138,126.953
-24.604,43.453,-0.141
-0.433,-0.498,-2.887
1.465,0.922,-0.153
0.685,-1.85,0.628
-7.009,0.185,33.196
2.302,-1.204,-0.772
-1.216,1.078,5.034
-0.027,0.104,1.771
-0.096,-4.071,1.323
-2.561,-0.409,-116.404
-0.673,-0.867,-2.743
-0.211,-6.294,2.143
7.025,-0.316,0.944
-0.497,-12.711,-0.428
1.036,0.34,1.568
0.296,0.164,0.894
-15.687,-14.717,0.956
-5.251,-0.294,1.41
-3.66,0.741,0.884
3.107,0.173,0.23
-0.378,0.142,-1.983
0.158,1.333,-0.309
0.115,0.755,-0.625
-1.542,1.346,-0.345
-0.102,0.628,0.766
0.529,0.259,-0.115
0.031,-1.364,-0.545
-1.672,10.002,-0.243
-4.355,9.363,-10.791
0.052,0.218,18.772
-0.893,-1.286,-3.597
-1.07,-0.125,-0.862
2.593,-1.527,0.512
-0.583,0.646,-2.537
1.118,-1.349,-0.075
-1.222,-0.588,1.091
0.556,-0.905,-1.785
7.492,0.106,-13.233
-13.203,-5.666,0.368
0.16,-172.619,0.186
-0.004,1.808,0.704
-0.061,-1.568,1.156
-7.235,0.452,0.113
0.152,0.481,1.238
-2.535,1.824,41.765
4.055,1.934,-2.234
-7.536,-0.459,-2.972
-2.174,-1.715,-0.06
-0.369,-1.689,0.059
4.206,-0.264,-2.769
-0.572,-0.236,1.791
1.989,-0.301,-0.914
0.432,0.514,0.817
1.278,-1.419,-0.549
-1.763,0.227,-0.07
-1.47,0.926,0.78
0.192,0.602,0.637
-0.383,-1.543,1.658
-2.307,0.574,-2.212
-9.066,-0.025,1.356
-7.711,-0.123,-8.866
0.881,0.253,1.107
0.272,-0.984,-3.132
0.401,-1.283,2.873
-3.792,0.944,5.237
-5.088,-0.973,0.514
-0.079,0.094,1.042
-0.142,0.116,-0.303
-0.458,-0.665,0.024
-0.169,-7.266,0.655
-0.145,19.297,-0.352
0.526,-1.257,-0.555
-8.351,-0.409,0.445
-0.194,-0.255,1.45
-0.571,-0.172,-2.596
-1.999,1.215,1.364
2.347,0.683,1.321
1.091,-6.075,9.034
2.097,-1.614,-0.947
-0.009,4.489,-2.269
4.207,-0.917,-1.169
-0.227,0.418,-6.772
-1.196,1.373,-1.093
0.686,-0.387,0.176
1.431,-1.445,-1.692
-2.227,2.621,7.312
-0.63,0.013,-3.485
81.339,21.494,-1.76
-0.376,0.103,0.629
-2.332,-26.587,-6.722
-1.273,0.401,2.178
-6.727,0.825,-3.964
0.231,4.936,1.631
0.775,2.492,3.764
-10.964,-3.359,-1.063
1.671,0.571,-56.11
2.767,0.17,0.203
3.168,1.311,0.195
-1.535,-0.398,7.957
-2.771,4.831,-0.092
1.478,-1.215,-0.471
-1.753,-2.483,-0.352
-0.459,-3.442,3.881
0.281,0.159,0.882
-0.701,-2.554,-1.054
1.039,-1.933,0.051
-5.105,-1.329,0.801
0.322,-3.371,-6.258
-3.611,-1.204,-0.07
0.083,-0.449,0.937
-7.862,0.5,-0.113
0.402,-0.181,-24.465
-1.565,-0.843,0.719
0.01,1.66,1.041
