Response,Explanatory1,Explanatory2,Explanatory3
2.426,-1.056,1.442,2.8
1.313,-0.622,0.028,-0.947
-0.152,0.736,0.378,0.734
-0.638,-1.062,2.821,1.476
-2.309,0.313,-0.094,1.316
-2.281,0.497,0.174,0.354
-1.216,-0.096,-0.331,-1.179
23.876,0.383,-0.557,1.432
-1.038,1.573,-0.973,0.146
1.169,0.864,13.647,1.515
1.32,-1.372,-0.923,-15.763
-10.448,-0.376,0.185,-1.531
0.724,-0.276,0.505,-2.06
1.963,1.52,-0.692,6.051
0.322,6.212,-1.959,-1.237
-0.547,-1.193,0.335,2.233
-0.495,-1.042,-0.365,-0.697
-1.168,5.657,4.407,-1.186
5.409,-0.327,0.25,1.353
-0.383,2.323,-0.463,-3.945
0.656,1.027,0.372,-0.092
1.847,0.439,1.117,0.123
0.495,-15.569,-0.883,0.139
-1.026,-1.443,0.705,2.112
-3.75,1.488,5.333,-3.038
-53.461,-3.495,0.631,-0.166
0.688,-3.685,-0.711,2.011
-2.715,-2.329,-1.239,-0.211
6.838,0.6,0.07,0.373
-0.071,-2.532,0.739,-8.911
0.372,0.015,0.649,0.143
0.695,-0.709,-0.383,-0.38
0.811,0.358,-1.424,-1.525
0.961,-9.006,-22.066,-1.116
-0.431,-1.976,-0.737,-0.722
-1.278,2.111,-5.591,0.132
0.238,-0.001,-1.182,1.053
-3.11,-0.906,0.445,0.546
0.835,0.229,-0.051,1.509
0.089,0.123,0.283,-0.443
0.013,3.244,-1.236,-0.03
9.974,0.482,0.074,-20.798
0.417,8.327,-0.452,-0.307
-1.958,-9.308,0.25,2.258
-0.046,-0.421,-0.524,1.075
2.647,1.869,-0.902,0.253
1.333,0.653,1.877,-9.004
-1.718,-6.342,0.627,-0.218
-0.094,1.291,-1.039,-0.068
-0.423,1.579,-0.111,2.07
-0.181,0.972,-1.538,-0.737
0.275,-0.068,-0.849,0.037
-1.344,3.502,-2.781,64.984
-3.274,-0.621,2.602,-1.628
4.535,0.007,0.372,0.491
-0.663,-2.3,1.04,0.34
2.002,-0.165,-0.637,-11.078
-2.028,-0.88,0.249,-1.257
9.314,-2.082,2.155,3.606
-0.452,1.43,0.556,0.111
-0.387,-0.693,-1.167,0.333
0.516,-0.403,1.201,-10.705
-1.7,0.903,2.818,1.08
0.695,0.785,1.439,-4.108
-0.308,0.359,2.514,-2.049
0.029,-1.398,-0.702,-2.104
-1.365,0.086,0.213,-3.443
-1.722,-1.411,0.327,-0.418
0.231,0.096,-0.943,-0.552
0.309,0.567,2.41,-1.645
0.454,0.18,-0.991,0.426
-1.354,0.483,0.242,-2.102
-1.135,1.915,0.52,-1.64
0.824,0.105,-0.863,-0.143
2.102,2.667,-2.982,-0.33
-0.733,-1.319,0.114,2.207
1.466,-0.827,-1.693,2.184
3.163,0.009,0.731,-20.273
-3.102,0.796,0.894,4.137
-2.307,0.782,-1.06,0.014
2.955,-9.807,4.995,6.803
5.922,0.566,-0.598,0.061
0.483,-2.841,-0.2,-0.348
1.769,1.27,0.197,-1.035
0.538,2.002,8.204,1.474
-11.774,-1.061,-0.933,0.454
-115.986,0.451,0.168,-6.428
-1.928,-1.138,0.644,0.259
0.162,1.309,-0.274,-9.9
-19.888,-35.782,2.315,-5.356
0.255,0.092,0.188,-3.001
0.663,-5.434,0.972,-1.068
-0.54,-0.869,1.146,-2.467
-4.99,0.911,-0.031,-4.517
0.245,0.083,0.83,-0.278
-0.013,0.393,-25.309,-0.801
-2.287,-2.829,-0.292,2.156
-0.788,-0.342,-1.092,0.535
1.076,-1.395,-1.772,4.438
1.388,-1.644,1.144,-0.192
4.638,0.782,5.012,2.564
5.222,1.133,-1.638,-16.867
-59.491,0.171,5.016,-0.346
0.148,-0.237,-0.087,-5.869
0.003,-0.875,0.711,1.675
2.637,-2.87,0.81,0.26
0.822,2.927,2.298,-0.314
-1.29,-8.722,0.004,0.014
-0.676,0.814,-0.409,-2.081
-0.018,0.218,19.321,-0.543
-2.686,0.328,-0.513,-0.314
1.134,-1.316,-0.221,-0.233
-10.316,0.202,-1.326,-2.006
1.145,-0.051,1.478,0.285
-0.75,-0.24,-1.47,-0.301
-0.855,2.289,4.75,-0.929
2.554,6.606,1.889,-0.031
1.62,-0.432,-0.957,13.385
-0.243,-1.8,0.369,-0.237
-2.99,0.573,-0.261,4.821
-0.812,-1.879,-14.614,2.268
6.432,-0.24,3.385,10.645
-0.143,-0.001,-3.229,-24.715
0.135,0.949,2.15,1.883
0.424,-0.477,-0.43,-5.082
0.037,-0.155,-1.391,-1.192
-32.7,-2.048,-0.908,-0.087
3.846,1.132,-0.662,-2.421
1.388,-0.301,1.88,0.369
-0.095,2.755,-9.394,0.196
-6.546,-1.047,1.367,-4.126
-3.967,-0.299,0.948,0.002
-4.462,0.943,-3.386,-22.784
-0.075,2.822,0.018,-25.693
-0.456,-0.47,1.739,0.174
0.146,-1.597,0.134,1.062
0.676,0.733,0.913,-0.142
0.999,6.762,0.261,5.252
-0.731,0.981,1.025,3.839
-4.119,3.32,3.82,1.145
-0.151,-1.079,4.325,13.401
-0.836,-3.006,-15.789,0.898
0.24,0.176,-2.833,3.123
-0.317,-1.089,-0.44,1.459
-1.189,-0.54,-0.746,-0.566
