Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14,Explanatory15,Explanatory16,Explanatory17,Explanatory18,Explanatory19
3.598,0.84,-0.431,-0.137,0.394,0.418,0.244,0.616,-0.299,3.0,2.492,0.725,-5.079,-5.274,1.028,0.404,-0.806,0.06,0.366,1.537
-0.6,0.288,0.53,5.201,0.848,-1.395,0.254,-6.23,-0.132,0.83,0.356,1.972,0.604,-1.399,-0.322,-9.483,0.108,0.256,-1.383,7.202
-1.152,1.271,2.464,-0.595,-0.011,2.03,0.493,0.362,-0.083,-2.621,1.167,0.28,0.005,0.401,2.454,3.02,38.728,1.559,-0.601,0.922
1.165,-0.416,0.024,-0.471,-2.458,-0.711,0.355,-0.519,2.268,2.929,-1.996,0.103,17.304,-1.538,1.156,2.194,-4.548,0.521,0.059,0.314
11.274,1.472,-1.725,-0.276,4.635,5.38,0.362,-0.511,1.021,-2.121,2.185,-21.387,0.29,1.546,-1.358,-2.196,-2.046,-15.23,2.176,2.757
-0.194,-0.56,-9.397,-0.048,-1.106,0.134,0.111,-7.555,-0.31,10.665,-0.216,0.316,-0.566,2.117,-0.821,0.743,-0.524,0.728,-0.613,-16.576
1.58,-0.694,-11.538,0.254,0.56,-0.442,-0.57,-0.009,-0.309,1.134,6.039,-7.031,-1.182,-1.028,-6.059,-2.292,-0.727,0.647,0.43,-0.907
0.299,-0.732,81.094,-1.334,-12.169,0.897,2.827,0.171,-0.406,-0.009,-2.916,-65.453,0.228,0.597,-0.057,-1.338,0.719,0.84,-0.987,-1.102
1.86,0.305,6.619,0.059,-1.079,2.729,0.537,-0.406,1.423,0.296,3.398,-1.805,2.088,0.007,2.27,1.114,-0.29,-3.536,-0.895,0.894
1.563,3.119,-0.683,2.748,-0.49,5.6,1.625,0.105,4.483,649.87,0.384,-1.14,-5.426,0.081,1.659,0.212,0.103,-6.737,0.867,4.092
