Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9
0.488,-0.503,-9.702,14.527,0.856,2.544,0.779,1.195,-4.026,-0.13
0.795,0.33,2.826,2.472,-0.443,-0.574,1.726,1.577,0.682,0.27
0.599,-0.343,-1.139,3.528,0.57,0.083,7.95,-0.907,0.3,1.048
0.284,0.42,-1.005,17.038,0.16,-2.714,-0.585,1.268,-0.326,2.081
-0.114,0.396,-2.106,4.377,-1.236,-0.551,-0.565,-4.088,-2.997,-0.176
-1.216,-0.404,1.099,-1.063,-0.219,-0.883,-0.727,0.391,1.402,-5.073
6.517,-0.956,0.679,-0.389,4.293,-0.269,8.166,0.363,5.537,-1.251
0.53,-0.803,-0.326,-2.945,-4.674,0.26,-0.827,2.685,1.422,-8.612
-0.378,-2.057,1.078,-1.139,8.746,-0.94,-5.448,1.843,0.508,3.097
0.224,-0.067,1.639,0.07,-0.471,7.888,1.118,48.944,-3.788,-0.337
0.497,-0.353,0.882,-0.544,-0.145,0.47,0.087,0.018,0.953,-1.569
-0.891,1.439,1.183,10.162,-0.171,11.127,-4.312,-1.635,-6.217,-0.259
1.044,0.429,-0.557,-0.827,-2.42,-1.654,-1.24,0.956,9.23,-0.226
-0.664,4.974,3.309,14.406,-0.513,5.18,-0.589,2.137,-1.595,-0.479
-15.068,1.021,3.11,2.941,4.795,-0.223,2.644,-11.935,-0.932,2.719
-0.699,0.302,1.127,-2.314,-0.05,-1.69,-0.337,0.668,0.223,2.761
-2.528,-1.891,1.501,4.888,-1.357,0.263,-0.232,0.507,0.218,1.396
0.104,0.52,8.849,-0.358,0.774,0.655,7.323,0.068,0.832,-8.043
0.943,6.919,1.34,-0.397,-2.401,2.748,5.016,39.642,0.124,-2.915
1.253,-0.153,-1.424,-0.101,0.874,0.096,0.29,-1.232,0.791,0.043
-7.551,2.343,0.07,0.487,1.733,-5.374,0.113,-0.111,3.817,6.464
2.817,-0.636,-2.265,0.607,-0.691,0.415,0.163,-1.007,-0.229,50.652
0.291,-1.108,0.933,0.023,-0.701,-0.783,-1.008,1.259,0.319,0.719
0.059,8.88,-1.248,-0.346,-0.339,0.162,2.049,5.45,2.09,1.517
-0.281,1.074,31.374,-0.311,0.095,-0.756,5.362,1.744,-0.207,-0.226
