Response,Explanatory1,Explanatory2,Explanatory3
2.363,0.247,1.913,-15.189
32.162,0.561,-0.434,-0.667
0.9,-0.721,1.403,-0.926
0.547,-1.179,7.811,0.624
1.176,-0.559,4.184,1.596
1.161,0.38,-1.242,-0.068
0.097,5.328,1.16,1.484
-2.173,0.39,1.604,-0.919
0.876,-0.782,1.44,0.315
4.195,-0.078,-0.231,0.682
-3.203,-0.003,-0.305,-0.896
9.322,-0.25,2.21,-0.81
1.448,1.693,-1.154,0.064
-1.816,0.553,-0.507,0.537
-16.664,-2.333,-5.482,-0.187
-7.929,4.108,-0.499,-0.709
-0.748,-3.921,-1.752,-8.677
2.487,1.063,-0.718,-0.935
-0.13,-1.539,-1.374,0.2
2.721,-0.623,-0.777,0.723
-0.976,-2.431,-0.45,-1.027
0.167,-0.032,1.133,-0.896
-0.862,-0.939,74.306,21.803
0.272,-4.475,-8.86,0.59
-0.964,1.159,-0.055,0.307
0.638,0.707,0.485,-2.905
0.189,0.231,-1.223,0.846
279.761,1.219,-0.593,-0.448
-1.739,-0.04,4.739,10.546
-0.164,-1.02,0.078,1.003
0.324,0.128,1.79,-1.545
1.261,1.282,0.57,-0.375
-0.628,-0.343,1.438,-1.465
0.57,0.514,0.29,-0.61
-0.143,0.564,1.027,-4.226
-1.209,0.254,0.439,0.301
0.921,-4.021,0.042,-0.748
0.845,-2.45,0.399,-1.021
-4.241,0.829,-29.067,-0.916
0.55,0.223,-1.893,154.588
-0.019,0.317,-5.313,-0.264
-4.123,0.74,-0.82,0.13
-0.512,-0.563,3.075,0.24
-0.051,-4.189,0.652,0.214
-2.526,-0.121,-0.559,0.148
2.878,1.014,-0.864,0.267
-1.596,-0.41,-0.714,0.462
1.605,-0.13,5.92,1.2
-0.073,-0.323,0.419,0.167
0.42,-0.864,1.999,0.92
0.37,0.301,0.105,0.673
-2.06,0.25,9.814,0.929
3.049,-0.468,1.664,-3.816
0.124,-3.823,1.766,0.349
0.284,0.155,-0.415,-0.262
-0.385,0.266,0.72,-0.824
-0.42,0.86,11.624,-0.151
-0.503,0.204,-0.26,0.026
-3.787,1.746,0.065,-0.849
0.742,0.912,0.302,114.327
-4.262,1.066,-0.393,0.855
30.623,-0.419,0.616,1.163
-0.057,-7.869,-0.888,-0.402
0.651,-0.428,4.924,-5.258
1.186,3.141,-3.231,1.292
0.949,0.374,-0.075,-1.638
11.804,0.669,2.613,0.171
-6.928,12.405,-0.089,3.298
-3.087,0.753,1.367,0.299
1.299,-11.562,-0.127,0.671
-0.226,-0.981,5.288,1.567
4.306,-1.852,-0.097,0.491
0.582,-1.686,0.099,8.462
-0.816,0.891,-13.638,1.786
1.868,0.071,-1.664,0.002
0.549,-0.523,1.751,-2.38
0.274,0.018,2.844,0.582
-1.192,-0.064,-0.538,-1.945
0.726,0.189,-0.117,0.857
-0.039,0.773,-33.079,-0.968
7.425,-1.825,0.61,-0.189
1.046,-0.46,0.544,-1.488
-0.094,4.548,-0.284,-0.84
0.243,-0.139,-5.811,0.776
0.444,13.693,-1.245,0.283
1.238,0.372,-1.248,14.027
-4.553,1.273,0.242,-2.773
-0.237,0.41,1.998,-0.879
-0.633,-2.893,1.055,20.113
-0.249,-1.678,-0.531,-0.955
0.661,-0.344,-0.532,-0.096
4.466,1.034,0.437,-0.879
-0.434,-2.284,-0.823,3.856
-1.143,-0.299,1.388,3.54
-2.146,5.001,-2.666,-0.966
-0.054,-0.09,-0.139,0.182
0.825,-2.163,0.089,-0.798
0.63,-0.562,-0.053,-13.678
3.895,-0.473,-0.385,1.619
0.612,-1.06,-1.379,-0.619
0.177,5.744,0.196,-0.935
-6.638,-3.645,-6.277,2.119
-0.877,-0.615,-0.186,2.224
0.112,-0.936,7.562,0.76
0.039,-1.618,-0.373,0.024
-5.172,5.647,0.067,-0.354
-0.137,-4.267,-4.467,-0.255
-2.665,5.097,-0.464,-0.153
1.923,-1.913,-2.589,-1.446
-0.676,-0.133,4.006,-1.123
-0.22,0.565,1.212,2.004
0.715,1.978,0.542,-5.02
3.677,37.822,-0.953,1.947
-3.952,-1.499,-0.063,-0.874
0.951,-0.337,-1.379,1.212
0.95,-2.982,1.98,0.288
21.934,0.752,-1.038,-0.206
0.975,-0.801,1.062,-0.171
-4.154,1.274,-0.029,0.422
-0.943,0.58,-1.106,0.219
10.054,1.807,-8.396,5.876
-0.047,-2.366,-0.44,-0.524
-0.222,1.079,2.262,1.557
-0.995,0.476,-0.15,-3.407
0.856,-0.577,1.282,1.654
6.743,-1.402,-0.48,4.462
-4.144,-1.409,0.437,-2.299
-0.057,1.107,-0.367,-1.548
-2.95,1.725,1.787,-0.505
-1.751,-0.948,2.618,0.401
-1.038,-0.164,1.866,-0.089
-0.836,0.214,-6.55,1.416
1.133,-2.865,-0.437,0.099
