Response,Explanatory1,Explanatory2
3.666,-3.578,0.914
-0.046,3.287,1.255
-0.402,-0.935,0.572
-0.31,0.518,-0.098
1.631,-0.021,-16.988
0.528,-1.481,-0.343
0.436,-9.78,0.835
-2.304,-0.182,-0.058
0.216,-7.492,0.193
-0.554,-2.661,1.329
1.958,0.108,0.326
-1.145,0.21,-0.033
-40.324,-0.234,3.683
1.416,1.473,-1.055
-1.837,-0.586,0.23
113.508,-0.484,3.048
-1.528,0.728,0.258
0.732,-0.219,-1.426
0.881,1.384,0.775
2.057,-1.069,4.944
0.461,0.157,1.669
0.378,-0.225,0.455
-16.062,-0.583,5.831
4.122,-11.415,1.21
0.427,0.617,0.128
-0.744,7.806,-1.502
7.402,0.563,6.157
361.136,-0.737,3.981
-3.457,-8.011,-0.751
-0.052,-0.253,5.563
0.256,-0.821,4.244
-0.303,3.673,0.251
1.529,-0.213,-5.235
-1.107,-2.99,0.606
-0.447,-1.313,1.784
-4.8,3.695,-1.068
-10.666,-0.262,0.362
-0.511,1.37,-9.689
2.616,1.137,0.081
-7.374,0.039,-0.717
1.93,-106.803,1.079
2.033,-1.135,0.363
1.98,-1.691,-1.662
-0.106,0.311,1.831
-0.482,-0.695,9.483
-3.03,-2.51,1.88
0.533,-0.944,-5.813
-0.227,-12.056,-6.981
0.588,0.9,-2.983
-0.008,-3.69,-9.751
-1.595,-1.686,0.655
-8.485,-0.673,-1.064
1.902,2.122,0.457
-1.25,0.367,-2.333
-72.11,0.155,-0.235
1.14,-1.449,6.271
-0.278,2.342,-0.918
1.698,0.303,-6.341
0.047,0.254,2.196
-0.695,-0.331,-0.977
0.314,-4.431,1.497
0.016,-1.025,-2.458
3.027,-0.651,2.453
1.354,1.768,0.52
-5.374,-0.383,0.053
72.72,0.882,2.313
-0.126,0.627,1.427
1.133,-4.379,1.533
1.974,-4.277,1.235
1.976,-4.013,5.529
-33.874,1.603,-0.16
0.033,-0.294,0.421
0.426,0.08,1.266
-16.782,23.066,0.027
-0.092,-0.168,-1.97
0.564,0.093,0.858
-1.153,2.115,3.452
-0.806,-0.934,0.185
3.002,-0.286,-62.419
-74.435,1.311,1.927
0.031,2.385,1.214
-0.114,0.453,-0.491
-1.558,1.501,-1.349
0.36,-1.414,-1.833
-0.308,0.364,0.206
-2.762,-1.513,2.89
-5.011,0.364,1.177
-0.554,5.969,1.609
0.094,-14.23,-0.353
-0.306,-3.23,0.779
8.38,0.106,-4.698
-2.731,-0.25,0.272
-0.554,-0.658,0.489
-5.915,-0.498,0.721
-0.142,186.026,5.477
-18.323,0.245,6.846
-2.836,-0.623,-0.537
-1.2,29.598,-4.011
2.223,-0.463,-0.424
-0.777,0.447,0.014
2.398,0.478,0.081
0.639,-1.621,-0.371
-1.934,0.568,0.555
0.785,2.018,-1.641
2.929,0.111,-0.481
-6.811,0.534,0.711
0.335,-0.027,-0.793
-0.166,-0.583,-0.068
0.879,-0.867,-1.782
0.589,-1.072,0.66
0.322,-1.612,2.983
0.554,-10.043,2.083
-1.064,3.422,-0.184
1.262,-0.632,1.619
0.713,5.246,-0.079
5.087,97.121,-0.048
2.043,1.017,-1.287
-52.794,0.104,-2.868
-1.356,-0.263,5.351
-26.504,0.668,0.651
-0.161,-0.631,-1.937
0.786,-10.651,0.544
1.845,-0.461,-1.438
-0.192,0.211,0.37
0.902,-2.217,0.098
-5.135,0.019,0.64
0.068,-0.748,0.89
3.965,-0.427,-0.184
-0.061,0.077,0.478
-0.309,2.973,-1.816
-0.053,16.333,-0.413
209.505,0.756,1.404
0.461,0.364,-24.782
0.084,5.495,0.634
0.512,4.142,1.297
-0.034,-0.446,-7.069
0.959,0.102,-0.644
-5.626,0.007,0.916
-1.549,0.375,26.939
-1.935,4.505,-3.687
-2.353,0.099,-0.823
-0.065,0.289,0.412
1.046,-1.315,0.984
37.935,-1.69,1.178
-0.696,-1.053,-1.548
-1.125,-1.331,1.359
-0.071,-1.368,-2.522
-0.438,-8.826,4.542
-0.82,0.3,-1.531
0.761,1.769,-0.994
-95.615,-0.184,-9.174
0.419,-2.488,1.485
3.009,-1.7,0.856
11.355,1.222,23.07
1.04,0.726,-0.609
1.018,-6.937,-1.379
-1.693,1.467,-0.461
1.071,5.152,-7.641
1.418,0.34,2.109
-3.018,0.976,15.242
0.111,-1.202,0.848
0.332,8.528,2.799
4.248,-2.51,-0.976
0.041,-13.279,-0.324
0.673,0.341,0.201
7.144,-0.358,0.255
-1.787,-0.332,3.004
1.74,-2.793,2.363
2.787,0.356,3.126
-6.639,-0.677,0.557
1.784,-0.682,-0.212
0.053,0.008,-1.265
-0.032,0.216,1.321
-0.004,0.611,0.839
-21.312,-27.116,0.69
3.66,-22.711,0.713
-2.853,-1.597,-8.357
-0.629,-0.123,0.567
-0.613,-0.561,0.004
-0.509,0.793,0.446
1.068,-0.096,-0.137
1.408,4.6,-0.417
-0.18,-0.18,10.82
-4.757,-0.553,-5.913
0.256,-0.788,-1.462
-0.155,-18.198,-0.318
5.14,-0.146,-0.485
37.173,0.8,7.831
0.402,0.785,-0.592
1.708,1.443,3.339
-0.548,0.991,0.721
-1.427,-0.983,-1.425
-10.428,-0.064,-0.027
8.334,0.049,2.229
2.134,-0.886,-0.619
0.028,-1.364,-0.637
-2.007,-65.32,14.502
-2.511,0.746,-2.528
15.08,0.609,-0.86
2.688,4.151,1.347
-4.399,-1.212,1.054
-1.345,0.72,1.087
0.604,0.411,4.083
1.416,0.086,-1.656
-0.792,0.322,0.503
1.717,-4.943,2.902
-1.584,-7.652,0.441
0.119,5.914,-0.898
0.086,0.382,0.284
-2.721,2.659,3.697
0.827,-1.278,2.289
-0.048,2.355,0.562
-1.754,-1.229,2.133
0.267,0.819,-0.022
1.585,0.093,0.17
0.129,0.533,-2.558
0.224,-4.391,0.697
-5.61,-0.987,0.383
0.327,-0.001,0.113
1.016,0.447,1.505
-6.532,0.213,0.062
-0.358,0.85,0.032
-0.612,-1.556,-0.579
-0.986,0.269,-0.183
1.436,1.151,0.381
-2.447,0.057,-0.978
-0.838,1.406,-0.881
-0.821,-0.793,1.002
-2.151,1.024,-8.048
1.71,-1.772,-1.527
5.161,-7.883,-2.699
1.477,-1.833,1.574
-0.044,2.309,-0.484
0.707,-0.809,-1.609
1.663,2.092,1.513
0.195,-7.081,9.464
-1.999,0.584,2.352
0.233,0.455,-1.937
0.34,11.842,-0.659
-2.708,-2.714,0.38
3.437,-0.404,2.32
-0.243,-0.472,-0.528
0.297,-0.354,-2.999
-0.631,0.112,1.386
0.935,0.361,-3.405
1.138,-1.2,-5.108
0.808,2.031,0.176
0.366,12.328,0.509
-3.224,17.181,3.045
0.49,1.288,-0.466
10.458,-0.013,-0.922
-1.378,-1.018,1.815
0.554,-2.032,-1.524
3.624,-0.667,-3.932
0.282,-19.608,-0.096
0.913,-7.895,3.626
-9.826,0.586,-1.175
1.547,-0.754,-6.994
2.912,-0.611,-0.196
6.041,-0.538,4.353
-0.152,-0.858,0.405
0.445,1.877,2.44
-0.774,-0.626,-0.623
-1.047,2.069,-0.995
-1.891,1.211,1.039
3.78,4.008,7.137
0.81,-2.286,-1.562
-0.524,1.54,-0.184
0.129,0.807,-0.232
0.928,0.019,1.493
0.525,-3.719,-0.406
0.21,-1.012,0.785
2.147,-1.217,1.645
-0.207,1.485,-8.537
-1.055,-1.03,-0.613
-18.51,36.071,0.896
-1.722,-0.002,-0.81
-1.004,-0.916,1.754
0.113,3.371,-0.091
1.302,-0.848,3.263
-0.772,-0.636,-1.807
0.56,0.51,-1.518
0.479,-0.26,-0.639
-5.449,-0.896,-2.471
-0.187,0.345,-0.936
-1.894,1.383,-0.215
0.537,5.415,-0.099
-22.268,2.504,-0.398
7.715,0.41,1.367
1.325,0.686,1.343
1.289,-0.911,-0.639
-2.234,-3.265,0.979
3.848,-4.741,-5.49
1.001,-0.28,-5.77
-9.146,-3.303,209.83
-24.627,-1.781,31.344
1.101,-0.128,2.361
0.258,1.952,0.076
5.028,-0.119,-4.643
0.114,-7.89,-1.196
-0.817,1.119,-0.331
1.467,-1.997,-0.139
-0.971,-0.346,-17.136
-0.251,-0.769,-6.942
3.448,-0.193,1.158
0.243,3.091,1.685
2.116,0.509,10.429
-0.323,0.462,3.195
-2.986,1.188,-0.375
-2.511,0.354,-5.037
1.164,-0.519,-0.697
6.259,-0.488,1.193
1.951,0.999,-0.186
-6.669,0.33,-1.036
-1.47,2.446,-2.34
5.141,-0.167,-0.987
3.361,1.0,-2.867
74.229,-0.125,0.166
-7.914,-0.167,0.863
-0.362,1.913,0.81
-4.957,0.583,1.524
-10.487,0.441,7.871
-1.861,-0.781,1.626
-1.699,-0.458,5.702
3.863,-0.034,1.752
6.053,-0.352,24.614
1.009,5.353,1.831
5.384,2.065,7.137
-0.782,0.08,1.102
-0.304,0.031,3.692
1.584,-0.165,-0.06
-2.913,-0.149,40.22
2.612,-0.155,-1.878
-1.498,10.087,0.541
15.46,-0.145,-212.401
2.606,-1.107,-0.058
-0.474,-0.112,-0.641
0.26,52.912,1.548
4.74,-0.627,-2.0
-0.928,-0.064,2.56
0.29,-0.271,-0.787
-0.3,124.53,6.682
0.335,1.204,10.924
-0.566,0.517,1.285
-1.769,-0.231,-1.072
-1.119,-2.293,0.413
29.833,4.254,0.664
-3.412,0.165,-0.978
-0.323,-0.104,-13.26
-0.614,0.222,0.306
-2.06,-0.32,-0.729
12.494,0.442,-1.457
19.519,1.932,1.718
0.438,5.138,0.393
-0.133,-0.326,-0.45
-1.074,0.016,0.178
-0.536,2.237,11.474
-0.132,1.415,-0.069
1.145,0.181,2.062
-0.852,-1.495,0.902
1.858,1.621,1.672
2.331,3.535,-0.895
0.533,-7.016,-0.239
-0.582,-0.09,-2.346
0.679,123.067,-0.183
-0.254,3.884,-0.013
-2.047,-0.815,-1.4
0.776,-0.533,4.958
2.356,-1.131,-1.691
-9.247,1.243,-0.13
4.143,0.342,0.682
0.016,-0.756,0.205
-1.271,-2.737,-3.888
-0.801,-6.02,-1.43
-20.059,1.403,-9.132
0.452,-0.471,-0.076
1.03,12.572,0.135
0.324,2.361,-2.007
-3.815,6.825,-1.574
-0.134,-0.648,-0.307
-18.006,-1.524,-0.102
2.236,0.074,-0.321
-2.93,0.332,-0.202
-0.038,0.821,-0.418
0.648,-1.355,-0.316
-2.44,1.873,-1.935
0.287,-4.985,-0.76
-0.346,2.561,-2.038
0.52,1.613,0.753
-1.587,0.299,0.417
0.372,1.528,-0.483
0.372,1.698,0.34
3.336,-0.29,-0.089
0.181,0.947,-4.981
-97.151,-3.726,0.27
2.048,1.72,0.541
0.728,21.141,0.207
0.124,-0.381,0.533
-9.174,0.508,-3.232
0.143,-0.571,1.392
-0.202,-16.604,-0.252
-27.148,0.579,1.359
-2.109,-21.877,-1.641
-0.943,0.051,-0.555
1.814,-0.32,0.375
-3.106,-0.398,-1.528
8.226,4.933,1.222
-3.848,-5.421,-3.669
-0.477,-0.985,-1.171
0.551,-0.035,-1.425
-0.222,-0.284,0.737
0.629,-1.503,1.435
1.534,-1.574,-0.289
2.241,-0.029,3.959
0.721,0.139,2.438
1.158,0.012,-0.117
0.179,-23.474,0.843
-1.156,0.208,-0.441
0.884,-0.383,-0.213
-0.643,0.454,-1.737
0.338,-1.003,-16.458
6.655,-1.161,0.573
0.786,1.868,-0.114
6.33,-1.569,-70.576
-0.575,1.684,0.68
-1.668,0.881,0.982
-1.959,-3.486,-0.183
10.761,-0.552,1.716
-0.166,-0.177,0.311
0.642,0.908,1.382
-0.339,3.327,-0.101
-1.366,-2.37,1.359
-0.167,1.205,0.369
0.088,-5.834,-1.692
-1.104,0.422,-0.022
0.453,-1.095,-2.685
-0.062,-5.687,1.226
0.276,2.644,0.252
-1.516,-1.276,-3.452
0.696,-0.019,1.771
6.007,-0.637,-0.391
-0.468,-0.457,-0.062
-0.466,0.482,-1.254
1.401,0.634,0.328
2.418,1.513,-0.71
-1.356,2.085,-1.323
-0.568,-0.632,5.091
33.313,1.775,-1.383
3.235,-8.098,0.197
-3.442,1.961,-7.307
-5.375,1.994,0.757
-0.796,-0.148,-2.147
3.77,-0.829,-0.506
1.254,-0.798,-32.72
4.319,0.676,0.865
-1.05,-2.228,-1.334
-0.439,-0.101,-0.12
0.194,-0.258,19.548
-3.762,0.563,-1.105
-0.205,0.187,-3.973
2.188,-0.477,-0.058
3.321,0.697,0.464
0.365,-0.12,0.192
0.086,-0.131,-3.339
0.602,0.684,-1.39
0.603,-7.802,2.696
1.445,1.891,-0.365
-0.141,0.218,-0.002
-2.843,0.72,0.198
5.632,-4.373,1.766
0.069,-0.415,4.973
0.087,0.092,2.557
-0.033,0.394,6.394
0.948,-0.595,-1.414
4.987,-1.547,6.988
0.393,6.647,0.012
-0.36,-19.169,1.761
-0.891,-0.161,0.329
0.579,-0.507,2.063
-0.882,-0.783,0.744
-4.035,1.711,-0.084
-0.074,0.907,22.812
0.325,-1.36,1.162
0.653,-2.163,1.599
0.865,1.905,-7.971
-1.921,1.134,-0.89
-4.658,-0.303,-0.087
0.564,-0.416,-1.071
0.46,-3.783,0.287
-0.053,0.854,0.13
