Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14,Explanatory15,Explanatory16,Explanatory17,Explanatory18,Explanatory19
0.162,0.329,0.148,-0.83,0.286,-0.726,-17.877,-8.821,6.192,3.186,0.092,-0.037,-5.122,-0.957,0.934,-0.939,-0.249,0.225,-0.065,-1.347
0.323,3.92,0.67,-0.536,2.207,0.267,7.321,1.26,-0.074,6.094,-3.888,9.623,-1.463,-0.455,7.697,-1.64,3.844,-3.238,-0.966,2.273
0.147,-0.534,-0.505,0.43,0.321,16.989,-0.156,0.652,1.074,-1.359,1.664,0.062,1.246,-0.231,-0.628,0.527,1.115,5.889,1.109,1.417
-9.35,-0.716,-0.87,6.265,-2.018,3.454,2.362,2.194,-0.618,0.467,-0.318,-1.79,0.679,0.775,-1.997,-4.476,-0.667,1.482,-2.611,0.897
0.751,0.301,0.37,-1.621,-0.605,47.208,-0.574,0.454,2.442,-0.679,-0.563,-0.818,0.998,-0.473,-1.92,-0.61,0.364,0.552,-0.705,-1.519
-14.611,0.481,12.566,-0.32,0.87,-0.9,-1.372,-1.28,0.839,-2.172,0.236,8.307,0.79,2.963,8.661,-1.076,-2.59,-2.799,-0.364,-422.503
4.909,-2.463,-1.752,0.769,-1.333,-1.755,69.955,1.214,-3.121,2.783,-1.152,-0.276,9.09,-1.002,-2.535,2.595,78.323,-0.182,15.033,0.029
-3.209,-2.286,-0.808,3.994,4.704,1.201,-0.898,0.012,-1.263,-0.184,0.259,0.54,42.622,1.901,0.471,1.528,1.264,0.202,1.089,2.864
-0.516,-1.769,0.708,-0.33,7.994,7.614,-1.127,0.471,0.111,-3.184,-1.462,-1.34,-0.563,3.382,0.18,5.77,0.272,4.605,-0.085,0.786
0.711,2.591,-1.331,-3.117,0.253,257.274,0.362,-1.113,-0.466,-0.903,3.812,0.392,0.872,0.926,-1.43,-0.299,2.628,5.289,-0.373,2.683
-1.025,1.341,-1.149,12.967,-0.197,-1.12,-2.58,-3.868,0.467,0.981,-0.63,-1.688,-317.742,2.139,0.153,-1.035,-8.05,-4.431,-28.179,-0.252
-0.059,-0.509,0.952,2.598,-0.083,2.227,16.246,-0.674,-0.728,-0.219,-0.514,0.951,0.073,0.39,3.777,16.642,-0.06,-0.198,-7.375,-2.69
0.021,0.627,3.001,-15.7,1.19,-0.985,0.746,-33.892,1.403,-1.487,-0.088,0.785,-2.033,-1.529,0.796,-2.64,0.592,4.998,4.287,13.14
-0.502,0.805,3.597,0.037,0.873,1.866,3.501,4.306,1.031,-0.426,0.02,-1.618,-0.214,3.164,0.283,-1.015,-0.093,1.879,5.621,-0.798
-0.503,-0.238,-3.1,-1.414,0.184,1.258,3.511,0.595,-0.511,2.043,1.552,7.179,-0.077,-0.022,0.759,-1.063,-0.888,0.292,1.004,4.221
-1.17,-0.461,0.133,-0.662,0.787,2.569,0.4,3.338,-0.767,-1.729,0.917,-5.623,0.279,-6.492,-1.083,0.625,-0.528,-0.968,-2.658,1.881
-0.002,-1.573,-0.559,-0.388,-0.096,-0.779,2.601,2.211,-2.829,-0.557,0.495,4.99,-0.765,4.661,-1.423,1.033,4.007,-0.03,-0.075,2.952
-0.437,-0.333,-0.499,-0.421,2.296,-0.577,2.99,8.498,0.298,-0.972,7.088,0.065,0.698,0.865,1.054,-0.58,0.356,-0.314,-0.587,0.713
-0.433,-0.715,-0.453,0.168,-21.609,-0.444,-0.171,11.695,-4.619,0.425,61.951,3.75,-2.021,-0.208,0.561,2.437,0.326,-1.193,-0.301,-0.177
-0.459,-1.103,-5.316,0.038,2.123,0.437,-1.176,1.074,2.711,1.47,-0.176,-1.904,-0.5,0.131,3.082,10.936,-0.618,-0.532,0.565,-0.008
3.062,1.255,3.814,-0.403,-0.479,0.458,0.537,-0.753,2.56,-0.904,1.717,0.277,5.399,-0.782,0.005,-1.168,-1.379,-0.054,-0.537,-0.073
-0.032,5.558,1.735,-0.763,0.433,0.107,-0.614,1.26,0.031,-1.065,0.432,0.024,-7.955,-20.021,-0.114,1.586,1.469,-0.786,-1.078,-125.415
