Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
5.43,1.003,0.707,0.607,1.573,3.806,2.491,0.22,1.035,-1.247,13.582,0.651,5.839,7.127,0.161
8.157,0.467,-0.941,0.504,2.418,0.75,0.88,-0.146,-2.1,-1.796,0.346,2.125,2.988,3.712,0.514
-2.099,0.77,0.895,1.744,0.534,-2.145,-2.274,-0.31,-0.431,1.253,9.801,0.085,0.251,0.143,-0.621
2.097,-1.832,4.9,-1.55,-8.732,-0.375,-1.085,2.317,-1.13,-0.166,-1.244,1.899,0.867,-0.207,0.036
3.118,1.228,0.742,-0.15,-1.059,2.861,-0.251,0.873,3.971,0.795,-1.211,0.122,0.337,-1.964,-2.297
-0.975,-0.657,-2.184,1.364,-0.504,5.303,0.148,-2.111,0.438,0.176,0.273,5.762,-0.352,-1.582,-0.787
0.023,1.441,6.986,7.314,0.016,0.91,-1.033,-0.423,-1.393,-15.96,1.306,1.005,0.779,-0.121,0.436
-0.45,1.14,-1.448,-2.854,0.176,-0.597,3.896,0.061,1.01,-1.318,1.212,1.165,-0.152,-0.507,-0.945
-3.577,1.226,-0.638,-0.045,-0.489,-0.8,0.211,-0.531,0.314,3.093,-1.406,0.614,-0.92,-1.772,-0.998
-0.652,0.608,35.616,0.016,0.29,-0.153,1.829,0.138,0.413,-0.174,-1.3,-2.606,3.686,-0.567,0.001
-0.49,-1.784,-0.116,-0.243,0.938,-0.608,-5.152,0.255,-1.605,-6.132,1.55,0.9,-5.654,-1.23,-0.432
-0.252,-1.682,-0.913,0.24,-1.786,0.133,14.451,0.28,-0.317,1.868,-1.077,-0.592,0.015,1.667,-0.469
-6.408,-0.553,-0.652,-1.722,0.049,0.65,0.569,-0.472,0.443,-0.656,0.684,-0.789,0.469,-1.308,-0.886
1.631,0.591,-0.198,-3.932,-0.396,1.741,-0.794,-1.185,-0.07,-1.965,0.635,7.871,-2.522,2.422,-0.852
-0.758,1.662,-1.653,-35.874,-0.047,-0.676,-1.314,0.197,-0.198,-0.123,0.595,0.273,0.102,2.66,-0.281
3.297,-0.008,-0.577,-3.149,0.864,1.822,19.342,3.179,-1.077,0.678,-1.061,0.537,-1.973,-0.309,-2.665
-0.826,-0.253,-16.693,-0.051,0.157,-0.318,0.277,8.454,4.267,-0.285,0.147,0.042,0.048,-2.823,3.177
-1.176,-0.284,1.211,-0.683,-0.395,0.243,2.394,0.782,-0.791,2.154,-3.399,1.135,-0.947,-1.914,1.173
1.634,0.494,0.724,8.812,9.261,1.481,5.383,-0.868,6.004,2.318,2.017,0.519,-2.432,-1.9,-1.211
6.622,-0.965,-0.23,-0.579,1.246,0.063,-52.957,4.244,-0.803,-0.464,1.066,-2.137,4.236,37.127,0.057
4.454,-4.11,-0.12,-0.654,29.422,0.485,-0.94,-2.738,-0.133,-1.06,0.552,-0.566,2.226,0.058,5.025
