Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
0.01,0.313,1.301,-0.728,7.755,0.883,-1.124,-1.61,0.189,1.127,2.32,-0.213,-1.035,0.567,-55.91
0.918,0.285,-0.747,-0.282,-1.305,0.701,0.853,9.123,1.597,-0.309,-0.246,-2.383,-1.423,0.235,0.078
-1.392,0.011,1.244,6.341,0.058,-0.05,1.93,5.849,-0.74,1.984,0.162,-1.27,-0.389,1.859,-2.596
0.452,-1.015,1.41,-1.348,-0.161,1.335,-0.553,0.464,-0.328,1.303,3.504,-0.45,0.003,1.693,-0.014
-1.008,0.656,3.07,-1.328,-1.419,0.938,1.176,0.69,1.362,-5.451,-0.007,-2.584,-0.432,-1.755,1.066
0.034,0.423,-10.805,3.973,11.872,-1.143,0.876,-0.316,-1.671,-0.264,-1.365,-182.906,2.424,2.269,-0.754
-1.198,1.482,-0.029,3.33,0.107,-1.083,-0.121,-0.897,-0.611,-2.171,0.523,0.725,0.589,1.778,-0.174
-3.001,-3.773,-15.884,-0.552,0.51,-0.545,-0.099,1.013,-0.48,-0.14,0.842,0.474,-0.874,7.179,0.033
-0.071,0.879,0.544,-0.712,1.138,-1.084,0.968,1.018,2.496,17.662,5.266,15.771,-0.002,-2.348,0.365
-0.069,-0.184,0.45,3.752,-1.701,-0.542,-2.36,-0.135,0.932,0.483,0.513,-316.947,-2.611,2.142,-1.6
0.308,-0.089,5.988,9.348,0.636,0.314,1.149,1.871,-0.32,5.458,-0.147,-0.087,0.725,0.776,0.817
-8.884,1.065,-1.002,-319.545,5.203,-0.646,-0.517,1.6,0.211,1.256,-2.269,-0.872,1.761,0.728,-2.924
1.322,-0.748,-1.363,0.843,-0.51,-1.966,-1.934,0.805,-2.611,2.407,3.002,-1.189,-5.53,3.105,2.29
-0.054,-1.06,-0.828,-2.606,-1.123,0.879,-1.744,-2.291,1.812,-0.23,0.462,0.229,-1.083,-0.915,3.701
0.841,-1.421,2.004,-1.518,0.195,27.72,-0.8,-2.626,1.707,-0.414,1.692,9.965,-0.957,-4.565,-22.875
1.87,-0.674,-9.9,1.859,59.823,0.209,-0.517,-1.323,-1.32,-1.135,0.875,-0.362,-3.707,0.459,0.114
1.072,-0.476,-3.278,-20.094,0.192,-2.503,0.514,-1.44,-3.703,3.963,1.326,0.259,2.133,0.356,-0.149
0.744,0.255,115.395,-5.417,-0.645,0.891,11.401,1.927,1.287,-0.719,-0.727,-2.154,0.822,-0.63,-2.571
-10.557,-3.445,-1.477,-0.926,7.468,-1.653,0.403,-3.756,0.17,-0.597,0.303,-1.285,-233.979,7.377,0.65
-0.203,8.177,3.261,0.976,0.844,-4.699,1.89,1.986,0.222,-0.215,6.03,-0.773,1.852,-0.859,-14.071
-2.643,2.373,0.714,2.463,-0.087,0.088,-3.93,2.375,-1.545,-2.025,0.662,2.283,1.207,0.479,-1.924
0.409,-2.902,1.121,-0.526,-21.812,2.501,2.592,0.375,0.435,0.244,3.816,-1.51,-0.349,-0.377,-0.379
-0.456,0.732,1.583,0.989,8.616,-0.208,0.43,-12.006,1.41,-0.976,29.974,-1.653,-1.083,-0.368,-0.035
