Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4
1.448,-0.874,1.309,-1.884,-0.254
-0.416,3.148,0.783,0.103,-1.214
-0.397,0.107,0.425,-0.213,0.244
-0.552,-1.207,0.793,-2.156,19.069
-1.396,1.228,0.011,1.548,115.024
0.845,0.763,-4.555,1.055,25.737
2.667,-1.793,-0.395,0.244,-0.354
0.192,8.225,-9.575,-1.495,0.18
1.244,2.28,0.959,-0.209,-0.207
1.284,-0.54,0.923,0.024,0.205
-0.369,-2.861,0.596,11.634,0.747
0.035,0.6,-0.958,-2.148,-4.306
30.181,-2.869,3.638,-0.174,-0.508
-0.315,0.663,-0.745,-0.119,0.175
0.088,-1.189,0.124,0.626,3.059
-0.29,1.092,-0.528,-0.321,-1.233
-0.399,1.414,4.061,0.39,1.425
-0.104,3.804,3.673,0.038,0.826
-6.463,-1.885,6.107,5.668,-7.03
0.1,0.287,1.817,0.448,1.33
-13.687,19.306,-0.374,3.129,-1.058
-157.5,-4.483,-2.871,1.309,-0.592
-0.512,-0.683,0.167,0.184,-0.005
0.589,0.794,0.132,-0.267,0.008
16.161,-0.905,2.83,-0.904,1.084
-7.095,-3.508,-13.864,-0.233,-0.321
0.26,0.235,-1.514,1.469,14.474
-3.602,-0.419,-3.292,-5.818,0.067
0.505,3.478,-2.242,-1.364,1.402
-1.185,109.039,-7.081,0.922,2.101
-1.369,-0.262,-3.641,0.651,9.001
0.262,-0.322,0.409,-0.92,-0.435
0.776,-5.434,-1.11,-0.729,0.599
-0.137,-7.983,0.642,0.977,1.048
-3.443,0.599,-0.908,-0.768,-56.569
-3.771,-1.045,-0.744,-0.275,2.722
-2.549,-0.567,0.218,1.308,-16.514
-0.828,0.696,0.245,-0.264,-3.066
-0.331,-0.014,2.968,-3.303,1.612
0.228,-0.394,-2.193,3.918,-3.846
-0.905,0.185,2.846,-13.694,-0.211
0.338,0.429,-0.137,0.923,1.011
-18.707,3.659,0.96,1.331,0.422
0.472,0.294,-1.197,-1.799,1.61
4.719,1.287,-0.001,0.538,54.448
0.291,3.082,-0.252,-1.025,0.638
1.274,-2.616,2.478,-10.478,-0.367
1.975,1.852,0.054,-3.067,-0.413
-0.436,1.191,1.186,-1.211,1.183
-1.061,0.261,2.41,9.334,3.984
1.21,0.939,2.44,-0.961,-13.137
1.019,-38.607,-19.594,1.206,0.356
-31.219,0.7,1.265,0.41,0.091
-4.924,-1.113,-0.811,-0.685,-0.363
-4.872,0.09,1.206,-0.094,0.193
0.333,0.829,-2.341,0.569,-0.525
0.177,2.02,1.616,1.437,-0.069
-2.694,0.596,0.509,-13.89,-20.184
-0.916,2.189,1.848,-0.141,-2.264
0.727,0.26,0.378,-0.329,6.051
-1.908,-0.103,0.342,-0.678,-0.357
3.363,13.19,46.236,0.995,2.86
-0.341,-7.123,0.67,0.699,1.289
0.56,-0.358,-15.484,1.021,4.014
-1.143,-0.269,0.013,1.757,-0.377
-0.264,0.036,-1.288,-2.359,13.016
1.194,-0.772,1.42,-1.279,-2.749
1.687,-0.792,1.888,-9.326,1.112
1.62,0.286,1.811,6.703,-1.638
-1.007,5.862,0.158,0.189,0.891
-1.734,6.03,-0.793,-1.886,-41.304
-0.47,-0.319,-0.208,-1.942,-3.651
1.206,2.211,0.979,-30.361,-1.337
0.517,-5.141,0.17,-9.993,-1.434
-0.791,4.317,-14.212,2.524,-0.933
0.661,-0.494,3.449,-0.751,-198.055
-0.968,1.036,55.388,-3.011,0.706
-0.538,0.945,-0.037,-0.613,-1.726
1.361,-1.342,2.555,-0.352,-0.938
0.318,-0.278,5.266,1.324,-0.318
0.782,-0.552,2.275,6.758,-4.33
0.179,5.418,40.741,-0.005,1.411
2.549,0.253,-6.024,-2.646,0.534
0.354,0.222,0.452,0.354,0.012
12.821,-1.285,0.16,-0.157,0.225
-3.256,-2.641,0.076,-0.766,0.062
-0.455,-2.882,-2.108,0.424,0.808
-0.046,2.723,-0.182,0.714,-0.008
-0.858,-0.516,-0.214,0.098,5.448
-1.275,-1.545,0.85,-3.065,0.736
-0.08,5.921,-0.481,-0.539,0.622
0.189,0.638,-0.171,-0.84,-1.027
0.075,1.723,0.541,-0.164,1.675
-1.022,1.112,-0.759,-1.167,0.522
-2.234,0.303,2.512,0.209,-0.424
-0.153,0.52,-0.041,3.903,-0.612
4.932,-32.792,1.093,0.4,-1.295
-1.371,-2.542,3.415,0.702,-0.52
-5.262,0.941,2.931,-0.105,5.053
-0.828,1.326,1.999,-3.103,-0.052
-0.172,-0.542,2.467,-2.634,0.719
1.052,-0.925,-2.158,-0.249,-0.113
1.164,-18.371,-8.06,-0.307,-0.409
0.799,-2.993,-0.239,0.646,3.963
1.102,20.796,-0.38,-0.315,-0.315
0.114,-5.281,1.305,1.483,-4.813
-1.589,1.195,-0.428,-1.644,1.825
-1.554,-0.57,-1.109,-0.125,-0.345
0.436,-2.241,4.187,-0.456,1.064
0.102,0.833,-0.274,-1.941,-0.173
-3.887,0.441,-1.286,-1.545,-3.237
-2.613,-89.595,1.184,3.552,-94.828
1.488,0.178,3.369,2.37,-14.242
-0.417,1.144,0.643,1.107,-1.985
1.758,-0.142,-0.861,0.588,0.271
0.493,-0.039,-0.509,-0.923,-0.228
-1.462,-0.931,-0.111,-0.409,2.216
-10.139,-39.865,-0.079,-1.236,-0.217
-2.04,1.457,1.714,0.674,1.222
-1.598,-2.266,0.351,0.389,-0.329
0.695,0.936,0.852,3.951,-0.304
1.939,-1.165,6.262,4.085,0.095
-85.511,-3.913,-13.594,2.481,0.198
-1.085,-0.437,-3.34,-0.83,-2.897
8.566,5.427,-0.312,-15.349,-14.734
-0.865,1.992,1.088,6.887,-0.715
0.752,8.067,0.973,-1.118,-2.021
-0.175,0.66,3.084,0.536,-0.586
-1.257,1.317,0.348,0.803,-4.145
-0.356,1.382,1.657,1.739,0.623
-0.43,-1.407,5.378,-3.381,-0.307
34.927,-0.172,-1.375,-0.642,1.14
25.0,31.479,-1.061,0.728,0.782
0.278,0.393,0.453,-7.515,-17.043
-2.177,-0.943,-0.134,0.281,1.729
-1.652,-2.118,-0.353,-1.674,-0.568
-2.07,-0.401,0.741,-0.205,1.34
-0.445,-0.63,-1.88,0.175,0.495
-0.537,-0.588,0.654,0.391,3.254
-0.448,0.356,-0.971,0.12,0.948
-0.983,1.534,-3.383,-1.378,0.191
0.049,-0.679,0.267,-2.588,0.428
-0.234,-5.41,-6.268,-0.338,-1.215
-6.334,-0.999,-0.064,-1.719,-0.435
-0.865,0.975,-0.5,-0.556,-0.458
0.913,1.364,-0.046,-16.375,-2.878
6.453,1.771,0.7,0.511,-0.106
0.841,1.153,-0.5,0.811,0.168
-0.045,0.599,-2.943,-0.703,-2.325
-0.766,-3.652,0.241,1.66,-2.555
0.273,-0.695,-3.111,11.307,-0.088
-3.562,0.927,1.964,-0.144,-0.632
1.186,-9.906,-0.899,0.356,-7.846
0.045,-0.841,-0.231,0.168,0.312
-0.424,-0.553,0.525,-0.514,-0.153
1.378,1.347,-0.343,-1.351,-2.905
-0.184,1.072,-210.121,3.218,5.038
-2.182,1.107,-0.184,-0.489,1.305
-0.965,-4.819,-4.818,-9.615,1.036
0.904,3.966,0.059,-1.633,0.452
-51.751,0.549,0.924,-0.106,-7.99
0.986,-6.956,4.166,0.644,0.388
-0.413,-0.771,-0.812,0.83,-1.095
0.535,5.055,-0.382,0.751,-1.034
1.059,0.511,0.424,0.266,-25.332
0.041,1.311,-5.09,1.001,2.105
-0.163,0.336,-3.024,-4.558,-0.082
0.912,-1.504,0.005,-0.252,-0.076
-1.947,-1.416,3.249,8.496,0.586
3.884,-0.122,-0.875,-5.024,-4.834
-1.305,-0.942,0.299,0.396,2.396
3.09,-1.105,-1.509,-0.221,-4.146
-0.097,2.668,24.234,5.788,-0.345
-5.891,6.807,-1.101,1.567,0.293
3.147,-0.603,2.487,2.415,-0.616
-1.663,1.833,-4.371,-0.83,-3.714
0.451,2.406,-1.6,0.458,2.278
0.036,0.769,0.574,2.298,-0.282
0.443,-1.49,0.194,-2.79,-2.665
-0.86,0.644,46.205,-0.665,-2.243
3.064,-1.593,1.37,2.179,0.792
1.59,-5.154,0.7,-7.379,0.532
6.659,-0.681,-0.852,-1.585,9.483
-0.365,-2.163,1.15,2.931,2.313
-0.766,0.757,-0.696,-13.056,-1.398
1.463,-9.483,0.111,0.152,-8.536
-3.396,1.314,-0.162,-1.185,-1.983
-1.622,-4.106,-5.573,-0.166,-3.235
2.024,-1.445,3.842,-0.137,-1.014
-0.584,-1.687,-0.267,-1.745,2.367
0.568,-0.159,1.749,28.651,-0.114
-4.144,-0.817,-0.421,0.621,-0.114
13.372,-4.767,0.675,1.883,0.232
0.383,-1.142,0.29,0.13,-1.169
-0.066,1.275,1.838,0.446,-0.793
-0.563,-12.737,-2.121,3.082,1.485
12.854,1.562,-3.106,0.921,0.884
-0.193,1.265,0.095,-0.649,-4.196
-0.101,-0.459,-0.829,-1.288,-1.997
0.421,-0.31,0.193,-10.137,-3.444
1.304,0.535,-0.849,-0.513,-1.66
2.588,-0.117,-2.133,1.227,-2.482
-2.019,2.928,4.682,0.435,-3.006
-2.229,1.515,-1.961,-0.578,1.041
-4.071,-0.351,0.143,1.302,1.619
3.649,-7.68,0.84,4.007,-0.142
0.068,2.127,-0.298,0.792,0.64
43.674,0.269,0.945,0.393,-6.188
-0.601,0.532,2.519,-1.851,-1.394
1.303,-1.102,-2.555,-0.215,7.266
-0.061,0.556,-0.463,-0.014,0.958
-1.156,-2.037,-0.752,131.384,-13.547
-0.253,0.364,-0.015,0.169,1.01
0.852,0.028,-8.126,0.447,-0.915
0.389,-18.628,0.761,-4.405,-0.877
0.31,1.144,0.912,-6.975,-4.084
3.242,-0.607,-11.502,-0.078,5.036
-15.937,-0.316,-2.184,4.137,2.292
1.537,-0.099,-0.716,1.036,4.941
-1.243,0.644,-1.875,-6.088,-2.795
-31.225,0.557,1.3,0.113,-0.696
-0.578,-0.01,-0.259,-1.241,0.319
1.813,1.029,0.278,-0.231,-0.876
-0.632,-1.32,-1.364,-1.046,-1.586
-1.489,0.323,-3.925,1.448,-0.118
3.407,1.913,1.734,-0.431,0.069
9.071,0.623,0.356,1.841,0.67
5.157,0.551,-0.001,6.767,-3.75
0.477,-0.207,0.407,0.012,0.562
-3.764,2.925,-1.607,1.855,1.268
0.61,0.859,0.619,-0.276,-0.755
2.016,0.681,-0.042,-5.475,-4.08
1.003,-5.278,0.246,1.083,3.297
