Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
1.346,1.86,1.293,1.9,0.717,44.585,-0.669,0.192,-0.093,-5.0,-1.533,4.852,1.754,5.228,3.199
-4.072,-7.201,-0.807,1.427,-2.544,4.159,4.013,-201.517,66.095,5.666,0.478,-1.889,0.287,0.159,-2.183
1.304,-3.11,-0.941,-1.666,1.258,1.14,-0.856,0.388,4.736,-0.315,1.513,-1.472,-0.673,8.74,4.687
-0.08,-17.938,0.024,-1.16,1.298,-2.476,0.019,0.501,-0.322,0.063,0.569,7.262,-1.635,-0.553,2.036
-2.051,0.792,0.127,-0.862,-2.113,-1.348,6.071,-0.105,1.646,0.292,-0.026,-0.288,0.747,-0.088,-1.631
0.58,0.248,1.053,3.897,0.461,11.389,1.801,0.044,-0.098,0.981,0.381,0.173,-1.744,3.742,-0.888
-2.333,-0.37,10.429,0.364,0.755,-2.275,0.959,0.816,-0.567,-0.458,1.993,9.44,-0.243,-1.335,0.773
0.71,-0.718,1.842,6.087,16.138,-1.314,0.546,-0.221,2.457,-0.879,0.063,0.532,1.179,-1.005,5.133
-0.72,-0.049,3.956,1.324,-0.875,0.247,-2.962,2.258,2.515,3.851,0.884,-1.368,0.585,-0.983,-0.654
-0.547,0.37,-5.673,-0.011,-0.9,-0.329,0.941,2.586,-2.372,0.026,-1.453,4.895,0.865,-1.674,0.272
0.864,-0.685,-0.184,3.943,6.848,-0.411,-1.995,-35.31,-3.169,-0.928,-0.093,-1.86,0.064,0.551,2.007
-0.158,4.505,0.569,-0.832,0.151,-0.365,18.419,-0.644,0.541,2.443,0.772,2.182,-1.201,0.318,-0.02
-2.135,-0.339,-8.259,-2.248,2.227,0.407,-8.956,-1.099,1.407,-0.627,1.201,-4.869,2.389,4.443,3.745
-0.225,3.099,-12.842,-0.252,-0.182,1.724,-0.51,2.416,1.671,-0.452,0.512,-0.944,1.082,-1.965,-1.353
