Response,Explanatory1,Explanatory2
-0.851,3.417,0.12
2.207,-0.87,-0.528
-1.188,-0.307,1.363
0.719,0.429,1.284
-1.157,0.609,0.772
0.096,-0.055,0.218
-9.297,-33.225,0.363
-15.034,-0.89,7.385
-0.841,14.703,1.035
-0.084,0.964,1.838
1.347,-0.583,0.601
0.454,-0.644,2.211
-0.4,5.858,0.572
-1.343,-0.805,-1.07
2.926,-0.804,-0.204
-0.833,-1.254,2.151
-120.828,0.448,1.408
0.936,0.013,-510.393
0.682,-0.769,0.351
28.92,-0.117,0.436
0.846,0.83,7.228
0.303,-1.247,-10.512
-1.33,-1.182,0.499
1.505,-0.066,0.591
-1.648,-0.249,47.157
-1.326,-1.293,0.041
-1.679,0.389,0.285
4.202,-0.889,-1.588
-1.822,1.774,0.01
-1.972,1.317,0.712
1.087,-6.049,-0.171
-2.407,5.416,-0.596
0.758,-4.039,-0.838
0.489,10.985,-0.526
-1.031,0.111,0.283
-1.287,17.17,-2.644
1.133,-4.833,0.187
0.478,-8.593,2.089
-1.658,1.741,-1.491
-0.162,-3.412,-10.901
1.165,-7.913,1.28
1.339,0.128,-1.485
-0.095,0.23,1.204
0.901,7.154,0.774
-0.45,-1.343,0.677
-0.653,-1.338,-0.758
466.347,5.104,0.842
0.217,-1.589,-2.157
0.687,0.488,1.982
-7.284,2.577,-3.553
-1.034,3.304,-0.995
0.282,0.516,11.683
0.98,-0.354,-0.215
2.6,-0.562,4.246
-0.219,0.696,0.977
2.13,-1.214,-0.333
0.113,-1.011,0.759
-0.292,-4.396,0.508
-14.345,-0.905,-0.685
2.042,-0.218,-0.842
-0.511,-0.372,0.258
0.746,0.151,1.817
0.16,-2.089,-0.435
-3.021,2.491,6.146
-3.433,0.577,-1.881
0.452,-2.806,-0.337
0.692,1.118,-0.899
-0.169,-1.865,-0.859
-7.195,1.457,-2.431
0.574,0.091,4.965
0.98,-1.593,0.076
1.523,-0.845,-5.164
-3.76,2.997,6.148
2.975,1.918,-2.987
-0.554,1.887,2.112
-3.976,-0.807,-0.191
-1.507,2.067,0.436
3.157,0.564,-0.892
0.295,-1.475,3.055
1.549,-10.857,0.479
-1.005,-0.893,0.057
-2.315,0.054,-0.148
-1.501,73.89,-0.384
0.166,3.829,2.327
0.482,-0.181,0.207
-1.054,-0.178,9.641
-0.34,1.898,0.405
-0.914,-5.755,0.502
-3.68,2.865,0.899
0.044,-0.861,1.129
-4.141,2.112,0.605
-0.329,0.788,4.087
-0.574,-0.171,0.655
1.734,0.97,2.388
1.742,-1.114,4.62
-2.104,-0.933,-1.438
-0.606,-2.626,-2.832
0.548,-3.897,-0.375
1.793,0.503,0.833
0.993,-62.148,-0.888
-0.431,2.769,-0.889
5.314,-0.003,-2.896
-0.16,-1.147,0.217
-4.256,1.765,-2.497
0.07,0.794,-1.357
0.631,1.378,1.039
-2.301,0.541,-0.266
8.636,-4.02,0.485
-0.766,5.393,27.127
4.375,0.307,-1.872
-8.095,2.298,-13.723
-38.836,0.325,-0.229
-0.453,-0.024,-0.413
1.265,0.843,-27.952
-0.5,-1.778,6.59
0.068,-0.561,0.242
-1.49,0.662,0.414
2.053,24.156,0.3
2.265,4.583,0.358
-2.317,-1.114,-25.07
-0.261,1.426,-0.506
-0.052,0.417,-0.03
-0.25,13.579,0.355
2.637,1.11,0.292
1.785,-11.085,1.415
1.709,-0.902,-1.096
-1.621,-2.16,-6.568
0.652,0.827,1.117
2.456,-0.894,2.177
-1.169,0.607,3.347
0.459,-8.086,0.076
-0.044,-0.484,-0.237
-0.187,-1.251,-0.584
-2.286,0.097,-1.125
-3.857,0.315,0.683
-0.628,1.236,-1.328
-0.756,1.393,-3.15
0.508,-3.491,0.508
0.654,0.653,0.252
0.433,1.112,-1.865
-8.851,1.543,0.351
0.096,-1.804,0.431
-1.548,-1.227,-6.874
-0.444,-0.154,-1.269
0.789,3.331,53.794
3.365,5.058,-0.858
-0.401,-103.059,0.357
-1.676,-6.052,0.723
1.343,-0.45,0.718
2.326,0.448,1.955
-0.717,-11.53,-0.478
0.457,3.17,0.236
-0.825,-0.153,-1.981
-0.695,2.567,1.526
-1.281,-0.526,-1.257
-2.448,0.208,0.257
0.637,1.215,0.444
-0.87,0.578,1.291
11.91,0.602,2.102
-3.034,-0.533,-0.829
-1.77,2.0,0.652
0.502,-6.259,-0.917
2.042,1.562,4.075
-0.762,1.914,0.929
-2.195,0.895,43.065
-0.223,-0.01,-1.29
1.182,-0.212,0.211
-0.125,-0.205,-1.474
-0.341,1.01,-0.375
1.485,-1.478,1.285
0.924,0.458,-1.154
0.171,-1.878,-0.448
0.513,4.279,0.449
-1.559,0.193,0.018
-1.077,0.71,-0.883
0.099,1.502,22.931
-4.317,-0.807,0.871
1.674,0.366,-0.706
-0.906,-2.022,-0.263
-0.14,0.626,1.897
-0.446,-0.148,2.588
0.37,2.031,-116.468
49.04,-0.222,-0.257
1.537,-0.114,-2.268
-1.46,0.338,-0.858
4.452,3.969,-1.259
2.869,5.12,-0.284
2.521,-0.395,1.634
0.122,-9.36,-21.764
10.534,-0.314,-1.564
1.975,0.07,-0.507
0.131,35.415,-0.023
-0.169,-0.53,0.108
-0.585,-8.973,-1.856
5.888,-3.304,-2.155
56.332,-0.571,-0.226
-3.409,-0.519,-1.295
0.102,0.669,-5.524
9.746,-0.624,1.605
1.408,0.518,3.413
-0.234,-0.378,-0.284
0.825,2.379,0.757
0.737,-0.083,0.616
-2.361,-0.035,0.431
0.345,1.429,1.354
-0.848,1.852,-5.572
-0.172,0.218,0.725
-2.706,-0.144,0.189
-0.651,-0.187,0.103
0.636,-0.395,-0.007
-0.499,1.61,-0.483
-1.663,0.734,0.19
-1.569,3.183,0.304
-0.996,0.113,-0.801
-0.267,-0.721,0.542
-261.138,-6.904,1.185
8.816,0.389,1.5
1.473,1.869,0.519
0.262,-0.691,2.452
0.363,0.368,-1.166
0.337,0.721,-0.662
0.441,0.565,0.604
-1.349,-38.524,-0.033
0.982,-0.35,0.541
2.268,0.303,-0.513
-1.716,0.919,4.173
5.661,-9.36,-0.333
0.59,0.137,0.384
1.231,0.319,0.211
0.917,-2.543,3.816
-1.055,-2.357,2.027
0.744,-1.451,0.414
-1.572,26.001,0.61
0.329,1.673,-5.157
-0.315,0.507,-0.988
9.595,-2.753,-1.716
-0.113,-0.242,-0.529
-2.98,-0.375,-0.419
1.296,-2.008,-0.549
-0.629,-0.124,-1.18
-0.21,-0.774,1.275
-0.152,-3.541,4.639
-30.906,0.452,-12.783
1.155,-0.849,1.038
-19.895,-0.55,3.152
-0.653,3.706,0.726
-8.261,0.382,-1.856
0.935,-0.519,0.272
-0.312,-1.518,1.971
2.106,-0.165,1.028
-0.193,0.309,-0.124
-0.177,0.244,0.333
-0.992,-5.6,-4.992
-0.114,-0.663,2.01
-0.962,1.172,0.246
2.008,-3.418,-0.875
-1.141,0.514,-10.991
-1.295,0.255,-0.425
-1.169,-1.178,-1.697
-2.252,0.428,0.104
-3.445,0.335,0.331
1.262,1.438,-0.089
8.919,0.277,0.35
-1.287,2.3,2.236
-0.038,1.132,-1.509
0.858,-0.11,-0.178
-5.579,1.728,-0.525
-8.72,-6.612,3.209
-0.531,0.93,-7.507
-2.448,0.984,-0.234
-5.694,-1.089,0.597
0.652,-0.122,2.566
-0.258,0.505,-0.855
-0.119,-1.71,-0.858
1.108,1.046,-0.455
0.277,0.439,-0.104
1.289,-0.932,5.441
68.577,-2.188,-10.2
2.21,-0.622,0.034
-0.392,-4.086,0.596
0.859,8.013,1.421
-0.522,1.284,1.649
3.093,-0.342,0.572
2.496,-0.705,-1.513
0.072,0.061,-0.259
-4.429,-0.0,-0.078
2.73,1262.348,-1.815
-0.213,-4.039,-1.442
-0.0,-0.605,1.51
2.375,1.076,-0.869
-0.817,-0.644,10.208
-0.405,1.102,0.172
0.055,-0.931,1.598
-65.413,-2.089,0.123
5.224,-0.277,0.255
0.751,0.281,-1.618
0.694,-0.041,0.271
2.68,0.233,-1.09
11.27,2.836,-0.342
-0.403,1.647,-0.462
-0.697,0.013,-1.729
-0.685,3.158,1.571
-0.12,26.359,-0.087
-2.26,-5.939,0.256
-0.229,-1.226,2.918
-2.779,2.247,-0.634
0.019,0.275,-1.033
0.026,-2.019,1.266
0.805,-1.202,-0.122
-0.347,0.235,-1.644
2.853,0.066,0.948
6.586,1.489,-0.679
0.52,3.919,1.653
1.149,-2.755,0.809
1.745,24.572,-2.368
3.846,-1.292,1.018
-0.319,1.328,-3.939
7.694,-6.424,-0.983
2.725,0.388,23.962
0.924,-1.062,-3.829
12.056,4.477,-1.12
1.569,0.559,0.19
-1.692,1.303,-0.275
-3.911,4.847,0.662
-0.54,1.724,1.354
0.19,-0.229,1.03
-2.158,12.383,0.581
-1.039,-40.043,0.707
1.017,-2.444,-0.856
0.191,0.005,0.017
1.538,0.141,6.411
-0.349,1.796,-0.8
-0.306,-0.636,-4.405
-29.049,4.304,1.05
4.212,1.084,0.16
-0.856,1.336,-1.078
0.656,-5.906,-0.343
-7.617,0.846,3.441
-0.741,-0.191,-1.381
-3.504,0.844,-0.99
0.181,-0.452,-0.575
4.043,-0.304,-0.048
-0.928,1.352,-1.968
0.43,-0.742,-1.356
-0.914,0.587,-2.689
-5.849,-2.002,1.831
-5.579,1.874,0.36
0.686,0.183,1.001
-1.264,-2.144,-0.119
0.815,0.124,0.938
1.724,-0.909,-0.702
12.767,1.311,0.117
-0.866,-0.248,0.1
0.064,0.896,4.912
-0.073,0.276,-1.327
4.636,1.965,1.809
0.056,9.939,1.833
0.371,-0.228,-100.956
1.151,-0.912,1.36
-0.565,-5.436,2.834
-0.131,-3.334,0.138
0.194,-0.282,26.66
3.642,1.866,-0.265
1.164,8.715,0.732
-0.346,-0.234,0.36
-0.73,-1.673,0.206
-0.141,0.081,0.484
-0.032,-0.555,0.24
2.875,0.67,0.386
-0.328,1.042,0.341
0.579,-0.042,4.236
