Response,Explanatory1,Explanatory2,Explanatory3
-1.759,0.045,1.27,0.465
-0.751,-0.564,0.36,-19.098
-0.107,0.32,1.139,0.015
0.356,-6.387,0.077,2.2
-1.282,-2.693,0.101,0.904
-1.383,-2.811,-6.301,119.207
-12.8,94.803,-1.398,1.347
-28.97,0.428,32.199,-0.165
-228.0,1.573,-4.753,0.319
-1.967,-1.378,-3.623,4.246
0.449,3.355,-0.214,2.549
0.265,0.761,3.659,0.585
2.06,2.276,0.27,1.382
-1.15,-0.033,-0.491,-1.566
12.206,0.111,2.034,-0.493
0.182,-0.523,-1.014,0.092
0.551,1.471,-2.313,1.52
12.963,0.27,0.664,0.637
-0.567,-0.183,3.185,0.976
0.405,0.667,0.866,-0.535
0.553,0.567,-0.287,-0.905
-2.974,0.5,-0.766,-7.264
2.366,-1.665,5.07,-0.177
5.527,0.23,1.963,1.715
-0.524,0.484,1.226,5.665
-1.909,-0.814,-0.333,0.45
-0.315,-0.17,0.646,-14.169
-2.352,-0.285,1.038,-6.456
-0.722,-2.721,-1.472,-0.095
2.36,0.466,0.851,0.463
1.089,15.449,2.515,4.162
1.982,-0.272,-1.217,0.634
-0.721,0.106,0.139,0.791
0.601,2.082,0.36,-1.082
2.898,-0.441,2.209,-0.245
-1.013,-0.228,-0.125,0.744
-1.362,1.701,-1.312,2.897
-0.443,0.197,35.961,0.713
76.409,0.621,-5.021,2.526
-4.113,1.484,0.038,-6.259
-0.02,-0.942,-0.575,-2.455
-1.459,6.693,-0.01,-7.883
0.663,3.14,-2.875,2.529
9.395,2.244,0.205,-2.357
-0.102,2.19,3.3,-0.956
1.673,-0.63,-1.908,-1.545
-13.517,0.204,-0.082,-7.54
1.262,2.321,-1.921,0.49
1.403,2.201,0.713,-3.211
0.548,0.148,0.798,-0.901
-0.466,-33.658,2.768,-0.14
-2.545,1.111,1.935,0.087
0.62,1.73,4.704,-0.908
0.194,-0.134,-0.866,-24.7
1.219,1.132,-0.061,-0.132
0.48,-2.327,-0.37,0.133
1.599,0.767,4.602,-1.052
-13.922,2.943,0.24,0.757
-8.784,0.951,-43.176,-0.589
0.666,-0.863,4.311,-0.428
0.473,0.945,1.949,0.094
0.311,-0.133,-0.735,-0.21
-1.876,0.001,0.068,5.929
0.784,-1.878,4.038,0.713
2.095,-0.15,1.035,3.257
0.35,-0.648,-1.424,1.161
1.398,0.355,0.02,11.094
0.242,-0.094,0.516,-0.854
-0.723,-0.131,-0.093,0.283
-9.844,0.454,-0.774,-0.227
0.698,-0.138,-0.158,1.626
-3.883,0.254,1.471,-2.477
4.589,-0.776,8.355,46.411
0.7,1.506,-2.035,-3.864
-1.366,1.099,1.186,-5.227
1.556,2.053,-3.803,2.703
-1.736,-1.63,1.527,2.164
869.668,-0.292,92.209,-0.004
0.705,6.402,-13.554,-0.684
0.846,0.144,1.075,1.048
-112.893,1.416,2.814,-0.718
1.463,0.367,-1.053,1.577
0.858,0.087,-0.427,-2.371
-0.352,-0.655,-7.677,0.429
2.321,0.126,1.621,-1.035
0.578,-1.98,0.445,-1.067
-0.454,-1.117,-7.388,0.976
5.25,-4.825,0.336,-0.862
-3.527,8.661,0.822,-33.871
0.287,2.74,-0.515,-0.049
-1.629,-6.561,1.245,0.38
3.112,-0.497,0.828,1.693
-1.615,-536.431,0.939,0.215
1.239,0.267,-0.582,1.179
-0.789,-1654.665,0.684,-0.368
-0.88,0.817,-0.728,0.497
-0.296,-2.091,0.208,1.568
-1.284,0.358,0.34,-12.25
42.083,-0.484,-23.673,4.821
0.343,-0.393,-2568.045,-0.425
4.016,0.359,0.283,-1.322
-1.664,8.326,0.457,0.237
-0.233,1.358,-9.509,-45.208
-0.706,1.407,0.013,3.047
1.835,-0.682,5.26,0.735
0.07,-0.492,2.326,-3.293
0.565,-0.231,0.711,0.917
-0.513,-0.702,-4.016,-0.435
0.097,1.631,1.059,0.126
4.185,0.335,-0.597,0.068
-0.55,0.992,-33.855,-0.074
7.144,-0.478,2.086,0.507
-0.771,-0.898,-0.37,-4.765
-3.174,0.936,3.774,-3.306
0.154,-14.197,-0.615,-1.102
0.334,1.665,-3.231,-325.064
-6.558,-0.376,-0.118,-0.37
-1.852,2.135,2.655,0.581
-0.455,-51.514,1.979,-6.266
0.16,-0.483,-0.949,-1.245
0.33,-0.168,-2.164,0.493
-341.543,-0.51,0.251,-1.204
-1.043,-0.765,0.862,0.226
-2.308,0.269,1.935,0.094
-1.716,-0.097,-2.24,1.464
-4.239,-1.394,-10.58,-3.312
-0.416,-0.631,-0.14,0.836
1.178,-34.791,-2.301,-0.109
-1.396,-0.263,14.228,-0.246
-0.515,-2.242,-4.338,1.664
-0.802,-1.965,0.031,1.213
14.661,-1.889,0.332,-0.033
0.406,-0.08,-0.238,-0.916
-1.365,-0.046,-0.034,0.611
1.016,0.245,-3.675,-2.509
3.999,0.703,-0.375,144.885
0.165,-1.583,-0.168,0.519
0.961,-2.81,0.452,-0.34
-0.489,4.212,0.233,2.779
-1.002,-0.86,-1.607,1.083
45.879,-2.122,0.73,1.685
-0.216,-1.354,-0.432,1.143
-0.131,-0.193,-0.182,0.67
-0.768,-0.195,1.162,-0.142
0.493,1.27,-0.283,-0.963
-0.912,1.057,-0.2,0.008
2.461,-1.073,0.339,0.189
0.33,-0.215,-3.093,0.347
-0.89,1.032,0.995,-4.487
-2.314,-1.261,-0.028,0.659
-0.404,-1.959,41.365,-0.285
-0.019,2.637,-0.854,-0.402
-4.076,-1.353,0.526,-2.175
-1.361,0.416,2.248,-0.255
-40.957,-0.888,2.121,-0.088
-2.555,-0.763,16.18,0.34
1.738,1.149,10.167,-11.885
