Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9
-0.781,-0.961,4.591,-6.035,-0.353,0.993,-0.217,-0.665,-0.369,-1.302
-1.849,0.002,-2.289,-0.972,0.372,-0.199,4.364,1.301,0.081,-19.084
-1.152,-2.594,2.223,-1.41,-1.186,1.024,-0.13,-8.765,-0.291,0.015
-2.816,-0.323,-1.166,-0.037,2.843,0.385,2.243,-1.125,0.851,-129.183
-1.018,1.613,-6.036,9.829,-0.825,-0.447,-0.182,-1.006,-1.321,-1.195
-4.012,-0.224,3.21,-1.038,0.139,1.16,1.001,-2.089,1.439,0.313
-1.956,-7.933,5.773,0.515,-2.061,-2.798,0.065,-0.481,-0.917,0.611
0.676,-0.233,-1.852,1.008,-0.054,0.239,0.642,2.861,2.025,-0.171
-0.129,-1.475,0.407,0.043,-1.176,0.88,-0.85,-1.013,-1.041,-0.948
-5.117,-0.142,0.172,-3.347,-0.516,-1.008,2.329,-0.424,2.184,1.056
-0.262,-2.144,-0.568,1.214,0.529,0.262,-1.055,3.84,-0.646,0.604
-1.309,0.94,-2.113,-2.737,-1.487,0.906,2.877,1.155,-0.745,-0.611
-3.47,-1.289,3.169,-1.342,0.023,-0.233,1.969,-0.282,0.524,-1.961
-1.234,1.133,3.41,0.203,-1.319,15.127,0.61,0.433,8.02,1.137
-0.167,-0.626,-9.5,-1.759,-3.347,0.171,3.202,-3.212,0.569,-0.99
-0.775,-11.856,-0.371,4.843,1.344,0.116,-0.635,3.185,2.448,6.836
-1.253,-3.372,-0.693,-0.428,-2.207,-0.485,-0.282,-2.052,-1.151,0.785
0.264,-2.864,-1.161,-0.569,-1.7,0.075,3.1,-4.177,1.612,-3.784
1.136,-1.241,-0.119,-1.094,-9.673,0.613,0.465,0.437,-0.681,1.006
0.828,0.112,-2.453,-0.292,0.073,-3.921,-4.274,1.516,0.168,28.296
0.859,0.48,0.778,3.818,0.946,4.898,-2.046,0.465,2.016,32.186
0.376,-0.847,-0.911,-0.094,1.07,-1.188,-4.221,-0.758,-0.084,14.691
