Response,Explanatory1
-0.094,-0.399
2.6,-2.964
-0.6,0.148
-3.468,-7.563
-1.062,-10.977
11.301,-0.057
-3.98,-0.055
0.537,0.49
-0.012,2.353
-9.072,7.127
0.784,2.401
0.925,3.259
0.056,7.838
0.117,-3.233
-1.944,4.154
-5.536,-2.155
-0.343,8.336
-1.038,-0.52
-1.577,3.653
1.056,2.354
-0.066,-0.105
-1.505,0.272
-0.555,1.005
0.628,-0.036
2.303,1.413
0.696,-0.055
4.327,-9.234
-1.158,0.82
1.055,1.981
1.567,-0.57
-5.305,0.304
27.476,-2.945
2.086,0.511
0.089,-17.264
5.014,-0.783
0.863,-0.834
-0.995,-2.815
-0.541,-0.884
0.708,-0.678
-0.512,8.577
18.007,1.026
0.397,-0.192
1.113,-1.377
-2.561,0.213
-0.512,-2.557
-2.962,0.927
-1.3,2.734
0.897,3.806
-3.287,0.317
0.063,1.085
-2.175,2.475
2.136,-0.42
3.215,2.99
-0.27,-0.771
0.984,-1.067
-0.234,-39.821
0.259,0.523
19.636,2.179
-3.839,0.113
3.121,-1.263
3.81,-3.331
0.925,0.617
0.708,0.654
-1.528,-0.366
-0.334,-5.264
0.84,-0.435
0.449,-0.905
0.675,-0.216
-0.242,-2.812
0.323,-1.723
-0.355,2.285
0.711,6.967
1.949,1.8
0.801,1.15
-0.314,-1.569
-0.683,-0.056
1.9,-0.22
0.45,-27.152
0.32,0.544
0.174,-1.429
-0.357,-0.268
0.074,-2.323
19.497,-1.406
-0.353,13.587
3.77,1.091
-2.218,6.043
0.215,0.248
1.467,1.9
2.494,-2.079
-3.337,0.15
-0.924,1.636
0.619,0.907
7.803,-2.751
0.416,0.418
-0.757,0.641
0.893,0.727
-0.007,2.337
-4.56,-1.423
-6.327,5.135
0.172,2.045
0.442,1.439
-1.144,-1.895
0.44,-0.284
0.661,-0.458
-0.323,-0.948
9.214,-0.509
0.84,-1.727
0.827,0.261
-0.631,-9.366
0.511,-0.295
0.1,1.057
0.168,-0.319
12.022,-0.021
-0.121,0.529
-64.063,0.196
-0.271,-1.463
-0.395,-0.032
0.257,0.813
-2.103,0.842
-1.421,-1.138
-0.933,-0.042
-1.598,1.613
-0.897,-8.107
1.115,-0.2
-0.035,-0.409
43.298,10.068
-0.504,0.951
-0.124,-1.235
2.969,-8.709
-64.974,-1.336
-4.037,-57.837
3.697,0.594
-0.21,-0.107
-1.357,1.348
-1.197,0.635
-0.387,0.765
2.05,-1.072
0.151,0.425
0.136,-3.719
-1.138,-5.03
-1.402,-0.891
1.123,0.204
4.673,0.357
0.106,-0.395
-0.512,1.329
-30.603,12.312
0.824,-9.688
0.449,-11.25
3.216,-1.356
0.473,-0.82
-0.164,-1.682
-0.247,-1.232
-4.031,-0.836
1.332,-0.722
0.607,1.9
-1.303,2.639
3.007,0.657
-1.844,6.84
1.521,-2.98
1.694,1.908
1.29,-0.29
-0.529,0.855
2.927,-6.479
-1.262,0.225
-21.052,3.817
-1.397,1.377
-0.841,0.419
-0.24,-0.074
15.13,-0.862
1.485,-1.155
-0.002,-16.224
-0.671,3.062
1.039,2.46
-0.681,-1.791
-0.898,-3.501
2.542,-0.529
-0.621,-0.25
0.862,-12.012
0.115,2.363
-0.454,-0.034
0.081,-1.443
3.743,-0.023
-0.214,-1.528
0.632,1.777
-0.501,-0.243
2.56,-23.146
-3.038,5.154
-0.416,0.083
-3.16,2.658
-8.945,-0.591
-7.725,-6.951
-6.136,0.059
0.251,1.53
-6.948,0.262
-1.009,14.002
-2.822,6.26
-0.496,-0.066
4.748,-0.712
-0.042,0.292
11.047,-1.57
-1.291,0.185
-0.31,2.279
-0.653,0.54
-3.684,1.6
0.111,-1.378
1.471,8.571
-0.462,4.735
0.121,1.963
0.039,0.432
-0.71,2.454
14.201,22.044
1.834,0.72
-0.694,1.115
0.09,-21.439
4.423,1.818
-0.926,14.542
-1.579,2.455
0.3,2.212
-1.43,-19.342
-0.956,-0.077
1.114,2.078
0.401,1.937
2.537,-1.056
1.738,2.636
-1.202,0.084
-0.333,1.164
-0.012,0.408
-0.076,1.659
3.198,-2.647
0.379,-0.235
-0.797,0.902
1.089,-1.123
0.525,-0.102
-0.001,0.954
-12.068,-6.974
0.104,-0.721
1.105,-7.379
2.241,-0.352
1.284,0.921
-0.312,-0.724
0.726,0.548
-0.17,1.686
-0.135,1.639
68.61,0.688
0.562,-0.263
5.645,-0.036
-3.698,-4.542
0.516,0.369
0.803,1.143
0.4,-7.255
-1.07,-5.258
0.34,-6.077
-8.821,-0.272
-0.08,-27.863
0.7,-1.539
-0.028,0.609
0.401,4.77
-0.509,-0.373
-6.679,-0.805
-94.857,0.552
-0.171,2.089
0.822,0.283
-1.996,-11.055
-0.836,-0.191
-0.121,-0.19
-0.546,-0.176
-3.531,1.263
-0.594,3.537
0.276,1.649
1.259,-9.753
-5.402,0.513
-0.519,-0.398
-1.793,-3.096
-0.616,-0.673
-0.192,12.878
1.356,2.22
1.926,0.481
3.19,-0.823
3.874,-0.059
0.364,7.402
0.753,4.088
53.52,0.893
0.371,1.519
-2.657,-3.18
5.339,0.003
25.429,7.519
16.706,-0.981
0.346,-1.146
2.781,-2.508
-1.075,0.829
0.16,0.208
0.072,-1.134
-39.614,-7.026
-2.412,9.494
-16.793,2.08
-0.989,-0.332
0.025,-0.433
3.112,0.597
0.598,23.455
-3.068,0.707
1.219,1.046
-0.706,0.235
-0.395,-2.433
2.227,0.976
-1.192,-1.272
1.217,-13.197
-2.823,-0.534
-6.538,-0.016
2.848,-0.867
-0.794,1.51
-1.001,-0.759
0.503,2.777
0.518,0.447
-0.117,0.121
1.014,-0.358
-1.141,0.116
42.349,0.214
0.483,-5.298
-1.627,-1.081
5.021,-0.119
0.054,-1.321
-5.295,-0.49
0.515,-0.505
-0.369,-1.015
-1.364,6.543
-0.153,1.615
0.186,0.592
-12.393,-3.033
-0.307,-0.108
-0.155,0.321
-0.81,-1.562
-1.309,-0.356
-0.252,1.461
0.864,0.604
-0.762,1.92
0.791,0.831
-0.584,-0.346
-0.515,-0.369
0.207,1.547
0.084,1.049
-0.3,-0.798
0.266,1.023
-0.7,-1.109
1.932,0.512
-0.022,18.076
0.112,-0.846
0.465,11.84
2.4,1.065
-0.422,1.272
0.181,-1.441
-0.629,-3.514
-0.111,1.187
-0.703,-0.06
-0.4,0.325
-3.04,2.996
0.608,-0.163
-56.515,-1.025
-4.932,0.489
0.079,-1.241
-0.358,-12.439
0.219,-3.92
-0.619,-0.134
0.432,3.057
0.523,0.236
-4.945,0.782
3.652,-1.073
-2.348,43.842
0.778,-6.173
-0.926,-0.236
0.563,-37.745
-5.568,0.091
0.485,1.105
1.208,1.336
-0.171,12.638
-0.369,1.696
-0.863,0.272
-0.072,1.958
0.097,-0.685
-9.425,0.169
1.248,-2.555
0.423,50.256
1.973,-0.511
-3.711,0.539
0.664,-0.882
1.818,0.489
3.864,7.436
-0.572,-16.181
-1.861,-3.925
0.295,-0.781
0.027,0.418
-0.534,-3.934
0.465,2.725
-2.468,-12.857
-0.857,0.75
0.699,0.43
8.213,1.229
-0.236,0.079
-4.231,-1.068
0.285,3.924
-2.304,-1.443
-0.795,1.623
-1.068,3.637
-5.191,0.514
-0.361,0.121
15.017,6.186
-1.629,-1.468
0.188,0.135
0.43,0.461
-0.01,0.661
-0.247,0.659
-2.103,-2.109
4.494,4.472
1.105,-1.733
-0.89,0.314
2.349,56.346
-0.463,-1.928
26.444,-1.602
-5.139,-2.33
1.601,-84.423
0.726,-2.078
-0.054,-0.575
-0.646,3.145
-3.031,0.048
2.432,-1.039
-0.659,0.178
-1.125,1.394
2.068,-0.16
0.261,-0.104
-6.365,0.276
-1.497,1.187
0.083,-1.189
0.206,-1.425
2.01,1.134
1.54,0.672
0.273,-0.241
-0.605,0.02
-0.034,-0.01
-1.148,-0.774
-9.929,-1.069
2.765,-0.534
1.368,0.369
0.515,-0.372
-1.269,2.666
-2.593,-0.313
-0.824,1.372
0.656,0.2
-0.041,-0.449
-1.976,0.026
0.517,0.226
-3.484,0.169
-2.147,3.839
5.027,0.032
1.173,-0.972
-1.072,2.048
1.678,-0.107
-2.069,-0.258
0.122,-5.858
0.481,-0.696
-0.222,2.326
-1.969,-1.012
2.979,6.229
-0.88,-0.545
-5.326,0.145
-2.63,20.475
16.785,-1.118
0.664,-0.287
1.793,-0.165
-13.245,0.672
0.248,3.981
-0.306,-0.025
5.318,0.319
-4.778,-0.24
7.773,0.1
2.742,2.29
1.426,-0.033
0.037,-1.155
18.706,-0.556
0.067,-1.535
0.585,-0.565
0.083,-0.202
-23.035,-1.461
-1.702,-5.116
-1.764,2.759
-1.515,-16.838
-5.92,-0.331
4.706,-0.43
0.086,-13.187
20.187,-0.256
-0.261,-4.724
-0.48,0.195
3.62,-0.197
0.527,-5.794
0.553,2.277
1.197,-0.277
1.175,-7.626
12.105,-0.887
-0.824,-2.859
1.655,18.132
-0.06,0.657
-2.541,18.311
-2.301,4.212
0.604,35.701
-0.478,-0.007
10.104,0.82
0.154,-0.912
4.78,-1.344
0.048,-0.449
-0.96,-2.504
1.602,-1.347
-1.038,0.516
4.106,-4.089
-2.183,-1.232
0.256,-0.295
0.072,0.788
19.766,30.773
2.994,-0.748
-0.657,2.028
0.112,-2.312
-0.88,-0.306
1.67,1.878
-1.361,-0.918
-2.058,5.665
-1.239,-0.103
1.17,-1.407
1.146,0.87
0.077,-2.655
-0.731,0.448
-1.547,-0.832
1.098,-14.47
0.981,13.011
-0.922,-0.216
-3.563,0.067
-0.209,-1.859
-0.314,-5.959
1.138,0.529
0.771,-3.125
-5.39,0.876
0.315,0.176
-0.917,-0.413
8.763,-0.2
0.5,1.925
0.163,0.122
1.287,-1.939
3.62,-0.833
-6.751,1.312
-0.641,-9.945
1.633,-1.056
-0.966,0.517
0.061,-0.151
