Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14,Explanatory15,Explanatory16,Explanatory17,Explanatory18,Explanatory19
-3.175,0.855,0.528,-0.071,0.032,-3.076,0.631,0.382,0.346,-1.429,-1.137,-0.331,-1.768,1.117,1.557,-3.246,-0.078,-3.823,-0.397,-1.586
-0.312,-9.097,0.996,-4.452,-6.697,0.763,5.299,0.159,-2.249,-0.321,-2.553,-0.805,2.57,0.121,-1.684,-10.041,0.323,-0.152,2.133,-19.378
-1.353,-18.602,-1.059,25.706,0.654,1.764,2.07,0.269,-0.852,1.26,1.432,-5.881,1.037,0.416,-3.142,2.7,0.53,-1.417,-2.297,-2.741
-0.34,-2.665,0.066,-1.134,-3.199,0.255,1.31,-2.745,0.053,0.421,19.13,-0.911,0.524,-0.523,-3.564,-0.81,-3.052,-0.313,0.274,0.94
1.637,-0.363,-0.824,0.261,-0.798,-0.837,12.61,-3.66,1.005,-1.06,-4.968,-0.275,4.521,-0.653,0.267,0.312,1.285,-0.029,1.194,1.908
0.112,0.788,1.492,-4.964,-0.31,1.571,0.055,2.202,7.913,-2.26,0.138,-0.354,3.626,-1.025,0.396,0.91,-5.955,-1.88,0.294,5.062
0.644,-0.248,0.87,0.089,-3.51,-4.013,-4.188,-13.518,-1.516,-2.02,1.72,-0.78,1.245,-1.769,-0.301,-1.547,-0.625,-0.529,1.227,1.895
0.597,0.35,-2.692,0.016,-1.275,1.712,2.435,0.09,3.501,1.261,-0.028,-0.023,6.151,2.846,0.075,-0.633,0.37,0.473,1.15,-0.984
0.633,-3.871,0.631,-2.442,1.711,0.274,-0.251,-0.854,0.86,1.206,4.183,0.634,-1.908,1.07,-0.549,0.819,0.868,-0.781,-0.346,5.98
-40.573,-0.113,-1.533,-2.979,11.635,-1.072,1.789,-0.425,-0.9,-1.082,3.108,1.24,0.965,-1.586,-0.732,-5.09,0.695,21.412,-0.368,7.41
