Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
82.218,75.741,100.185,69.388,31.363,87.409,95.351,81.602,111.529,91.717,50.907,52.205,101.097,95.317,65.435
104.138,71.909,95.537,58.127,67.158,63.856,112.423,66.791,98.875,128.992,88.145,33.826,77.457,131.911,101.746
119.186,70.71,40.228,69.339,106.465,78.238,57.444,51.483,111.282,126.143,95.742,30.461,47.083,5.519,96.047
45.18,73.991,52.557,97.636,103.419,-12.825,86.116,44.501,82.453,128.644,98.541,122.194,110.981,81.176,82.933
46.414,60.513,97.478,129.687,97.046,87.617,67.902,34.96,82.159,89.891,60.526,8.851,93.345,32.983,84.052
100.801,32.476,57.672,44.351,135.014,11.493,120.532,36.578,116.237,48.325,88.799,10.218,96.31,142.997,44.838
93.937,94.884,139.637,100.87,31.185,131.473,126.85,54.412,82.496,123.581,23.764,53.101,118.394,73.788,37.21
156.808,97.79,52.285,78.103,82.0,31.388,93.662,62.725,78.52,14.635,38.655,78.706,48.406,62.417,101.446
134.807,91.454,85.646,91.856,109.714,71.458,120.163,104.534,78.719,131.904,82.755,91.911,72.374,93.984,50.069
40.221,46.076,86.538,48.594,144.213,25.521,108.363,66.1,78.467,100.059,44.548,89.094,118.603,48.16,16.767
153.375,88.82,111.812,47.639,131.346,104.9,99.959,53.993,53.565,63.654,90.924,7.237,76.461,147.108,91.228
46.525,112.073,79.972,29.125,100.837,35.833,55.318,81.334,51.424,49.561,33.908,102.567,85.767,92.872,74.053
117.026,102.268,91.365,70.918,71.681,92.072,120.029,94.115,76.24,101.776,46.318,138.043,78.612,78.999,105.065
28.16,15.246,32.434,84.814,80.94,71.391,102.005,81.837,66.031,75.559,59.447,64.624,110.031,43.874,16.385
94.086,91.18,112.48,86.864,58.927,90.51,125.593,68.0,99.031,119.161,71.488,61.922,52.55,82.541,23.801
111.195,84.723,61.519,36.139,33.826,76.311,52.297,110.666,57.756,75.941,18.461,95.261,122.29,91.355,30.747
75.402,98.108,82.62,79.593,62.543,40.115,153.794,51.707,65.303,122.758,77.438,41.929,125.121,40.059,115.474
2.154,52.917,70.342,80.209,105.014,-5.397,115.885,59.516,72.196,75.598,67.106,105.282,67.023,17.742,41.954
31.099,68.216,105.038,75.814,126.014,73.316,150.659,33.612,90.148,83.57,80.988,77.753,64.953,93.181,51.723
57.145,81.278,68.292,82.899,101.515,78.963,87.514,51.57,97.327,96.633,67.446,28.841,91.111,76.006,75.562
134.749,71.766,90.928,81.054,102.374,-1.209,80.819,35.751,94.649,128.974,4.956,18.024,142.229,76.218,2.133
53.207,14.901,57.889,53.902,134.303,50.306,128.033,98.156,86.408,99.422,64.809,73.567,114.5,95.088,-6.975
51.791,72.715,170.977,90.008,160.612,7.543,140.743,135.438,64.507,85.602,90.569,42.459,57.145,86.697,95.85
23.135,51.981,65.568,50.613,77.549,115.612,132.842,42.474,80.432,36.141,79.38,94.389,62.837,75.614,106.04
28.977,111.322,79.495,64.631,90.031,50.396,81.12,125.692,67.04,87.699,68.809,100.496,159.4,102.801,97.695
96.224,73.819,68.456,45.808,143.182,70.886,88.007,105.126,87.93,124.319,35.738,114.724,59.088,53.885,91.933
