Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4
34.534,56.666,129.206,43.654,12.374
137.478,113.465,63.982,3.024,28.283
100.703,88.438,160.188,67.075,21.363
34.016,66.03,71.257,62.901,103.322
67.242,31.532,84.214,52.432,48.396
89.237,4.872,88.325,15.995,80.197
74.804,33.687,97.288,46.616,80.711
81.568,-23.452,83.659,112.33,39.66
38.376,139.196,104.231,54.14,14.487
107.721,54.44,81.289,29.974,79.27
44.629,91.099,100.04,50.174,74.003
-4.89,64.777,60.357,42.634,36.656
20.213,63.03,110.359,-9.72,98.359
117.698,99.054,131.915,123.607,113.381
80.808,133.907,116.917,60.462,105.664
93.71,87.636,109.521,84.23,21.459
10.093,63.537,67.88,106.822,81.91
33.83,27.459,93.159,80.392,57.139
94.501,109.791,83.178,33.973,4.173
50.59,27.828,137.792,104.805,71.061
56.602,82.376,57.949,75.734,59.811
107.028,54.235,104.422,62.661,1.068
82.942,74.96,131.297,74.893,79.696
25.261,85.73,103.863,61.056,23.597
71.926,128.125,91.028,82.628,32.655
31.954,-9.322,140.624,68.593,69.301
151.46,-24.517,114.923,65.868,46.541
71.335,40.536,122.983,-2.454,37.15
134.452,-18.426,158.73,109.099,38.447
19.047,56.936,62.804,114.719,47.975
45.745,95.77,110.964,59.169,97.698
113.666,58.783,135.545,3.006,81.068
141.275,133.702,139.231,73.053,8.132
32.678,61.346,139.425,128.638,55.213
56.754,17.194,55.61,115.996,4.265
91.826,65.676,135.246,83.285,19.822
82.073,77.335,93.204,45.686,100.78
7.196,68.121,71.76,120.168,108.489
83.724,17.854,115.132,90.443,79.542
111.421,14.318,102.586,44.773,52.365
98.358,57.147,69.098,47.663,46.561
50.316,132.054,72.089,119.158,66.312
20.987,61.601,130.29,104.889,5.055
135.303,97.525,80.711,36.294,78.543
101.703,60.627,73.503,66.998,29.643
105.426,30.319,119.895,70.599,48.01
65.49,50.056,85.457,59.214,33.993
130.298,99.651,81.596,91.072,78.731
36.009,68.379,81.404,155.727,27.843
93.372,81.836,106.569,102.502,22.008
