Response,Explanatory1,Explanatory2,Explanatory3
93.687,73.239,103.796,48.53
144.486,154.511,114.858,157.94
47.732,137.24,112.097,139.936
67.604,65.532,85.096,143.95
77.593,-0.181,98.673,63.961
96.469,46.878,71.945,159.988
33.281,106.455,87.723,71.633
115.37,142.43,76.253,69.1
80.525,68.777,112.132,106.53
176.053,179.058,27.872,23.672
91.435,-18.548,18.505,71.717
21.184,51.324,72.053,104.034
71.944,94.257,60.448,142.784
110.199,145.144,47.531,12.065
67.236,51.733,20.58,121.359
148.866,145.876,41.99,60.11
42.002,36.617,127.1,89.85
92.545,177.68,47.205,66.396
61.983,93.706,38.1,37.401
129.302,46.914,67.577,31.062
75.171,85.919,52.49,131.433
81.111,-3.615,32.445,82.86
29.744,-21.299,47.404,75.181
73.969,94.688,85.198,53.313
78.867,21.67,56.117,118.429
52.48,46.27,105.189,93.405
35.228,50.496,95.35,114.299
77.826,154.127,20.995,-22.199
31.873,-13.83,60.992,75.482
76.834,138.912,51.508,17.491
86.133,96.179,43.498,99.808
60.808,47.2,109.202,95.073
162.385,47.076,16.503,75.409
32.26,176.238,41.271,-2.924
147.184,7.209,114.974,31.047
56.765,30.693,138.334,40.472
86.897,132.629,48.174,103.187
45.073,50.677,122.874,112.404
111.688,106.766,85.358,102.288
78.061,86.685,97.602,73.118
98.337,146.747,114.283,102.275
66.698,127.808,68.61,105.294
115.522,72.691,119.342,53.585
58.848,51.689,34.56,92.609
56.432,74.831,86.453,53.479
77.71,128.307,70.867,158.281
100.211,33.155,63.48,55.708
138.014,85.113,70.554,96.078
99.475,108.704,95.092,100.243
29.575,107.612,126.534,121.233
102.528,39.388,97.322,-7.807
108.58,64.948,58.451,76.457
122.434,103.701,94.179,114.112
76.299,175.176,26.415,86.378
98.762,91.402,58.382,68.811
164.898,108.534,45.855,63.381
71.79,30.517,66.228,70.146
54.269,144.753,105.442,99.611
31.941,72.255,44.091,88.545
22.466,145.914,128.047,134.672
86.207,11.102,125.786,132.645
42.833,119.941,121.569,77.622
78.051,89.98,76.84,96.869
128.848,57.999,89.076,32.576
48.206,110.619,66.264,58.602
156.912,37.955,63.475,123.219
77.132,60.939,60.567,78.075
80.863,-1.006,61.875,100.432
79.819,43.453,94.689,96.571
49.659,147.056,140.409,43.907
65.019,109.309,26.578,102.754
44.484,98.389,154.392,39.413
127.817,96.513,100.413,2.25
