Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
-225.24745510149336,77.81,-112.045,-215.066,6.211,146.669,-107.418,-44.963,-127.514,122.963,-164.83,158.776,59.407,11.29,-107.856
-217.8764515083219,99.284,-65.66,-182.867,-20.647,172.882,-115.812,-86.543,-141.581,124.669,-164.323,156.897,55.83,-6.919,-138.018
-190.90423940217676,93.884,-92.417,-171.576,-16.232,154.77,-125.569,-83.235,-113.19,129.354,-147.476,166.962,57.643,-10.677,-118.686
-238.97449186515024,95.955,-71.833,-188.789,-1.57,143.79,-134.442,-84.218,-142.055,124.599,-183.345,163.635,49.043,-7.422,-140.146
-234.74664171823554,85.317,-143.32,-188.582,23.117,155.856,-137.592,-119.457,-133.067,136.027,-169.845,154.54,55.749,-2.033,-130.352
-204.61865343132297,99.965,-36.283,-203.164,-44.08,143.489,-125.402,-24.99,-134.245,127.059,-169.254,168.172,60.707,-15.68,-120.824
-222.67944708258793,117.717,-88.625,-205.313,-16.756,163.004,-87.743,-52.727,-137.572,124.475,-196.875,165.6,58.731,-10.579,-135.478
-213.47238501010537,79.463,-69.994,-183.926,-33.923,164.773,-122.148,-90.501,-157.264,129.583,-241.794,172.235,52.987,-46.498,-112.556
-249.6133111479283,94.018,-104.335,-209.047,24.7,150.206,-92.41,-190.837,-127.52,126.902,-156.998,162.576,64.85,5.808,-120.718
-234.74043359950213,102.299,-37.369,-224.125,-8.656,123.242,-125.727,-77.286,-144.389,125.876,-161.411,167.83,55.804,18.574,-117.47
-188.48761898834582,95.468,-40.972,-204.442,-18.222,152.728,-126.117,-95.917,-136.942,127.818,-201.995,161.648,57.047,-71.931,-136.932
-221.3754951220668,81.164,-124.249,-195.288,-12.217,159.194,-118.441,-0.14,-129.804,114.35,-82.637,182.97,52.174,-34.252,-120.573
-199.19035331609388,128.099,-11.819,-200.242,-20.99,141.658,-123.21,-165.032,-150.456,127.646,-259.494,176.133,56.84,-27.145,-124.526
-201.9128861395229,108.096,-79.942,-198.362,2.525,129.945,-116.603,-73.75,-145.031,129.371,-152.255,194.371,49.145,-21.751,-123.308
-198.43991529739012,105.45,-40.486,-185.946,-16.807,148.887,-114.264,-87.023,-144.76,122.673,-152.902,171.219,58.627,-18.923,-126.523
-225.20817576134826,99.763,-67.441,-202.7,24.896,134.718,-123.285,-92.248,-155.583,129.0,-201.197,158.098,64.876,-13.329,-103.53
-217.7757461032529,140.777,-69.556,-206.497,12.756,145.853,-109.879,-38.13,-141.55,119.987,-214.84,149.705,53.28,-75.549,-119.711
-176.16345876729588,93.113,-93.218,-166.722,-22.71,151.11,-117.187,-57.053,-139.196,126.434,-192.119,167.628,51.68,-21.208,-130.445
-242.51833759158365,64.846,-57.571,-193.257,-8.688,131.051,-132.388,29.881,-141.498,106.412,-135.393,158.322,64.46,-10.313,-122.937
-204.57662709572026,98.002,-118.694,-180.157,-5.598,149.005,-107.151,-69.403,-135.67,123.518,-196.817,233.451,56.672,19.037,-149.056
-185.55331812334964,85.497,-36.862,-181.809,-5.7,146.327,-114.263,-137.553,-133.949,120.732,-172.911,154.813,63.449,-7.506,-151.78
-198.71094453043634,95.474,-59.066,-212.386,-8.626,117.667,-111.655,-86.127,-143.48,123.534,-132.255,162.653,55.683,-121.844,-126.454
-196.7509078446039,100.51,-89.268,-183.059,-9.955,154.026,-115.938,-180.406,-141.425,136.774,-177.096,170.583,68.99,-7.254,-129.265
-198.711630153199,86.381,-26.94,-205.7,-10.27,124.736,-110.562,17.828,-134.799,121.231,-178.009,170.734,57.081,-59.842,-89.433
-219.9799860764973,102.855,-146.833,-193.424,10.337,152.147,-151.613,-89.797,-152.688,129.32,-174.82,178.212,51.002,-38.669,-127.915
-201.46061157118183,114.75,80.375,-199.606,12.5,147.601,-128.871,-106.053,-145.128,128.939,-173.949,164.338,51.21,-26.409,-120.416
-214.0114840992522,122.567,-119.073,-191.932,-18.088,142.921,-118.632,-101.492,-166.859,125.87,-142.558,172.247,55.377,-43.032,-111.869
-205.2424985643698,117.453,-66.501,-204.243,-8.123,156.889,-120.582,-100.325,-139.825,129.143,-206.843,177.336,57.893,-20.924,-117.415
-215.88232304737258,107.012,-81.197,-214.871,7.527,143.769,-122.88,-52.957,-127.516,130.291,-172.763,164.642,58.452,2.82,-121.577
-190.95756437873288,113.253,-80.292,-202.197,-20.174,153.162,-110.506,-106.847,-143.555,136.68,-171.888,157.669,48.324,-3.467,-127.456
-265.207389981407,93.206,-55.37,-226.453,-28.99,151.749,-126.671,-101.445,-131.639,129.108,-146.975,173.817,68.093,-23.058,-137.264
-185.42439895921737,17.747,-70.662,-233.08,-13.725,145.681,-129.772,-89.011,-147.216,134.419,-227.846,161.461,59.204,-43.997,-130.866
-191.5431868756324,115.153,-106.916,-206.263,-4.656,128.732,-125.644,-79.866,-142.846,120.744,-186.74,126.868,63.792,0.345,-123.683
-183.6991882254856,100.576,-107.134,-191.625,8.579,141.91,-120.42,-86.012,-174.521,131.279,-148.287,153.687,52.761,-15.331,-131.12
