Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4
-203.1259842604418,232.557,102.922,223.266,-102.003
-150.84731247500008,189.23,123.655,182.53,37.749
-152.62963785981538,209.448,34.4,154.911,-12.215
-149.44105922921315,198.736,131.764,196.582,-25.773
-202.14957232583436,171.827,59.672,204.112,-33.85
-173.6296510039786,190.64,135.736,181.827,-52.708
-147.81577157542938,202.858,168.142,186.891,40.971
-140.66577152315682,177.826,111.717,207.326,-4.97
-258.6335135835213,164.425,88.913,217.767,-51.576
-129.02152622518068,217.49,114.01,198.925,-29.052
-125.72914358984424,195.081,-76.236,215.836,-40.765
-149.5245023893916,212.503,119.809,209.907,-30.205
-177.67092434172608,196.083,89.24,196.43,-34.154
-155.6315653611918,190.955,102.479,186.385,-12.763
-167.03685561597618,193.439,105.165,199.437,-28.723
-145.6816674777278,189.639,108.279,172.195,-45.066
-193.98325961588486,201.852,65.386,186.147,-74.156
-145.79118672173556,209.906,88.438,209.4,-52.489
-155.1144306612398,199.361,172.437,179.798,-41.217
-134.98258666026751,212.096,77.307,247.635,-0.723
-84.21294423081275,191.873,52.744,193.628,-18.336
-136.29007487278503,224.111,81.912,152.126,-4.376
-188.4460539603329,197.544,122.533,210.909,-70.656
-145.62689246037513,207.552,224.985,157.304,-33.946
-141.7455146864149,195.284,52.583,178.467,-27.348
-67.18683189406924,180.283,81.9,199.918,10.699
-136.86335299139373,193.168,57.295,206.305,-31.735
-150.78152150848734,170.562,78.596,232.406,-29.833
-151.87525067905182,195.4,-19.157,196.66,-51.849
-169.27384821491586,192.416,48.416,203.685,-37.199
-158.70664321596107,208.273,175.908,173.834,-11.162
-167.49479821272826,216.394,89.754,214.109,15.779
-211.26419154414418,178.689,67.391,191.192,-75.456
-217.222129356591,199.565,45.584,174.018,-67.833
-147.9762783916101,190.373,49.681,179.303,-37.619
-167.09467183113486,192.102,54.627,190.512,-36.382
-165.90688688568133,194.333,121.591,219.678,-55.556
-187.52217499482364,222.013,43.98,188.458,-33.878
-95.75177493571239,164.656,66.738,168.206,-41.601
-179.73594928963612,208.506,113.488,167.796,-42.13
-161.89893984027776,198.979,161.522,173.634,-60.314
-70.49011116575359,209.972,39.482,170.387,-76.659
-147.81296736892614,189.976,69.919,171.133,-38.777
-206.17987984158142,178.919,55.208,185.443,77.165
-159.92945403430895,177.956,79.216,207.144,-6.907
-159.6176406464955,194.701,84.576,227.138,-26.313
-185.35298416429123,236.69,105.811,208.177,-23.156
-161.29493960945587,188.608,93.097,198.436,15.494
-194.34860538620757,195.066,94.219,173.419,-40.582
-179.3904859079363,190.68,89.042,249.295,-8.102
-191.43846209899493,201.566,68.482,241.86,-61.983
-135.88424102479155,178.757,69.92,207.246,24.971
-151.52643844964032,186.459,115.614,202.341,-145.115
-189.3481398494172,158.849,117.375,114.033,-61.595
-90.21674985091428,198.61,129.663,155.096,-56.285
-146.66962528386873,201.861,79.15,231.121,-23.956
-184.60300038153122,197.657,94.418,215.24,-16.712
-203.75584309782107,195.434,103.021,202.727,-122.415
-151.03616562231912,142.668,99.815,167.33,-46.941
-143.96211295366453,214.997,63.818,191.615,-6.265
-155.4142838089911,192.913,81.776,235.806,-83.56
-117.51252772888444,200.984,118.044,164.737,-20.009
-133.76490316271455,182.803,77.476,184.891,-97.348
-170.54649622384196,192.794,64.67,185.822,-44.937
-278.48027670685565,229.417,89.638,142.768,-38.841
-165.59503701338534,169.366,102.479,157.985,20.592
-209.22074590840967,190.357,91.488,205.275,-75.162
-164.40450610504806,191.942,56.755,270.316,-33.331
-263.41526280864116,186.182,44.518,186.893,-18.739
-156.11872135345016,164.46,102.363,178.6,-39.398
-246.49872790650053,214.151,85.954,172.175,-37.28
-228.36070109125788,199.678,164.949,195.345,-46.422
-150.57343191481823,192.288,151.651,228.283,33.581
-152.6598396469096,224.523,108.982,195.24,-54.889
-113.37636235253593,182.835,72.7,167.33,-36.057
-152.0170200204532,192.24,128.058,147.847,-29.64
-110.50098440017918,195.899,70.672,191.34,-14.851
-167.31465412233757,234.425,94.534,195.908,-15.363
-157.75849262558765,200.861,73.4,195.075,-7.494
-171.35184284489583,195.445,113.773,249.867,-6.443
-136.92221089580704,241.834,81.85,215.426,17.065
-141.20180637418062,182.129,107.964,217.839,-30.055
-161.722,157.074,263.291,186.288,-27.839
-174.25987887274715,186.749,113.469,219.88,-22.659
-182.3826758871554,191.604,112.197,225.89,-25.355
-103.92198965334043,219.635,138.453,220.889,-38.091
-172.75589877368822,202.52,39.12,190.257,-50.591
-233.41030161291815,194.935,37.068,203.66,-57.786
-184.88290176921322,177.718,95.721,185.539,-18.827
-170.9210865616218,177.291,97.596,206.345,-18.847
-190.23350002428248,188.81,81.872,271.434,-33.819
-116.86762766153592,215.102,67.722,152.295,-41.654
-189.75195097019795,188.599,152.425,203.247,-41.949
-183.94729191128815,183.586,77.873,192.26,-37.624
-146.7199756512812,193.536,39.261,236.987,-79.461
-162.345952751531,197.574,64.937,173.656,-23.393
-90.44104890006047,164.24,123.354,251.067,-44.576
-81.13888800096765,188.174,65.525,181.483,-43.607
-136.68800568345392,182.47,80.296,201.652,-35.696
-157.35917091291165,173.283,84.163,174.525,-9.166
-166.4448420899518,194.054,143.728,223.512,-77.56
-228.373223751004,218.941,94.475,197.224,-49.271
-171.4856858811861,239.28,24.856,185.295,-24.136
-238.66602746434393,237.926,51.423,186.391,-23.151
-216.48487894960775,202.221,102.582,138.234,-74.556
-171.96807916121023,201.536,73.242,203.444,-171.662
-127.9931116075461,200.344,111.299,139.617,8.226
-161.6911330574649,203.874,102.522,182.19,8.017
-241.10261747593987,203.571,72.205,190.797,26.153
-87.19641689075209,185.955,93.08,205.463,-60.717
-173.25168163404769,171.286,129.756,187.824,-24.553
-171.00748661048306,203.339,50.001,191.949,-38.742
-128.3687215938384,188.972,126.336,132.636,-45.041
-184.1411167895155,222.707,94.403,185.804,-42.081
-122.86954682632138,195.784,96.381,288.436,-12.253
-215.96649657876094,172.53,114.999,202.218,-19.726
-188.92211417032945,197.197,87.657,159.201,-38.875
-141.0171972123161,191.467,81.535,231.143,-31.912
-167.10475266166304,186.194,151.62,202.195,-25.827
-168.63875315882757,165.451,48.799,209.917,-72.396
-161.6861792321923,202.704,80.268,185.72,-76.368
-183.00286105325986,191.291,109.769,207.371,-23.439
-93.36090018672095,187.003,107.075,178.511,-46.707
-187.28323558165076,187.444,70.002,197.869,-32.932
-90.89847041546307,233.686,107.598,193.22,-57.523
