Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9
98.54656773100797,-25.839,22.451,-67.301,181.838,150.801,-41.47,-90.143,-135.706,91.224
98.1223485969702,-19.645,20.437,-73.399,233.585,95.113,-34.112,-93.182,-70.201,94.198
96.09971318414712,-30.513,17.349,-67.076,204.906,130.71,-81.346,-94.85,-61.21,88.717
94.40415401475,-47.353,-44.617,-73.392,203.353,130.288,-55.024,-95.039,-31.564,99.075
98.89905385268946,-14.372,5.735,-82.397,159.46,143.204,-55.815,-96.181,-97.838,94.768
101.51987226791366,-50.023,-11.354,-78.447,166.849,128.526,-51.951,-92.301,-140.792,100.38
93.7132639242899,9.963,33.548,-71.318,132.474,196.744,-50.718,-95.41,-79.688,91.97
94.97358454224418,2.23,21.194,-76.989,231.444,133.026,-33.676,-92.183,-89.357,87.531
91.8830098533226,-19.37,-23.222,-72.062,247.841,160.061,-49.421,-94.307,-21.215,92.111
95.77221007762681,-18.695,5.565,-72.765,195.597,143.667,-50.968,-95.231,-84.69,109.164
96.46517814345344,-30.178,-1.783,-72.068,200.371,116.707,-56.399,-100.677,-42.45,87.649
99.14058523583758,-37.797,-6.267,-72.072,213.366,141.892,-31.587,-91.508,-63.51,89.223
95.20934896350511,-17.414,-7.556,-73.933,239.512,137.519,-53.027,-96.927,-98.57,91.766
94.952768732781,-16.096,-9.084,-69.884,178.35,159.319,-35.385,-93.288,-65.869,86.259
97.8159657178541,-16.377,11.493,-71.143,208.08,159.458,-27.979,-97.652,-90.459,94.633
97.74114426891124,-25.657,13.34,-71.392,203.857,166.904,-57.427,-97.067,-95.171,91.933
94.51659273650623,-16.849,17.722,-69.026,203.418,141.667,-49.644,-90.592,-149.798,98.364
90.5248625024457,-25.483,-24.526,-72.361,180.382,42.879,-85.359,-91.577,-75.826,100.391
102.66003167491253,-45.983,5.112,-80.33,198.995,154.299,-49.413,-96.598,-65.582,91.81
100.96852665610695,-66.868,-16.29,-72.256,197.813,168.354,-53.042,-91.007,-50.566,92.014
100.21534785922228,-56.327,-6.407,-73.932,206.389,123.902,-54.829,-96.295,-36.204,94.622
106.70398090525045,-19.544,94.391,-68.254,204.648,131.931,-59.458,-92.519,-67.855,86.84
88.66949726765668,10.221,-6.901,-73.029,209.365,130.419,-55.417,-93.65,-62.008,78.96
94.91908036560869,-19.899,9.13,-65.024,186.383,168.766,-64.697,-100.713,-52.932,93.416
91.24728004116209,4.463,10.085,-71.02,158.658,150.627,-58.166,-94.957,-83.707,93.396
95.39159890498132,-13.837,-8.02,-72.649,211.024,109.891,-34.91,-95.938,-96.16,89.497
94.28792303713745,-31.607,-6.619,-66.262,180.251,170.799,-60.055,-97.007,-6.324,87.024
97.06189445669116,-45.053,-11.476,-70.903,186.717,143.457,-56.866,-93.27,-92.67,85.758
90.56956904865248,-1.647,-20.473,-73.767,223.091,130.992,-53.961,-96.747,-92.177,97.059
92.73201521058326,24.84,39.385,-72.693,202.987,145.201,-59.665,-92.894,-31.989,94.782
103.86372466905316,-35.83,43.747,-72.541,152.33,130.866,-47.646,-95.509,-34.562,93.241
95.63111262430867,-31.243,3.632,-67.473,218.119,152.44,-51.614,-92.853,-41.424,93.108
91.28403278661995,4.53,-0.41,-72.904,205.381,162.669,-59.705,-94.358,-65.521,94.319
94.15997953416029,-9.364,22.144,-72.377,138.958,149.239,-66.744,-95.464,-134.048,105.544
92.5230456368026,-14.042,-21.306,-73.311,217.56,138.261,-52.507,-95.167,-63.72,88.538
94.96529050647807,-24.933,21.093,-66.57,166.501,84.005,-56.791,-95.622,-15.749,96.019
97.33408542241776,-15.62,5.268,-71.777,153.855,155.081,-34.733,-95.099,-16.075,87.51
90.2989509026586,2.7,-14.791,-72.477,217.989,169.852,-38.602,-95.479,-55.11,89.852
88.87875089015995,40.251,16.873,-72.943,183.146,142.567,-49.1,-97.415,-55.466,94.372
96.11216652233496,-30.467,9.339,-69.108,205.84,151.995,-53.568,-84.46,-152.769,93.925
81.11655103127242,-17.963,-140.513,-74.798,244.893,125.503,-59.494,-93.545,-44.56,90.13
93.71326455257093,-7.114,-22.213,-78.379,235.397,112.12,-46.986,-89.917,-68.651,101.159
91.79993171432294,-30.819,-36.378,-71.117,148.727,151.462,-60.619,-93.877,-57.298,96.401
92.40851315142035,-4.011,13.684,-69.588,186.199,127.829,-73.322,-96.54,-75.244,91.636
101.11249692912699,-45.57,27.55,-74.66,238.999,135.735,-69.689,-87.715,-88.416,93.876
94.0306902879865,-25.801,10.654,-69.941,147.992,137.774,-67.59,-86.976,-138.955,89.707
92.58958492109136,-19.304,-6.791,-69.834,211.404,145.145,-86.787,-91.724,-36.76,91.885
93.8630709955436,-16.079,-17.57,-72.862,155.816,115.865,-30.567,-95.543,-100.319,92.064
95.90959921188589,-28.336,-12.742,-69.274,161.253,150.035,-51.922,-101.942,-99.475,90.83
