Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
129.181,5.969,133.035,-23.802,92.572,70.64,85.715,81.915,42.105,117.327,81.015,-2.655,36.291,58.51,120.405
18.137,12.686,88.723,82.616,38.994,23.399,12.403,58.795,11.475,-33.1,51.2,16.415,93.151,74.13,129.495
12.404,99.941,75.923,44.56,70.782,142.318,171.783,99.16,110.255,25.049,41.431,36.527,73.71,108.655,105.355
18.852,92.901,63.248,34.858,53.394,-9.432,130.786,84.086,95.873,132.172,139.67,52.136,-8.929,91.617,51.966
149.774,96.314,24.681,102.693,70.01,69.843,161.41,27.885,46.581,11.084,44.324,16.63,66.515,49.074,25.079
31.563,153.946,44.288,-6.313,69.98,150.848,124.451,112.42,109.641,33.496,103.794,48.887,1.452,70.241,58.42
67.109,-10.866,110.718,20.012,22.586,165.225,65.243,36.11,107.236,78.103,-0.641,51.629,134.7,113.836,14.598
111.15,-7.777,50.688,48.646,81.108,-8.247,57.394,26.588,101.272,54.086,86.646,29.932,42.778,75.626,10.999
51.321,11.534,64.145,18.384,103.939,180.677,25.435,52.755,33.148,-14.002,90.127,7.721,107.835,103.265,129.327
166.235,67.825,34.882,105.279,123.714,-1.975,87.551,8.353,25.639,-19.046,27.746,-2.351,66.426,57.408,62.229
9.25,52.088,19.728,-21.693,14.822,188.87,163.979,40.038,119.031,61.398,40.022,27.488,117.976,15.074,83.194
14.069,-2.79,105.957,-23.187,6.207,60.364,93.611,115.339,31.402,145.817,30.645,-2.222,53.113,51.922,72.975
92.809,36.912,112.112,59.43,56.125,130.421,24.701,83.826,106.772,138.8,48.588,18.464,70.418,26.84,110.955
68.585,85.699,66.487,66.73,46.661,37.463,59.395,41.818,25.122,9.059,52.296,17.505,13.785,68.041,92.934
48.39,147.298,50.823,-22.797,66.004,152.44,1.953,111.498,137.763,32.622,86.185,106.617,106.015,51.804,64.11
106.751,2.433,81.231,28.749,73.166,111.074,180.308,27.007,113.638,119.604,110.176,99.207,99.938,114.268,128.314
86.697,123.811,31.054,-16.224,20.699,46.961,24.637,43.53,57.736,138.025,55.934,71.736,58.804,35.539,98.997
2.771,90.397,25.634,108.984,101.996,127.831,62.078,23.409,99.217,111.371,21.074,72.62,133.838,95.977,-1.165
160.009,35.785,49.313,64.228,9.721,72.687,79.977,3.146,97.105,-26.099,129.338,-1.849,16.94,45.602,6.05
42.321,114.303,98.848,59.631,118.697,141.021,1.02,86.362,134.794,20.597,102.563,44.231,55.519,87.847,114.942
34.564,68.096,117.684,78.519,6.047,28.631,-1.569,40.643,74.736,125.721,45.585,109.529,-8.508,23.531,96.154
47.277,173.498,84.11,40.163,41.593,105.077,135.686,9.064,11.877,103.46,2.793,10.875,68.801,79.973,20.945
101.061,11.864,82.449,110.664,7.089,-1.443,78.239,101.151,17.848,115.082,4.771,-9.985,-3.286,82.179,-14.159
42.322,146.218,103.771,-18.55,39.137,177.79,-21.152,98.224,76.671,133.308,58.667,-32.649,44.872,50.946,51.157
109.734,41.241,132.502,43.369,129.068,11.435,26.21,31.016,33.65,100.171,55.033,57.409,-25.474,21.683,-6.959
10.775,61.339,131.126,35.488,122.308,88.75,113.683,51.8,43.375,21.653,94.841,-31.762,49.981,35.322,1.406
69.181,130.19,63.124,-22.337,120.339,40.177,55.614,105.278,48.48,-4.378,103.758,120.959,54.287,104.135,61.085
151.793,31.38,34.067,64.607,82.105,175.238,146.055,85.814,79.981,156.884,-18.487,-9.982,-29.674,55.215,35.835
75.234,-9.601,98.81,113.673,111.325,73.688,62.632,120.186,97.142,45.295,73.245,38.12,66.666,56.848,-24.82
95.537,37.233,47.983,81.218,38.29,-9.98,-7.573,70.464,26.073,-10.733,68.382,88.969,121.588,20.881,59.841
101.119,113.515,31.602,32.193,79.01,52.272,158.894,112.16,46.419,131.273,119.269,-14.658,-23.239,93.396,35.577
56.66,34.993,45.507,82.396,78.132,152.076,147.413,15.403,35.552,-31.61,113.619,79.39,116.911,107.866,105.434
107.453,-10.374,114.588,18.629,28.79,144.932,144.487,8.412,68.152,104.475,-9.034,94.217,-10.796,124.831,81.196
71.536,122.747,35.998,19.541,75.197,7.905,177.451,41.191,83.084,50.875,-1.594,104.71,136.379,129.593,17.639
154.052,6.087,130.992,105.197,25.613,93.657,166.228,37.363,71.124,113.402,128.967,-24.841,30.777,54.716,77.641
166.96,133.828,25.599,56.289,60.12,49.802,4.186,111.428,128.754,109.91,68.219,-31.541,88.773,65.397,-13.57
84.411,80.535,62.509,15.976,141.627,159.806,73.763,28.388,58.445,58.655,-11.421,128.246,47.276,98.46,84.052
163.197,61.8,61.46,78.491,129.744,116.594,152.0,82.833,99.344,101.199,48.082,-1.432,-28.017,39.661,15.61
41.993,160.925,46.158,-12.567,87.389,69.36,28.302,93.668,31.466,6.681,-14.651,21.16,126.782,62.765,114.776
