Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9
99.394,55.569,62.514,-34.015,71.146,-10.228,182.894,49.653,87.858,105.131
7.698,14.68,106.481,-29.18,66.726,3.537,129.437,13.557,119.262,95.546
64.378,111.568,115.899,18.525,61.224,44.172,-3.222,24.755,136.509,79.877
29.722,81.664,-19.496,22.048,152.466,49.877,80.311,100.948,113.171,74.274
93.237,64.154,9.254,-28.333,75.996,2.585,152.519,105.466,147.634,65.238
1.199,61.045,-28.526,80.491,136.902,-29.726,113.831,63.218,128.453,83.124
96.205,60.639,70.747,113.388,60.713,77.972,177.131,121.355,104.186,21.453
17.586,22.899,-27.191,128.965,69.578,7.828,155.778,32.876,115.295,48.579
17.858,42.112,96.844,-16.802,73.885,101.898,139.013,-42.273,96.137,94.46
-0.425,6.274,6.025,-19.315,162.522,22.14,188.142,59.732,130.894,23.895
34.192,-8.457,-15.003,-33.219,149.742,97.901,44.246,-17.488,119.368,54.342
88.274,80.339,68.031,46.025,150.006,42.547,24.128,107.742,60.323,74.097
81.192,56.751,-44.215,-4.109,55.027,86.398,141.557,13.479,126.886,94.444
12.272,103.353,98.393,116.721,96.98,85.117,21.487,-2.62,100.222,100.824
88.706,11.265,97.294,-21.772,166.15,28.039,105.842,95.652,59.141,74.194
99.596,111.369,102.816,102.634,68.404,89.861,172.233,-18.221,129.392,8.863
12.046,-3.304,89.271,28.947,132.768,-34.704,78.335,97.833,108.278,11.064
58.991,66.855,-26.638,23.335,136.534,58.642,10.997,47.919,65.133,87.419
93.335,0.494,-17.766,129.5,108.179,15.059,-1.053,28.616,56.705,57.631
66.387,1.95,22.305,105.105,91.583,31.29,155.295,38.481,128.988,75.594
24.654,11.749,17.353,-3.196,149.797,-12.001,11.508,81.524,111.22,49.632
80.703,10.628,29.935,2.225,86.584,73.531,146.766,-31.551,120.004,82.95
18.608,101.179,76.834,45.873,98.809,36.124,89.006,3.604,96.368,76.085
66.691,103.95,27.561,-26.192,144.609,74.966,34.645,4.381,103.794,36.904
20.499,110.512,-33.979,31.983,85.689,85.4,72.424,120.484,106.086,85.07
