Response,Explanatory1,Explanatory2
179.783,83.193,26.939
119.525,94.006,-0.935
125.435,76.415,10.016
73.925,57.969,63.637
164.046,68.064,111.467
147.491,52.837,80.954
167.404,55.988,70.359
39.623,36.626,31.678
105.411,46.313,-2.471
173.679,70.094,-1.264
187.651,75.448,-17.491
34.887,98.882,109.501
120.723,45.01,94.515
62.612,78.787,127.139
162.979,108.176,136.544
94.832,54.699,19.692
109.776,98.255,55.361
76.434,75.102,-25.8
64.852,103.894,136.804
32.738,119.437,38.209
26.521,51.219,80.744
70.817,44.389,121.261
135.971,82.962,136.388
190.323,86.636,116.942
175.923,82.691,109.889
63.419,39.238,-26.278
110.063,81.514,56.106
46.821,60.881,117.533
131.868,60.795,-0.589
148.41,117.302,-21.942
175.716,96.478,25.016
126.435,50.197,44.583
134.115,95.247,-9.535
38.768,71.571,93.934
43.305,53.337,98.572
26.053,44.913,149.843
96.624,89.895,-26.98
192.629,89.605,-19.106
167.008,84.163,24.005
168.572,46.692,150.756
190.312,81.651,-24.352
60.453,71.995,2.332
157.405,84.989,70.903
57.842,53.497,23.794
120.217,95.918,151.587
97.358,40.647,82.742
56.185,47.698,107.8
92.995,72.197,78.847
183.683,95.205,138.154
66.881,103.646,164.853
40.759,42.071,108.908
149.755,53.111,93.534
33.269,43.153,78.965
191.927,57.231,-7.742
143.937,115.046,24.932
91.201,93.041,-5.848
123.897,79.02,50.444
128.687,65.577,53.448
25.367,85.222,165.265
144.441,55.395,-2.184
107.566,76.77,77.612
45.983,53.381,53.888
127.232,65.665,33.706
51.075,103.157,-4.027
88.719,47.07,138.546
41.264,107.167,61.011
29.944,53.768,113.072
128.084,40.262,162.001
180.558,59.203,99.506
44.901,111.805,109.263
63.604,73.426,103.37
140.804,87.319,143.981
36.187,62.049,135.223
54.747,55.137,66.59
176.92,67.517,0.533
66.096,94.016,149.882
106.205,48.996,111.967
158.678,62.555,-22.189
67.079,88.76,39.177
26.185,91.76,-1.798
159.488,81.693,56.234
59.87,75.498,140.476
116.393,52.7,19.462
28.141,52.416,167.255
184.617,36.699,29.539
152.339,100.518,-9.483
109.409,67.254,142.267
155.988,94.091,52.618
109.587,53.645,66.051
110.832,90.058,-17.233
150.884,46.064,-14.436
191.89,59.605,59.164
159.99,57.456,93.327
97.561,65.195,27.169
105.67,53.363,118.528
154.881,92.418,35.7
187.752,110.836,-18.198
143.491,107.781,12.926
34.645,58.915,9.77
68.514,104.393,70.401
56.61,98.156,142.019
151.924,93.702,138.375
44.825,96.897,-5.574
164.497,76.421,75.352
28.633,112.816,-29.508
69.862,119.454,34.049
35.839,63.378,82.675
55.515,63.27,13.183
48.812,81.267,76.766
131.401,38.962,-33.242
121.794,94.079,105.432
180.421,45.478,141.407
167.725,99.647,-18.273
155.482,119.411,141.765
132.784,89.602,104.195
193.785,51.467,127.926
29.64,88.858,61.032
79.488,77.051,100.581
73.586,66.578,-8.557
29.801,105.398,11.994
49.345,70.147,124.834
