Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14,Explanatory15,Explanatory16,Explanatory17,Explanatory18,Explanatory19
108.542,86.813,-33.648,47.743,-8.324,56.142,18.029,164.04,143.128,187.479,81.858,131.891,114.467,39.521,94.543,85.712,99.08,-32.088,87.864,107.147
90.236,35.382,48.149,39.784,14.319,5.164,34.429,96.2,104.848,74.922,113.496,68.134,66.544,-30.83,55.894,56.764,49.928,29.13,65.374,8.203
110.537,102.162,19.366,26.827,116.258,89.129,46.151,165.017,80.919,158.851,151.787,38.821,57.999,-43.964,85.236,105.389,75.939,-9.456,12.382,89.489
-8.792,88.863,71.576,61.997,16.981,112.035,83.664,165.503,147.146,49.861,151.602,75.474,122.604,41.983,45.492,103.128,32.604,135.152,41.294,136.835
44.545,117.306,7.292,79.826,-19.468,182.709,78.735,117.398,131.046,-10.239,116.711,65.015,76.474,128.531,60.862,27.905,124.944,67.885,1.576,75.36
41.272,100.599,37.809,63.114,140.439,-14.301,51.933,165.473,51.871,64.897,185.187,33.722,141.035,20.596,85.442,32.0,103.332,-22.618,71.684,142.867
45.979,85.214,-16.038,89.94,29.957,-30.53,-16.289,25.557,89.676,36.479,26.419,67.796,150.519,-33.32,142.6,42.228,-15.961,12.872,96.042,95.004
77.208,82.19,16.003,64.193,66.043,21.788,28.51,62.083,93.701,97.696,99.312,41.245,59.787,132.452,147.906,22.975,-9.02,10.301,-9.069,103.395
40.816,76.046,-23.339,64.594,52.819,177.779,5.449,73.831,92.014,65.333,155.79,38.056,36.291,81.132,104.853,110.719,63.122,106.963,92.409,11.331
32.8,96.555,13.245,121.38,110.63,116.596,103.04,54.927,80.352,150.764,70.423,86.063,182.93,147.432,40.189,17.588,108.911,126.657,87.854,88.727
54.19,92.64,-9.151,31.845,80.775,-4.28,48.727,117.335,78.03,49.729,163.985,63.145,-1.946,67.825,122.112,88.369,46.391,62.536,20.622,139.929
132.371,78.407,133.169,113.691,15.456,129.069,116.648,61.482,117.765,138.108,105.602,123.606,164.866,-23.718,74.607,71.063,-15.717,18.819,76.036,50.311
52.947,116.449,101.372,115.042,-12.03,12.132,79.252,148.649,102.79,89.811,119.506,98.1,171.366,55.531,143.103,58.42,-10.178,-24.191,48.253,46.426
104.317,109.524,-32.197,41.409,-16.107,126.585,68.025,92.481,109.993,96.228,120.888,86.584,172.653,125.197,143.308,113.249,-9.867,61.575,44.144,101.929
-2.844,124.441,6.14,40.886,21.071,155.248,83.344,150.851,145.155,102.106,159.573,111.376,184.146,124.688,74.17,74.595,30.787,56.459,62.343,33.375
61.54,78.467,43.649,93.071,-1.25,118.267,42.345,154.962,47.831,29.958,138.348,102.437,59.083,-39.963,111.164,74.102,6.548,23.649,71.196,39.214
94.732,56.216,21.807,92.905,146.604,80.088,-6.616,15.155,41.584,30.132,98.219,22.86,173.962,-37.407,140.653,22.725,42.278,71.953,63.766,55.546
119.336,68.011,47.831,76.191,98.438,128.793,84.4,20.9,67.929,160.343,169.533,71.942,107.409,56.635,124.38,60.172,-22.002,137.123,46.753,21.539
-3.523,97.609,65.791,65.922,102.936,124.078,117.629,145.413,63.599,115.704,184.153,47.508,-0.449,113.906,66.752,99.646,56.394,-11.021,-17.207,-0.075
90.89,23.379,148.391,37.367,69.174,156.053,19.293,103.283,71.506,126.348,61.55,39.063,130.186,48.73,142.027,32.197,-19.762,80.431,61.954,3.621
149.157,71.232,27.3,94.478,-7.743,189.117,80.441,76.336,105.708,93.685,146.366,63.495,57.066,-39.471,87.599,104.424,43.276,-4.05,87.401,97.486
104.472,48.28,80.941,32.935,106.872,158.667,112.404,70.375,45.11,186.617,104.331,57.378,188.107,56.017,91.839,38.066,14.651,42.554,34.9,81.168
25.053,23.786,-22.246,87.905,3.188,175.137,2.855,123.125,135.05,15.326,141.409,98.031,40.415,31.364,61.168,36.582,12.742,-29.566,60.385,64.017
56.986,101.022,60.214,57.05,12.883,-31.927,30.941,58.118,82.546,105.409,33.974,64.093,80.591,42.937,73.081,21.526,115.406,110.62,22.298,102.376
-11.609,21.31,-14.724,60.339,8.227,-30.199,110.828,154.7,72.321,69.4,59.731,52.1,179.171,56.601,61.814,21.013,115.762,109.184,40.553,34.786
45.043,93.922,20.846,61.089,-6.404,60.319,46.085,132.822,98.191,10.367,76.625,30.496,145.663,97.393,77.913,104.639,117.651,-7.17,36.897,83.012
129.018,111.186,21.7,56.908,135.33,21.126,63.278,14.202,61.221,74.13,116.873,45.865,66.267,143.69,135.668,80.452,49.158,-11.147,5.753,46.625
53.882,29.44,7.74,21.948,13.566,143.382,-15.526,46.919,108.261,133.123,165.244,90.669,174.89,43.98,56.174,26.731,99.552,-33.398,5.217,134.86
103.826,26.521,122.725,114.231,-3.594,144.0,70.313,154.706,111.614,179.148,181.689,117.55,3.27,63.78,85.692,40.324,-5.587,-26.25,78.659,1.441
54.794,60.808,42.837,81.517,30.755,102.218,9.395,88.278,95.426,54.722,108.734,85.555,119.351,14.793,93.039,66.435,76.376,70.48,-18.367,118.719
117.904,77.396,20.859,69.943,123.595,128.771,118.008,84.136,117.604,158.181,107.002,94.422,106.725,114.473,126.489,109.207,-7.96,16.547,-10.205,19.656
130.812,20.455,112.353,73.835,25.44,-14.598,78.363,153.49,139.768,122.375,88.044,72.383,39.55,-29.013,132.308,21.139,57.019,36.317,26.443,3.329
24.015,92.807,0.254,90.311,140.875,95.029,36.15,157.916,117.229,-5.937,101.259,27.382,118.042,36.006,134.804,21.923,88.131,23.223,60.283,89.319
-7.07,100.729,102.067,99.603,130.979,96.135,13.24,38.645,103.926,96.205,181.752,98.395,60.049,120.298,95.612,97.597,61.186,69.171,87.045,64.416
