Response,Explanatory1,Explanatory2,Explanatory3
-12.524,-31.909,28.772,0.492
16.504,21.689,81.707,112.89
59.155,-39.971,128.341,14.241
-8.433,81.643,96.766,63.79
-0.872,56.077,53.905,31.582
101.572,168.769,16.622,68.013
-7.918,97.482,86.406,41.628
99.505,179.64,79.912,101.703
86.629,-9.447,103.391,108.306
107.029,80.093,35.235,0.293
0.3,96.133,112.01,-4.857
39.419,35.069,104.038,77.742
51.024,89.451,91.437,6.02
5.806,16.905,103.905,51.566
95.945,27.021,108.592,52.46
-10.43,29.43,135.724,114.471
78.421,1.52,79.371,108.719
-0.909,123.436,116.28,11.959
4.302,182.639,140.756,-1.872
17.283,-4.55,34.226,88.15
92.091,82.67,34.323,91.732
56.184,78.021,79.184,-1.837
28.007,-11.633,90.672,42.343
66.357,54.036,67.452,52.193
-9.575,-36.578,67.134,62.316
108.207,43.431,79.996,24.697
-0.574,0.967,79.611,59.292
39.821,30.827,101.474,103.373
12.662,24.763,110.335,91.864
40.071,192.834,123.388,106.002
77.124,-22.97,132.775,77.436
-3.349,125.633,42.437,66.454
21.605,-23.336,123.477,74.94
105.812,173.188,89.936,-8.8
-9.569,124.93,32.362,54.107
74.641,88.19,87.508,54.768
87.781,140.951,113.871,38.645
-16.083,102.785,63.96,54.313
4.957,102.419,38.934,-3.284
34.634,70.667,124.927,21.835
78.022,57.186,63.795,92.34
50.102,126.132,89.12,54.056
70.168,62.597,110.502,110.643
101.056,-12.667,66.83,98.723
98.897,-40.216,34.374,51.159
51.658,89.906,87.602,105.318
58.113,163.535,37.675,48.653
81.241,-10.135,22.879,26.196
-15.084,109.301,103.716,113.263
49.096,34.468,141.577,22.766
5.994,71.983,19.587,14.602
87.97,102.289,125.674,17.506
7.094,64.279,101.722,125.331
-13.508,-13.403,133.618,23.614
43.481,122.098,66.39,58.944
45.675,93.528,14.653,14.293
-18.6,129.83,54.322,13.399
19.886,-22.528,63.277,44.559
12.732,24.353,124.42,26.969
24.977,156.581,100.053,99.661
96.004,-11.651,107.353,76.582
68.368,186.884,77.544,2.64
94.409,-28.19,113.197,66.218
100.3,62.255,54.065,85.0
20.268,135.91,138.888,95.918
33.848,25.45,86.266,37.073
49.397,157.653,20.085,77.729
56.469,-29.266,24.136,115.245
23.887,34.885,32.66,2.436
25.942,76.529,81.079,71.563
69.81,67.687,68.639,69.037
22.505,-7.908,102.114,53.131
102.275,193.953,58.868,93.561
101.281,46.295,105.78,27.998
26.389,143.605,73.667,66.857
108.589,111.0,121.359,53.092
44.333,112.396,58.075,18.628
78.673,64.062,104.565,16.423
-13.851,83.687,126.539,87.376
38.864,-30.427,129.93,117.107
10.228,-33.4,100.39,98.687
45.151,92.047,46.186,112.164
37.348,143.903,68.463,-6.494
4.2,148.688,117.305,76.886
45.802,161.816,120.863,102.0
-2.946,56.897,13.305,54.356
51.288,171.873,90.795,51.044
83.098,8.24,38.203,64.258
-0.773,68.579,83.846,7.628
78.258,173.369,121.692,5.614
