Response,Explanatory1,Explanatory2,Explanatory3
-133.9706255212438,-31.909,28.772,0.492
-121.59995536461477,21.689,81.707,112.89
-133.9265312918409,-39.971,128.341,14.241
-127.19671721169883,81.643,96.766,63.79
-140.66693639720796,56.077,53.905,31.582
-136.9733604294148,168.769,16.622,68.013
-141.12622996706298,97.482,86.406,41.628
-110.58460023022687,179.64,79.912,101.703
-117.71813176270163,-9.447,103.391,108.306
-114.19392506443026,80.093,35.235,0.293
-134.51982526301904,96.133,112.01,-4.857
-136.74860859412902,35.069,104.038,77.742
-147.56472491027122,89.451,91.437,6.02
-145.15347478238894,16.905,103.905,51.566
-138.2510407354914,27.021,108.592,52.46
-118.49853165907288,29.43,135.724,114.471
-115.96655567846628,1.52,79.371,108.719
-131.52944037455921,123.436,116.28,11.959
-132.7710336842315,182.639,140.756,-1.872
-119.50392748432884,-4.55,34.226,88.15
-129.13589579586866,82.67,34.323,91.732
-132.2586074808915,78.021,79.184,-1.837
-157.93385407330913,-11.633,90.672,42.343
-134.650420450903,54.036,67.452,52.193
-151.63596467474176,-36.578,67.134,62.316
-139.75966361171982,43.431,79.996,24.697
-148.05187856258195,0.967,79.611,59.292
-117.70261522131355,30.827,101.474,103.373
-152.38163788409815,24.763,110.335,91.864
-137.15847329582934,192.834,123.388,106.002
-132.4149137444125,-22.97,132.775,77.436
-126.07648429930848,125.633,42.437,66.454
-143.69065360620695,-23.336,123.477,74.94
-153.73619728377702,173.188,89.936,-8.8
-129.53625796659279,124.93,32.362,54.107
-183.52436530646332,88.19,87.508,54.768
-154.39255333397466,140.951,113.871,38.645
-120.25774321991852,102.785,63.96,54.313
-115.80959050950847,102.419,38.934,-3.284
-144.7221306930313,70.667,124.927,21.835
-127.12884268791677,57.186,63.795,92.34
-133.97766000920387,126.132,89.12,54.056
-116.59536221473502,62.597,110.502,110.643
-136.72214404368046,-12.667,66.83,98.723
-144.89202470388295,-40.216,34.374,51.159
-140.2539763547282,89.906,87.602,105.318
-161.0845901575914,163.535,37.675,48.653
-94.30666675436315,-10.135,22.879,26.196
-130.2056179518919,109.301,103.716,113.263
-131.77750843357157,34.468,141.577,22.766
-127.28803242269845,71.983,19.587,14.602
-122.80386902132754,102.289,125.674,17.506
-148.63710560989992,64.279,101.722,125.331
-156.74994042473546,-13.403,133.618,23.614
-135.32142224863895,122.098,66.39,58.944
-127.68402429163542,93.528,14.653,14.293
-135.90527280000597,129.83,54.322,13.399
-152.35698811422,-22.528,63.277,44.559
-125.57716130753236,24.353,124.42,26.969
-130.0392789411489,156.581,100.053,99.661
-131.27876720410038,-11.651,107.353,76.582
-144.00947773292773,186.884,77.544,2.64
-109.14948059709661,-28.19,113.197,66.218
-132.9125468487333,62.255,54.065,85.0
-138.65131161961472,135.91,138.888,95.918
-138.3088324949848,25.45,86.266,37.073
-128.44368602118016,157.653,20.085,77.729
-124.89964159034184,-29.266,24.136,115.245
-142.63463084602841,34.885,32.66,2.436
-125.09009861237408,76.529,81.079,71.563
-141.55942320233697,67.687,68.639,69.037
-122.5267671768132,-7.908,102.114,53.131
-174.76102835675925,193.953,58.868,93.561
-171.19815533247177,46.295,105.78,27.998
-103.14153423720231,143.605,73.667,66.857
-131.9720313729687,111.0,121.359,53.092
-113.67794942066726,112.396,58.075,18.628
-158.41556544784416,64.062,104.565,16.423
-158.7554964382859,83.687,126.539,87.376
-147.56496735847932,-30.427,129.93,117.107
-177.69772713310442,-33.4,100.39,98.687
-154.4539907623126,92.047,46.186,112.164
-106.14410252570535,143.903,68.463,-6.494
-108.32567639458279,148.688,117.305,76.886
-161.94555891449744,161.816,120.863,102.0
-135.59555317013644,56.897,13.305,54.356
-128.51102648433283,171.873,90.795,51.044
-141.9054992300255,8.24,38.203,64.258
-138.16589820258665,68.579,83.846,7.628
-117.10538797048423,173.369,121.692,5.614
-128.4170365507004,143.492,32.021,56.132
-116.14465929589281,32.932,86.542,41.898
-106.57801063950126,27.496,33.547,31.694
-181.10413875805574,42.969,27.968,111.461
-121.91102596912529,82.046,45.693,11.819
-136.6796658253591,0.552,83.876,118.494
-132.05110782530565,-31.468,112.464,-7.608
-150.09214589629164,140.911,133.582,71.282
-136.49541776365334,-34.501,20.896,86.152
-154.74196530586605,43.513,71.097,11.009
-121.1311828248271,110.333,13.325,119.833
-149.74143457683144,6.9,106.608,54.199
-151.30246330855084,146.24,131.695,37.166
-131.8025483167504,61.596,28.825,55.675
-162.05224453586342,128.595,138.332,81.167
-138.47947466902332,108.761,127.022,118.619
-131.83198861437728,-36.741,114.732,69.257
-134.2775883503549,56.034,70.02,50.597
-133.7293806513972,85.582,87.743,73.851
-130.6005636065534,99.57,138.779,36.581
-158.62351339780483,28.556,103.865,119.113
-136.40105965993456,164.928,104.625,6.585
-130.6979789952963,141.949,68.271,101.42
-133.52412458946014,33.82,72.52,28.668
-116.35145441625866,149.504,119.735,108.419
-126.7800384363875,-7.39,75.531,40.505
-133.77103135897826,-7.826,93.128,116.452
-118.20805572607222,40.815,127.527,65.855
-150.81942740319977,15.298,67.638,80.54
-114.73920496831366,16.799,12.87,96.995
-100.90055248583923,3.576,94.103,44.835
-119.08028247841196,18.229,100.466,64.138
-141.2245117524795,17.482,37.484,2.354
-124.36862587985647,-39.871,79.008,58.133
-127.82782510110019,161.497,131.071,113.275
-142.40428699731993,-5.13,58.336,83.226
-128.11597755351963,130.605,118.774,109.531
-127.40673402470254,168.19,47.232,10.469
-134.76485414007365,10.947,129.72,0.045
-126.7070166388583,184.737,74.342,75.415
-136.3208048203109,63.724,105.048,11.294
-137.621414763611,158.304,15.345,64.266
-97.79220151602544,94.729,123.23,-3.329
-135.1338306713957,148.689,68.266,49.214
-165.53226786579683,117.744,15.358,32.55
-127.24253294970387,24.496,18.064,5.339
-99.07028831479832,135.907,127.387,53.852
-118.17393295086706,104.532,86.253,1.553
-131.11969325820195,163.676,29.93,90.349
-129.03805025289648,96.461,99.573,55.17
-138.93610238948915,17.461,56.301,117.362
-121.09719293462572,70.403,28.428,111.568
-127.43487299509906,16.545,21.395,126.977
-143.79532216881256,-3.396,81.717,25.352
-108.8642629003968,-12.674,119.95,34.975
-105.82308092957791,-4.126,69.219,71.458
-122.42042328099345,157.478,129.515,106.56
-128.6950664613208,0.387,65.891,-10.171
-124.12912508347432,153.399,115.529,12.382
-126.97557400409337,45.874,138.189,76.143
-132.30329730015475,70.325,110.837,29.285
-123.45364803056513,97.057,103.223,90.595
-122.49948017043167,187.849,113.097,-5.976
-142.13100316642402,148.793,121.211,14.994
-151.00055225888465,186.583,114.783,42.906
-134.25748636156092,-34.437,14.468,8.006
-113.2608173906466,121.676,63.333,32.949
-132.61450426791328,129.609,96.56,46.517
-125.47846988049335,122.185,124.98,94.818
-125.09095531271646,100.043,136.825,1.068
-128.76199558456716,181.542,64.459,49.646
-129.09927819901012,88.857,51.431,38.609
-136.30302016553725,178.013,78.164,122.788
-136.43292156001257,159.66,33.93,-5.169
-118.67128375674264,-10.347,42.882,77.505
-123.76630015177446,102.673,117.128,17.529
-120.74189066396359,186.913,118.638,103.088
-107.2430381361838,120.884,98.316,31.462
-136.3065870487817,5.888,115.989,34.568
-113.50349221668621,72.525,125.329,48.934
-138.85643983997485,107.822,122.49,3.708
-126.87749601338177,74.773,131.577,120.094
-135.29140305457406,194.73,121.375,86.414
-135.59693640663278,45.198,26.746,79.418
-126.92690976572625,129.817,57.298,17.189
-128.77323325308691,62.985,92.548,107.777
-152.61236082003347,165.947,59.042,74.739
-121.65829688483076,115.483,128.509,20.941
-132.52249314305263,-11.308,106.187,15.213
-126.30027110233142,114.249,76.822,-1.849
-135.91654498904518,85.292,62.445,94.903
-133.84329110391985,31.246,66.591,34.675
-125.95391587501689,-16.245,48.429,53.755
-131.5731308626959,90.467,124.81,-11.427
-96.42810301100928,173.681,67.089,114.795
-126.0793542570707,173.423,32.765,41.656
-118.00215356297987,98.801,53.721,104.044
-134.10726233990073,161.603,100.495,96.598
-145.846462419984,172.105,98.79,64.03
-138.9205348017153,3.788,95.989,27.537
-134.21827818857997,-32.863,127.973,20.607
-95.40426378979464,20.17,80.404,112.788
-120.86641906568286,-27.412,35.94,93.675
-139.28322163933305,12.007,139.479,37.028
-143.06513581028867,125.566,80.735,1.407
-102.79436022785818,50.141,67.198,33.466
-103.93576409892249,-32.627,35.566,40.271
-123.49688029992907,-4.195,101.713,25.829
-128.60066457321227,-11.509,46.76,62.653
-101.17338329191352,-2.269,60.457,-1.821
-96.79650764795133,174.195,55.158,3.328
-146.6231900130547,124.649,107.155,49.169
-120.05913769649351,-28.677,28.838,124.6
-125.56748470477075,-3.829,86.678,47.604
-162.95909172935518,-15.723,35.987,1.924
-127.21055449570716,189.057,21.188,44.741
-136.12139408585915,179.056,103.016,3.146
-145.97738445125734,139.807,45.117,0.944
-129.84126411929114,104.634,88.345,65.864
-146.8835794997916,1.831,97.894,34.434
-155.1834766004489,14.856,91.813,14.553
-129.78771654905574,-40.809,29.686,81.497
-148.3398215797069,92.996,72.887,100.899
-136.22337891232394,24.892,134.345,71.946
-138.6812266181827,-14.715,16.979,76.038
-120.51640426666592,157.603,82.04,112.135
-126.53118938342922,13.928,18.983,77.653
-118.66468898131185,37.313,71.663,40.019
-146.13194530370103,43.974,112.726,19.835
-127.11497286675424,16.917,127.962,-10.334
-128.51291423458798,21.368,115.201,25.461
-135.22248977289763,39.299,71.41,75.644
-128.10263882236887,43.152,53.677,-6.478
-120.88154248327649,14.349,47.406,85.874
-143.76057330417927,192.605,124.027,54.349
-96.86100034458993,117.446,117.109,102.892
-173.68561067518098,93.288,58.374,103.56
-62.953611228711424,-22.29,71.0,2.409
-153.37981110607456,35.873,105.192,72.682
-102.8046520133603,131.844,18.349,17.428
-130.31412502813788,181.902,115.922,21.456
-133.90061418634167,101.574,126.164,68.15
-113.40188877449381,190.238,23.742,7.782
-133.47472176901414,-22.629,106.49,27.749
-130.0496384294353,-17.83,21.657,14.57
-128.16390395006715,13.188,108.926,61.944
-137.1661766582979,25.429,53.311,33.344
-125.7009641074693,123.259,40.276,102.27
-126.72105329141131,174.621,124.164,113.315
-122.68139198414194,-26.807,13.921,62.487
-126.06392989460127,83.77,48.733,7.283
-122.68457533083466,-33.135,81.535,-10.954
-172.61596232092464,189.912,81.869,65.521
-130.63494979356594,152.641,72.901,10.447
-149.8732872383121,-34.596,116.633,12.917
-145.40557087571204,118.577,59.906,83.202
-116.82456871398556,-34.907,19.484,65.483
-124.64571411888096,25.156,35.927,96.374
-146.1604745401921,32.995,68.094,6.833
-113.181488470304,-8.913,24.665,42.042
-127.50750840965657,175.895,20.558,8.993
-115.52669297471405,44.4,19.767,115.697
-128.78270067983348,-7.049,103.496,30.395
-117.82970358843025,-7.664,40.644,6.96
-87.72429900580993,166.823,15.394,82.505
-136.27310214362043,150.038,78.045,57.304
-135.01040765999764,151.127,73.289,92.696
-132.7445682460159,189.676,117.192,76.198
-130.07625810822128,53.289,30.204,28.195
-110.4726667399342,99.191,115.105,30.666
-140.283093252486,166.874,105.362,27.081
-126.21285647738317,179.748,105.92,71.634
-103.151135303659,153.164,127.624,77.601
-139.4851977611996,108.714,34.269,122.852
-141.4289191313304,36.026,44.321,12.26
-137.3953677812263,125.946,106.856,70.084
-129.73245042093077,20.812,66.8,54.376
-135.9447046039128,24.819,89.784,21.58
-101.37542554642843,91.745,61.842,33.069
-132.1400978056568,-18.245,97.364,16.461
-136.51251939691053,78.765,110.134,30.741
-151.33883001468178,84.063,60.217,54.19
-123.5921912789041,-33.666,133.646,103.689
-141.96798843621372,-12.104,46.309,27.66
-130.09740287604077,122.551,114.135,121.684
-152.8866120958465,139.743,96.04,105.55
-128.0403397212164,117.307,32.07,43.238
-123.44094695510793,4.073,34.004,15.308
-125.5451593376203,59.372,24.274,126.852
-90.34537059803107,184.437,104.248,2.023
-148.6730114205734,-33.444,139.963,76.246
-119.40564654937262,29.806,52.83,72.86
-154.088181294549,-22.318,138.214,7.446
-134.3025638412172,-11.54,65.948,84.66
-87.5884824417466,8.361,95.248,126.044
-119.9568256043905,98.845,136.583,83.147
-134.2944367507153,73.498,141.413,73.539
-128.60003840044732,63.716,111.883,107.332
-121.22773951313722,150.83,76.867,77.464
-113.62647813435461,72.885,44.121,92.756
-128.91207745504101,102.552,21.531,-11.317
-116.8439645122053,186.351,59.019,23.867
-125.31382358488054,-3.36,48.063,76.14
-130.01318957640376,73.104,56.194,31.491
-126.28679002827948,119.387,67.218,24.818
-123.0682914860648,-8.852,49.014,-11.201
-114.53054514776343,184.941,95.912,59.821
-128.16393033150214,68.669,87.777,36.781
-115.88730000096596,91.711,33.402,13.84
-151.2236272319925,92.481,36.242,34.095
-114.65721200610392,25.934,45.259,-2.017
-128.76958574166048,-16.702,45.567,71.905
-123.05724433465554,186.19,34.059,15.187
-127.89940826776812,-29.578,38.121,63.028
-94.47776058147781,17.565,72.982,38.71
-114.3957602404264,82.844,80.166,96.4
-155.95247930041174,140.727,138.891,0.945
-124.0780837942626,128.681,41.661,-6.467
-129.08363815084778,-12.848,40.611,125.74
-115.74489015891561,155.774,128.16,2.891
-128.70283032018415,56.712,49.286,36.571
-175.79502018888277,169.651,125.374,125.068
-103.61085063595127,159.244,34.219,25.473
-106.9762670821425,-3.869,107.075,-10.194
-126.83030160575997,92.644,52.459,-9.202
-136.6840898770052,-31.725,16.694,106.979
-110.18226403219921,129.697,122.05,32.568
-109.18119986393182,62.371,82.703,80.938
-126.48693279977212,131.748,25.468,73.755
-132.99005036185196,101.489,103.384,94.502
-132.479053633785,125.644,112.346,0.92
-130.99275961873596,36.94,84.407,-4.116
-129.21167040024397,145.376,69.786,82.88
-126.30582859751655,149.403,64.835,10.526
-190.7498913326607,3.057,126.697,8.95
-131.72110638239718,-29.995,133.089,-10.421
-120.69436463307899,1.286,27.261,56.665
-139.44725464205212,65.885,82.526,37.03
-143.95546671764296,154.187,95.61,46.82
-128.03063943549017,98.78,50.128,-3.783
-136.03907631455647,90.374,36.6,107.26
-138.3393483202375,82.055,116.96,-1.099
-122.74538348906907,156.742,133.009,74.611
-125.35474960874271,0.69,22.902,38.627
-126.5898960398938,1.81,99.746,117.111
-131.05477462172095,-25.653,27.043,94.656
-124.70393761927897,158.167,103.553,52.516
-103.61855107109893,158.935,130.989,105.812
-132.9138573008271,193.366,119.634,-5.996
-127.88154819736789,-31.497,26.823,-2.241
-154.25529137097706,140.306,134.648,64.89
-127.25685687025526,107.914,64.197,103.82
-139.86850041167332,-23.6,119.028,48.272
-111.66140856944268,1.498,32.261,8.458
-125.42801343518312,2.898,78.823,49.766
-124.50129260161822,17.093,89.483,10.253
-128.2062334139792,175.479,46.217,120.461
-109.7429014246664,35.471,140.55,10.975
-130.47204927051416,84.34,50.533,15.232
-129.86776011898348,-7.15,65.654,39.0
-135.63951922646072,-39.452,53.414,24.279
-131.85730930375834,38.509,94.133,113.107
-133.61036261483042,79.949,121.878,27.335
-130.4018483340195,-23.85,135.014,123.114
-136.9377751758308,194.374,104.466,118.447
-140.90906085261994,-1.4,81.051,21.827
-124.21033900816167,21.255,126.681,24.047
-137.39240003862827,82.346,44.917,83.196
-122.32537263303432,-14.083,74.66,24.783
-126.45059883880964,108.795,85.684,31.492
-122.56209096929734,92.821,51.484,55.856
-125.76701717248545,141.325,130.991,92.265
-136.0607095353753,163.916,137.241,33.48
-150.4448120508754,143.249,38.944,46.15
-105.54102841162869,70.563,102.411,94.207
-119.93266949096689,126.004,108.507,118.446
-129.17885908824746,158.285,119.621,-10.106
-93.30998769153211,175.683,46.348,58.114
-139.8242578179565,2.912,128.208,2.782
-142.7720470858987,-32.744,122.556,76.531
-142.19280052556965,144.613,16.087,86.341
-129.67675871904268,160.951,16.63,17.196
-131.59704183059284,168.449,49.854,73.618
-126.83212258341374,71.792,22.948,80.865
-114.16131487519692,110.084,38.639,114.642
-130.51048983438403,130.165,116.86,114.135
-142.35463420219372,36.267,57.894,32.468
-125.41581323058189,5.177,136.908,28.361
-141.53730647467444,34.487,63.127,18.323
-145.61145127178293,154.236,92.828,35.254
-119.07515788276828,170.01,30.706,6.575
