Response,Explanatory1,Explanatory2,Explanatory3
-106.7986887781539,-24.654,52.764,100.472
-204.18009337955607,-111.051,90.074,106.994
-147.53200372757928,-20.084,68.861,137.278
-119.69489207615803,-64.949,13.585,98.931
-207.46029386551933,-20.358,82.989,145.834
-232.58378205603464,-58.2,62.814,80.481
-201.55564762405726,-89.397,27.411,78.347
-173.1953812388607,-18.216,37.902,114.045
-123.8198484799012,-41.418,51.235,109.839
-224.74047839806508,-84.139,63.575,52.343
-191.61890836139094,-6.827,36.407,103.323
-246.5673719253203,-24.798,72.975,60.409
-197.16803496199995,-39.444,8.311,111.979
-196.36120059593316,-49.403,67.277,139.378
-206.45993719849952,-61.106,79.55,106.595
-185.5096219296576,-83.058,28.635,79.591
-225.43667240717107,-76.307,62.838,67.046
-176.76599379730567,-84.01,66.093,104.3
-210.3298318888672,-55.404,5.707,82.425
-213.7250405346848,-59.057,113.051,105.062
-173.94341723003828,-77.187,32.758,124.757
-319.5525055212616,-56.666,85.772,100.87
-86.41361802676867,-40.271,75.07,88.676
-214.41731033739688,-68.665,100.819,59.127
-260.3513580664923,-91.847,32.846,97.419
-215.03405251119793,-91.273,37.637,90.544
-176.8962038157669,-1.551,40.073,113.868
-131.29995014887933,-47.141,38.454,86.218
-198.3101260877782,-69.18,58.198,135.529
-247.4341028428439,-20.973,50.081,138.384
-178.4448207992572,-115.652,27.743,86.744
-184.0047266517667,-102.084,37.617,129.686
-218.18755964911134,-82.792,37.688,107.763
-158.24998114110807,-69.585,54.141,95.806
-239.53553583526394,-67.165,75.346,170.97
-152.50617339530015,-67.177,-6.041,133.724
-234.3797329381432,-70.234,109.418,107.37
-259.4942239042669,-113.754,47.778,100.498
-142.37187218410523,-40.833,99.649,104.909
-245.16792005740086,-31.1,79.386,149.441
-196.47555351111157,-84.718,44.336,81.072
-221.70447703869263,-29.06,41.562,81.594
-107.78049367398661,-129.375,26.55,109.097
-197.1946567425676,-35.637,49.672,93.611
-156.4002235078031,-109.016,34.903,96.975
-221.28096972036633,-86.285,28.665,88.461
-179.20274906972443,16.222,78.906,102.246
-218.2091289701687,-93.049,-21.883,78.834
-305.8241590267293,-94.815,56.334,59.932
-181.97546739757107,-153.159,100.623,78.179
-216.4632757063759,-133.827,98.9,110.242
-187.2808585282221,-128.89,70.57,100.465
-186.75562262054353,-69.756,70.129,113.064
-228.45741155961943,-41.535,83.702,123.703
-191.5660171324225,-38.34,43.565,96.027
-213.00236490767804,-81.626,84.954,136.396
-152.49559227682562,-95.475,74.279,142.736
-275.89868202458433,-105.133,76.507,28.884
-194.34670952234367,-90.144,69.19,95.433
-224.94895445689076,-73.765,73.199,81.358
-156.91291518892433,-54.285,27.895,92.573
-213.7846713627299,-137.44,25.338,105.437
-285.5793924604661,-62.286,54.249,162.839
-193.90223714328607,-117.305,34.877,210.578
-182.0383291993768,-51.03,54.142,72.857
-240.8928718335223,-90.752,45.718,93.881
-196.66227278308367,-75.746,87.63,80.32
-214.0693450072293,-63.659,58.673,111.092
-201.7576559298882,-30.671,57.625,99.991
-187.71601178137433,-56.054,17.675,88.623
-198.0734719444717,-50.96,39.414,157.383
-290.6503219814346,-54.05,81.987,106.934
-243.5227353382149,-23.669,42.399,85.488
-201.43519489890235,-57.903,16.755,98.539
-187.11729433133405,-47.019,51.43,153.803
-201.9012074733368,-146.252,60.896,110.261
-265.55709035147026,-37.41,35.143,104.044
-179.0335309684503,-145.939,72.195,96.808
-212.1036559427905,-152.518,20.385,102.203
-188.33480681239524,-24.076,39.289,86.706
-217.45072531098037,-122.11,56.661,120.184
-143.2052337041635,-94.652,102.711,80.292
-292.44209376972674,-40.216,71.582,57.377
-224.14793930178112,-38.586,79.829,76.11
-192.7433311794224,-69.261,118.146,67.827
-59.565547777132494,-19.922,22.301,93.904
-300.96129509787437,-72.939,81.936,61.689
-125.40456574137968,-71.796,33.288,61.406
-322.3148440707462,-49.822,50.735,164.033
-81.72271126255954,-22.602,32.876,150.831
-211.8970331393566,-30.724,43.497,132.114
-248.29092770415042,-75.489,77.399,111.765
-202.94512851058153,-50.5,69.01,113.788
-205.9908471398664,-48.98,45.592,142.237
-204.87025594420948,-110.735,49.311,40.227
-218.301074863105,-81.856,70.479,179.268
-221.33340118360667,-42.624,29.237,79.552
-216.29636317403356,-106.75,35.941,80.617
-196.81936203615763,-52.942,72.964,87.518
-309.67611989114545,-57.336,7.588,82.41
-140.68306630029713,-104.48,69.538,85.98
-125.43544296808317,-84.178,59.549,108.141
-257.5599069084331,-73.924,60.721,72.331
-221.78178513260207,-19.703,45.056,74.035
-87.47954240181086,-58.556,44.452,115.245
-224.1578369580663,-99.333,98.172,115.265
-165.73912052763288,-65.824,78.847,100.518
-189.53758327429256,-67.771,72.94,64.647
-93.59062193337812,-102.343,49.702,96.273
-270.7281065052257,-50.486,83.092,118.303
-201.77592738150594,-62.75,38.603,122.284
-225.52359023968754,-87.105,45.843,102.037
-217.40857551839264,-38.343,23.128,78.813
-232.5357666325689,42.337,48.533,97.856
-98.56366245322707,-69.457,62.412,84.78
-244.61634652506794,-86.92,32.305,83.288
-170.9515963210934,-73.648,27.529,128.619
-206.59755280051002,-8.426,57.163,117.386
-213.44121512186774,-82.291,77.907,117.892
-194.39860976137197,-51.53,81.853,80.013
-221.42638282992115,-111.345,100.244,85.929
-182.22901819887747,-99.935,85.933,137.249
-131.62046008550627,-86.269,58.349,63.707
-195.7594612479461,-62.225,25.267,132.417
-177.26439919868585,-68.032,20.416,81.474
-223.3364166589148,5.049,47.585,102.58
-192.57120342339505,-71.43,86.017,78.821
-235.31723525534488,-137.918,41.932,130.6
-173.50504657218158,-80.251,29.055,124.733
-188.79343387979554,-14.854,93.241,119.873
-204.59043555929583,-144.98,22.746,114.326
-195.68966514743744,-72.644,37.862,115.513
-116.42118652166103,-45.587,74.335,115.618
-242.8730418022758,-52.163,71.491,132.591
-193.20269770509373,-7.111,40.755,99.578
-272.0598773001278,-60.564,72.407,126.011
-167.55532337451868,-60.682,38.894,63.267
-267.61333826495877,-80.149,40.012,112.285
-89.70032175344252,-57.084,48.747,144.233
-287.66661578037105,-139.47,61.868,123.258
-228.65779468806852,-72.844,46.051,69.922
-239.88108751290122,-120.326,36.923,56.908
-193.47322883981803,-148.272,97.306,144.731
-177.8460658544098,-140.693,82.212,21.726
-286.0851091054237,-56.259,35.095,27.739
-220.1720809375164,-177.389,52.834,128.437
-189.24228651909505,-68.611,91.747,118.831
-327.22442928231703,-58.388,73.708,101.007
-203.70637412697477,-61.658,-6.669,109.648
-198.01185705081622,-57.009,54.916,29.785
-166.25321041657605,-89.313,66.982,86.77
-114.53180740289943,-56.422,96.232,112.302
-210.9328796551544,-37.114,75.852,75.757
-189.1903704456627,-53.99,50.726,83.099
-168.03630212798686,29.345,23.328,109.614
-155.3452337189708,-96.774,82.838,175.166
-189.62077302368846,-78.005,63.535,100.933
-190.35144106507806,-116.956,11.577,62.759
-85.27434972715089,-110.946,50.822,63.871
-191.32717816935218,16.653,54.151,157.228
-221.44573779618716,-75.96,32.205,40.571
-205.58559750702824,-114.498,7.144,80.93
-197.67568049597526,-135.741,25.064,63.223
-167.19968741638917,-78.569,89.929,99.402
-176.1584482875409,-28.941,53.434,87.889
-152.6766967343621,-71.999,50.886,139.984
-150.18030419842492,-10.881,29.426,36.908
-164.0349376943409,-43.785,11.97,112.574
-208.61075235992024,-92.421,60.474,86.269
-217.37432276568796,-74.97,59.751,63.48
-35.818453258685224,-155.619,49.865,102.399
-164.90729693720672,-106.735,0.812,112.286
-86.58931389215287,-65.552,32.949,80.164
-232.13488985062736,-59.359,70.489,118.561
-224.56214406575305,17.116,85.237,109.761
-191.54694960282913,-152.458,28.204,115.871
-204.04983887719888,-10.663,84.886,82.795
