Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
-98.52078492081566,73.623,127.362,-7.074,11.339,-42.782,25.692,99.968,16.335,-133.363,-113.106,178.264,-18.675,-160.94,-70.134
-95.86488744600754,70.525,128.518,-169.867,26.041,-44.713,30.556,56.252,9.918,-212.41,-53.691,182.332,-26.697,-143.723,-73.545
-119.7141315754784,31.991,126.838,-62.199,14.441,-43.66,44.773,91.313,24.55,-190.065,-119.769,178.161,-38.874,-193.491,-93.193
-121.22037099919916,37.472,125.663,-122.59,-5.33,-43.024,37.043,59.007,48.114,-187.586,-111.221,188.996,-49.771,-147.476,-66.671
-104.96241211023317,69.995,125.392,-114.727,-1.855,-43.311,36.163,94.561,0.459,-174.112,-149.305,171.996,-60.538,-129.897,-39.138
-80.13062309004738,85.781,121.318,-53.653,34.67,-43.537,40.634,81.14,17.512,-177.483,-133.521,183.935,-44.286,-148.333,-95.594
-106.99821636003506,74.608,123.528,-74.897,-1.828,-43.413,21.595,-20.571,15.162,-192.408,-97.39,188.562,-18.717,-168.8,-167.748
-92.47372245665285,58.004,126.591,-93.347,-12.154,-44.635,49.866,48.204,26.381,-244.841,-144.768,183.872,-39.819,-118.016,-90.944
-111.55590776243795,59.805,126.758,-50.719,15.577,-42.816,45.742,82.123,17.401,-208.278,-144.541,194.618,-41.894,-222.665,-46.724
-108.39851311442712,63.793,133.345,-86.178,-0.656,-43.411,30.544,118.232,31.576,-260.693,-112.724,186.388,-35.574,-171.879,-150.646
-116.75614993984135,40.332,121.298,-98.004,15.601,-43.559,18.419,29.818,9.761,-171.705,-116.881,179.584,-37.512,-156.855,-103.321
-111.34348593228717,71.759,120.07,-96.994,4.543,-42.934,22.055,54.561,20.365,-172.061,-68.961,186.125,-24.162,-212.542,-39.449
-110.19830074236941,64.684,123.788,-88.488,8.097,-43.083,37.739,128.522,17.489,-130.728,-95.04,185.079,-55.534,-175.758,-129.566
-101.15770030292616,48.836,126.811,-29.375,-20.678,-43.038,34.281,188.359,12.351,-138.758,-133.79,182.262,-33.457,-157.537,-102.388
-102.61916923791902,25.002,123.171,-92.554,11.127,-44.065,48.436,32.136,18.981,-159.368,-67.915,190.755,-47.436,-112.546,-88.378
