Response,Explanatory1,Explanatory2,Explanatory3
-200.13353479021512,-0.389,1.222,0.224
-167.76148816064972,-2.182,0.035,-0.888
-185.7421377288843,-0.244,-2.33,0.695
-185.47758576798603,1.264,-1.768,1.242
-197.6086873165721,-1.654,-0.011,-1.294
-184.29188610981632,0.353,-0.728,-12.551
-190.1191713465401,-1.971,1.409,-0.415
-179.616988048786,4.362,0.495,1.589
-206.24990946699637,1.654,-0.419,2.22
-176.5950846407894,1.508,-0.805,0.469
-184.51303534038342,4.019,2.259,0.129
-176.16076694485676,-2.36,0.454,3.256
-187.305243204488,-1.963,0.596,2.464
-186.10891424205036,-0.469,2.042,-3.32
-183.36781777316955,1.38,1.347,-0.55
-181.95378979034209,2.493,0.526,0.754
-190.05159647299212,5.435,-0.513,0.432
-188.3417327455534,-0.274,0.0,1.375
-207.18859173836123,-9.518,-0.128,10.948
-180.4869242746421,1.064,-0.176,0.816
-182.66914008500473,-6.474,0.049,0.489
-173.18795100931865,0.514,-1.496,6.871
-185.21821777472576,2.233,7.909,0.365
-184.59300334274292,0.099,0.91,-0.587
-186.0781972270867,-1.871,0.823,-0.49
-183.7879451557713,-0.096,-0.966,5.51
-184.7433021675686,-1.15,-15.39,0.267
-184.85612914280543,1.872,-2.149,-1.213
-186.873183682276,-0.038,1.356,-0.819
-183.16405991098497,1.988,0.25,0.44
-187.63940234747614,-1.057,1.291,0.558
-179.20080876346336,-0.8,8.726,-2.911
-183.28898064221227,-1.09,-1.386,-0.38
-188.2701018124778,-0.678,0.058,5.418
-186.45872310528287,1.331,4.969,-3.309
-169.0341041244175,0.378,-0.882,0.662
-185.1977573852107,-1.011,-0.953,1.458
-178.53817793682225,-0.661,2.914,0.862
-179.11559251578936,-1.13,-9.718,1.488
-188.47680443150435,-1.526,0.292,-2.993
-195.71384711422175,2.256,0.027,0.701
-183.4860520984791,-0.65,0.969,-0.51
-199.43427798873822,-1.04,0.064,0.708
-187.331934024102,-1.594,19.513,0.367
-170.21628943850826,0.133,-0.525,21.52
-181.83533187115805,-0.18,1.077,0.484
-181.0604595459397,2.587,0.505,8.76
-177.2076292878346,0.348,-0.066,2.911
-204.95373542642025,0.492,-5.117,-0.428
-192.40135402474127,1.631,-1.058,0.032
-182.043520876756,1.077,1.811,-0.03
-180.59348261581945,0.347,-0.392,-4.405
-178.67372263713327,1.563,-1.412,10.02
-176.39252430346284,0.309,-0.74,0.047
-193.56118690457293,-2.139,0.36,-0.434
-187.15146131208272,-1.38,0.951,0.524
-196.22411045978563,1.25,-0.196,5.015
-191.31402178917915,943.776,0.831,0.135
-189.850997214408,-0.407,1.876,1.055
-189.41282238593132,1.818,0.091,0.827
-196.85825417521124,0.15,-1.685,-2.552
-207.25376457776633,-0.358,0.023,2.85
-184.73056471665268,-0.288,0.539,-7.388
-180.98420616884982,1.211,-6.986,-13.376
-177.96522583048238,-6.054,-0.447,3.274
-181.23926856188424,-0.308,2.66,-5.374
-187.20488022162772,-0.516,-0.247,-1.817
-184.67307470192173,-0.305,-0.301,0.858
-168.73240546910276,14.337,-1.583,1.933
-178.7241609239105,2.082,-0.701,0.243
-212.8505582506548,-4.058,-0.426,0.872
-190.225050696441,-0.96,6.09,-0.305
-194.95727143355177,0.229,-15.584,0.034
-186.74910037084385,-0.352,0.523,-5.171
-191.4228483628891,1.007,1.237,-0.525
-185.85912365544544,-0.776,-1.709,0.839
-184.2745466715432,0.054,-1.029,0.056
-193.4899425815561,-13.611,-0.453,6.707
-185.21739264313922,-2.007,-0.091,5.24
-185.76474658099792,0.674,0.81,-1.823
-190.23202790518914,3.831,-1.044,1.592
-191.5385628494391,-32.712,-1.962,0.492
-185.8335406881648,-0.635,-1.939,-81.126
-180.98969534022774,0.215,-0.637,-0.189
-194.3876789308628,-0.724,2.87,0.119
-188.16204900251316,-0.915,-0.274,-0.487
-184.1729063438605,3.304,2.075,-37.18
-189.6648740556906,2.973,6.521,-2.314
-188.05840370667116,-1.994,3.702,-0.697
-187.5365754057278,-2.554,-1.333,2.028
-186.82823909141192,-6.78,-0.883,0.375
-176.84159854501232,2.361,1.122,-0.421
-182.8326012875754,0.056,-0.209,-0.004
-184.67183060535064,-0.753,-1.827,2.778
-164.46587013840738,1.53,-2.457,0.742
-160.23447672861414,6.392,-1.281,0.401
-181.78399448202074,8.774,-0.851,3.677
-171.61155801663193,0.956,-0.607,1.377
-181.25966328998038,0.06,-0.095,-0.095
-192.98260451253563,0.195,-1.388,-0.069
-176.97611278630322,0.849,-0.969,0.553
-182.588240230449,3.633,4.67,18.031
-180.73252550490162,-0.65,1.627,0.301
-182.8452594559124,0.913,1.696,0.393
-184.37818355703942,-4.044,-3.135,-0.147
-183.65648205111236,-0.658,-15.71,-1.616
-184.23246143594866,0.302,-0.265,-79.641
-186.87739703848973,0.311,-0.762,-1.268
-211.61513583185297,2.975,-0.309,-2.897
-197.93049314358407,-0.7,-0.861,0.291
-173.66123866568208,-3.347,-0.116,-19.858
-183.2710084872128,1.861,0.77,0.557
-182.1480367444029,0.048,1.053,2.388
-186.0882049135484,2.366,0.46,1.658
-175.7225661319142,4.818,-2.863,2.041
-178.45266201523742,0.346,0.046,-0.146
-213.5918944422491,0.811,2.449,-0.522
-174.2808496886624,-6.311,-1.228,-0.647
-181.1795672102575,0.8,1.047,4.451
-186.688037582348,-0.228,-1.112,-2.135
-185.32820766899968,-0.151,-1.99,-0.925
-196.26210035500353,-1.572,1.205,-0.393
-186.46580158954148,1.028,-0.729,-0.513
-173.049296964621,0.046,-3.209,1.879
-189.0065426154548,-1.066,-0.03,12.357
-158.70843243704516,-0.226,-0.602,1.801
-176.47899409702464,0.671,1.233,-3.689
-170.14512522133845,-3.719,-46.668,-1.325
-178.60186250149792,0.765,-1.64,0.928
-188.59203019917163,-0.495,-0.306,-0.543
-191.7113564262617,1.111,-1.089,-4.386
-182.80251473010304,0.985,2.879,0.027
-191.1315622761259,-10.085,1.353,-0.899
-203.10272662381948,-0.552,10.298,0.218
-188.50622643228004,265.274,0.606,27.698
-190.00545223304323,2.576,-2.4,1.165
-187.67386648210794,-0.849,-0.649,-33.359
-185.82983920294876,0.27,10.29,-0.115
-192.53402421159103,-0.1,-1.276,2.372
-179.4751002531453,-1.002,-5.366,-2.193
-190.0025592402712,0.471,-1.487,-1.564
-193.05263671972148,3.157,-0.763,0.817
-187.10053403787964,-0.175,-0.852,1.631
-171.9794991389078,9.162,0.276,-0.14
-184.29065285651362,-1.028,0.165,0.144
-185.27579158615387,0.278,-0.469,-3.353
-188.8008580970097,-0.723,-0.357,-0.24
-165.0968343642851,2.249,-0.081,-0.787
-182.78494883776787,-0.231,-0.541,5.543
-186.2097437509711,-0.198,0.56,4.37
-188.41143926004784,0.296,2.97,0.28
-203.7770700247436,0.627,-0.602,-0.834
-181.8759407188315,5.179,6.012,-1.361
-184.53523741161584,-1.799,-6.142,-0.757
-183.5304552162593,-1.362,-1.121,-5.55
-184.33394786152658,1.908,-0.605,0.601
-189.69368538216898,1.662,0.176,-0.439
-165.36249953871143,-0.077,2.4,-1.258
-194.11334637698164,1.6,1.853,0.13
-209.98751708649357,-1.263,-18.82,-3.14
-181.30485556542112,-0.25,0.351,1.195
-196.00256385112684,0.559,0.405,1.475
-197.39346158990045,-0.011,0.116,-1.277
-179.28645756147463,0.526,1.326,1.667
-176.1587300021857,0.601,0.097,1.208
-186.51380319624198,-0.473,2.273,5.888
-186.54464102041828,0.181,1.844,-0.032
-179.32445849102854,-31.413,-0.82,-1.083
-163.5714399810131,1.515,5.036,3.105
-183.67620644750122,-0.467,-2.157,-0.865
-184.4009124517206,-1.931,0.581,-0.056
-183.11549575606992,3.083,-2.913,-0.521
-189.08117950501307,-0.21,-0.255,-0.823
-181.9546134814024,-0.35,0.983,4.608
-191.69449716618652,-2.248,0.921,-0.864
-187.5164605274916,0.28,0.623,1.692
-194.93076772650318,-1.64,0.695,81.41
-188.53298542205252,-1.111,2.521,2.736
-200.32647927341418,-0.282,-0.681,-4.283
-185.1085416107985,0.557,2.062,0.049
-190.83513847933614,-0.183,-1.784,-3.82
-183.55131806657423,0.13,1.903,0.466
-183.51521604923013,1.549,0.898,0.31
-197.24441710500315,0.336,-2.517,0.154
-212.63314208683363,43.266,-10.15,-0.642
-184.6186253222363,0.438,-0.569,-0.126
-184.3087266824684,1.819,1.327,1.005
-183.96823417891423,-0.32,0.378,-0.866
-186.21522668327822,-0.727,0.46,0.734
-180.98965973671818,1.256,1.435,-0.285
-176.98353845827884,-1.205,-2.038,-1.215
-179.22454278256888,-0.094,2.477,0.188
-193.13634773820115,-2.606,-0.119,0.909
-179.93946032739186,8.048,-0.388,1.627
-185.91776193373286,-7.415,0.087,-24.349
-186.05504002374354,0.091,-1.966,-0.72
-185.79098069068266,-1.375,-0.594,1.204
-188.20110936732164,1.504,2.177,-11.53
-194.16485901989108,1.056,0.402,3.943
-170.29083016350546,-3.86,1.13,-2.545
-180.78230425798841,-1.411,-3.855,0.634
-183.31925216688384,-1.161,-0.237,-0.743
-169.65213475468042,1.572,-2.51,3.345
-182.1671131596285,0.223,3.337,-0.71
-184.8059911862296,0.015,-212.408,-0.416
-186.229152214361,-0.511,0.271,0.798
-197.7025397428229,-1.147,1.24,-1.138
-184.98426938053154,1.575,-1.767,0.151
-188.60770258883653,-0.1,-2.509,-0.189
-185.82027126443418,3.398,2.29,-0.102
-198.01588782730997,3.105,-1.62,-92.922
-184.65360835565374,2.56,-2.636,-0.579
-177.8767057184467,-0.534,0.024,1.468
-208.72126001957358,0.179,-4.789,0.359
-183.21208402823382,0.381,1.689,-0.743
-197.23891519058984,0.53,-0.739,-2.091
-170.3022083414454,1.524,-1.42,-1.243
-181.22937277124666,0.934,1.71,-1.287
-183.10223852369145,0.141,4.006,-0.864
-197.42668985106388,0.678,-0.539,-0.27
-189.4799543101799,-7.622,-26.519,-1.242
-200.49344291480926,-0.657,1.384,-7.108
-184.95691118660312,-0.753,0.627,4.23
-188.57153582816346,-0.17,0.774,6.189
-182.83399459209497,-0.616,0.658,-10.978
-185.94345056584154,-1.109,-0.352,1.956
-191.10097499981597,0.428,-0.048,-20.209
-136.72582655819673,0.842,-13.173,6.671
-204.3906048054899,-0.484,1.177,-2.875
-184.08368763233324,1.442,0.716,-3.395
