Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9
-196.8632782317241,-0.961,4.591,-6.035,-0.353,0.993,-0.217,-0.665,-0.369,-1.302
-193.80218677482134,0.002,-2.289,-0.972,0.372,-0.199,4.364,1.301,0.081,-19.084
-197.97871094085147,-2.594,2.223,-1.41,-1.186,1.024,-0.13,-8.765,-0.291,0.015
-198.14303333779355,-0.323,-1.166,-0.037,2.843,0.385,2.243,-1.125,0.851,-129.183
-205.11008603940476,1.613,-6.036,9.829,-0.825,-0.447,-0.182,-1.006,-1.321,-1.195
-189.02326698234918,-0.224,3.21,-1.038,0.139,1.16,1.001,-2.089,1.439,0.313
-208.08381138549242,-7.933,5.773,0.515,-2.061,-2.798,0.065,-0.481,-0.917,0.611
-211.4156939369201,-0.233,-1.852,1.008,-0.054,0.239,0.642,2.861,2.025,-0.171
-201.60415875689307,-1.475,0.407,0.043,-1.176,0.88,-0.85,-1.013,-1.041,-0.948
-196.58830962418864,-0.142,0.172,-3.347,-0.516,-1.008,2.329,-0.424,2.184,1.056
-198.85082066363393,-2.144,-0.568,1.214,0.529,0.262,-1.055,3.84,-0.646,0.604
-197.829057566129,0.94,-2.113,-2.737,-1.487,0.906,2.877,1.155,-0.745,-0.611
-196.31942090302573,-1.289,3.169,-1.342,0.023,-0.233,1.969,-0.282,0.524,-1.961
-204.1800884948179,1.133,3.41,0.203,-1.319,15.127,0.61,0.433,8.02,1.137
-192.49155540988633,-0.626,-9.5,-1.759,-3.347,0.171,3.202,-3.212,0.569,-0.99
-199.46075915316135,-11.856,-0.371,4.843,1.344,0.116,-0.635,3.185,2.448,6.836
-195.5763740127878,-3.372,-0.693,-0.428,-2.207,-0.485,-0.282,-2.052,-1.151,0.785
-201.1565048624811,-2.864,-1.161,-0.569,-1.7,0.075,3.1,-4.177,1.612,-3.784
-199.64737879035005,-1.241,-0.119,-1.094,-9.673,0.613,0.465,0.437,-0.681,1.006
-187.6242144328428,0.112,-2.453,-0.292,0.073,-3.921,-4.274,1.516,0.168,28.296
-197.8388039750536,0.48,0.778,3.818,0.946,4.898,-2.046,0.465,2.016,32.186
-205.39803858694503,-0.847,-0.911,-0.094,1.07,-1.188,-4.221,-0.758,-0.084,14.691
-196.73588107607625,5.128,11.802,-0.737,0.349,1.978,-1.558,0.51,-52.602,0.824
-195.1531711459896,2.207,0.334,2.394,0.032,-0.924,-0.953,0.03,1.32,0.935
-199.32594131051835,0.252,0.711,-0.017,0.053,-0.646,0.659,1.883,-10.563,1.083
-194.72232682200868,-0.418,0.055,-4.468,0.338,0.763,-0.416,0.769,-1.533,-0.271
-194.57594407342745,-0.994,-11.026,-0.575,-0.632,1.292,-0.232,-5.198,0.269,2.133
-195.09343716847766,3.432,-2.098,2.945,-0.043,-0.709,-0.913,-0.01,1.728,13.639
-206.10760996838874,-5.508,1.214,0.095,1.27,1.04,1.668,-3.105,1.663,-3.383
-202.16758870299182,-0.917,1.245,-1.204,-1.118,0.099,-1.3,2.965,1.364,12.09
-193.324291041197,0.494,1.656,-9.823,-0.454,0.692,-4.872,-0.261,-6.58,0.562
-198.74627126709152,-13.437,-0.062,0.387,-2.347,-0.116,-0.878,-0.217,6.374,-1.083
-198.53212579846206,0.454,5.889,-1.303,0.668,-0.508,-0.495,2.951,-0.118,-0.529
-198.43872945810304,1.194,0.434,1.445,60.99,3.135,2.368,-1.069,-2.158,1.516
-197.65852817970938,0.619,-0.396,-0.003,10.35,0.044,-1.495,-26.02,1.187,-0.362
-186.0933706981444,-6.798,-0.588,-0.707,-2.584,0.927,-0.169,-13.655,-3.374,-0.25
-189.52954093225418,-1.031,-24.097,-1.695,1.886,0.967,-0.545,-0.87,-0.029,-0.574
-192.57266501157616,-2.817,-1.713,21.869,0.202,-0.065,-0.476,0.722,2.014,0.97
-193.3578431172893,1.77,-2.039,2.027,-1.543,-1.891,2.768,-0.362,1.748,-0.328
-187.44760416336365,60.055,-0.132,-10.55,0.318,1.494,-2.941,-0.862,-6.522,-0.503
-197.96560183293332,1.427,-0.999,-4.401,-1.242,0.717,-0.056,-0.628,-3.306,-0.016
