Response,Explanatory1,Explanatory2
102.84639898025003,-1.115,0.705
164.53070545529835,-2.542,6.242
174.41398454411507,-63.319,7.93
178.65379274384506,-4.686,-4.216
146.28648602723624,-1.884,-0.146
142.17223965614494,-3.103,-0.412
163.73313370821435,-0.725,0.208
120.44062016296618,1.856,101.687
152.39047751873227,7.76,-0.198
147.3032306293054,1.619,0.654
128.2033636365477,-0.677,0.695
136.13772497056294,-0.019,-0.759
234.12459196421133,0.096,6.859
162.68914536475583,0.716,-2.419
145.62671827822516,-1.269,-2.502
124.1336399488776,0.154,-1.871
159.09123304855194,16.626,0.358
154.76264724138136,-1.837,0.763
145.0654444192868,-0.557,-0.599
90.05648794924299,1.373,0.493
89.09613939394082,20.38,-0.556
104.34919044161121,0.77,-5.687
117.83818390555737,6.576,-0.256
123.2366220212454,-0.303,0.094
159.19291045976382,0.66,-0.722
126.10302609460403,-72.993,-9.928
132.26280468699352,0.155,-1.398
117.26625535940775,-8.402,0.493
130.29331620376382,-0.073,0.9
155.93981013298296,-0.479,-0.738
149.144110328027,-6.239,-2.609
135.47005124374806,-0.621,3.03
94.07391578812215,1.468,1.023
174.36086888541146,-0.999,-2.689
140.4541976269365,-0.165,-2.403
117.2421125905105,-2.006,-1.975
141.41630141976725,-1.079,0.902
173.45732529509,2.903,0.231
190.42665659754232,-0.198,-0.336
166.2978345230269,0.936,0.571
148.03533618690747,7.781,-0.666
127.2785994070764,-11.832,0.149
183.92183071510138,0.386,-0.738
121.68416839798017,0.927,0.644
149.4357197861447,-1.008,-1.192
133.50882016818633,0.428,0.352
129.85537290507753,-4.136,0.278
148.5299160945478,4.553,-0.304
169.13224255397998,1.063,48.512
245.56295876240802,-20.29,0.49
148.7600580649068,1.672,-0.258
180.10437761121986,0.962,-0.84
119.98819516560692,-0.062,1.092
214.03937268318614,-0.775,1.353
160.04362908407714,-0.682,-0.558
152.89323398251904,-3.315,6.143
153.56379441034608,0.983,0.999
135.95041742499757,0.426,-0.173
96.89220368218791,0.723,-12.239
184.36450078484194,5.371,-0.399
131.67521654236734,-1.664,1.105
147.26711763665838,-0.744,-3.947
88.42672266462921,0.447,-4.258
144.7072866578167,-0.383,-6.534
130.6521241410465,45.237,2.589
152.3799283557046,-0.993,-0.928
127.48113057492282,-2.016,-1.097
62.16077245949431,0.244,-1.187
134.86569120033218,6.737,-0.583
154.89716715468765,1.45,0.204
161.48883527253258,2.298,-3.369
163.23512273406627,-2.342,-0.223
190.45627710994833,0.368,-6.977
165.09481468451952,-0.473,1.011
177.302725532223,-5.185,0.142
92.35153988259064,2.878,-0.596
156.7514135489526,0.159,-2.139
147.28063050179813,0.821,-0.347
235.48479797810066,-0.494,2.974
236.02894541127944,-1.522,0.171
150.79531324068284,-5.403,-2.132
166.5774868817937,-1.047,7.716
131.27026496543135,-0.303,0.89
178.85827989104928,0.986,-1.954
155.121505362195,0.642,-4.525
246.16867703701502,-1.73,2.954
174.0974865746732,-0.227,-0.373
141.7895752904698,-0.82,1.179
158.84649785042953,-2.917,2.047
167.46109355843845,-4.821,-0.872
150.65589242588615,5.854,-3.375
100.35314485970912,3.781,-0.25
146.65500304396244,0.129,-0.262
188.3012783700461,-0.509,0.894
116.73473701377101,0.773,-1.416
158.32619575846343,-0.24,-1.529
139.2187242089358,2.07,0.541
145.67329593492653,-1.793,0.249
65.75801510380495,1.684,-2.671
109.98590498445591,1.651,-7.939
162.0620665416837,1.453,0.182
233.57846622968177,-5.317,-1.225
155.60365215690183,-0.097,-0.556
141.36319838709468,-0.216,0.875
136.78511288267862,0.032,-0.456
126.11919726187696,39.646,0.449
