Response,Explanatory1,Explanatory2,Explanatory3
65.37415094618248,0.12,-4.196,-9.311
71.30639642631994,-0.155,-0.87,-3.6
73.64564375044336,-0.894,0.399,1.154
90.45881239208217,3.335,0.153,2.051
69.30569594682487,4.985,0.373,-1.677
72.88406934249699,0.609,-0.542,-15.275
40.63150020982531,1.812,-2.543,-1.507
42.068925014392995,-1.154,-2.283,-0.64
81.81999313407638,-0.545,4.18,1.833
71.79915332750693,-1.555,-0.987,3.38
56.95956669016029,-1.277,1.005,0.064
79.08259468155923,8.757,0.868,-0.004
77.96721876369008,-0.147,0.622,3.389
69.88485584434467,3.407,0.686,-1.268
69.78999955973188,15.412,-0.774,-1.114
78.03021088903455,-0.109,-0.883,-1.393
72.49960947987964,1.931,-0.575,-0.615
97.30453476310088,1.761,-0.14,-1.42
75.89609838450069,-0.004,1.6,-0.294
76.13903950599659,5.04,-0.807,-0.206
85.73503013189234,-5.917,4.813,-0.646
82.30804618241258,-195.62,-4.14,-0.337
81.1511508097715,3.733,-0.24,-1.119
65.4513575203288,-1.445,-0.704,-0.762
79.16337891692477,-0.54,3.517,0.379
103.66626847701916,0.897,-1.938,0.6
95.82018657511783,0.006,0.391,4.536
75.87345209372694,-1.392,-6.095,0.062
64.9239135899991,-0.253,2.184,-0.296
66.55727714507964,-1.579,-0.034,-2.739
74.943398748775,-4.811,3.33,-0.584
69.66810320467862,0.143,-0.09,-4.592
71.729021736826,0.627,-0.031,-5.083
70.63666972144279,-0.029,2.988,10.339
74.05325262266862,3.123,10.923,-31.257
71.15874852350781,-0.391,0.119,0.013
105.57323957720875,3.563,-2.506,-2.833
72.7432104320115,7.84,-0.42,1.081
65.40677959489835,0.359,2.536,-1.9
61.36959318665552,0.193,2.513,0.889
78.87625755851352,-2.182,2.003,1.161
59.89916282738558,3.479,-0.925,2.719
73.08869378090914,-1.945,-2.079,-45.529
80.09705809160099,-4.762,-0.196,-3.6
77.31970312791391,4.269,-9.481,-0.34
77.75369902796709,0.095,1.854,3.074
32.336530507012746,0.785,0.428,-1.748
74.86432865296126,-1.627,-0.299,-1.948
12.806473785877834,3.571,-1.174,-0.069
70.98422728579091,-35.159,-0.186,44.868
59.75508248697595,-1.179,-0.064,-1.21
66.73484439050006,-12.788,-0.074,6.015
85.23249098199996,-0.64,6.3,-2.219
74.1090146475182,0.127,1.778,-0.471
67.54441942648279,3.068,-1.108,1.508
89.40814902234497,-4.01,-1.275,-1.269
64.54808021338197,-0.343,-0.79,0.317
75.26212864524125,3.916,-1.74,-6.109
63.3597932091042,-0.25,-0.005,-0.27
71.44091116464935,1.832,-1.157,-1.187
87.06837897313169,0.348,-0.474,5.594
77.08915939636397,2.432,-0.161,1.595
81.65415450422293,-1.376,14.6,-0.517
77.33656752917446,2.259,4.65,-2.204
69.70817650567791,2.021,0.387,-0.287
81.57945300794401,0.153,-2.019,0.586
55.10145461238806,-7.076,-0.762,0.054
90.12547691987174,0.532,0.262,0.341
72.14028128311769,-0.077,1.278,-0.76
67.45115668140167,0.001,-6.881,4.076
77.565569357011,-0.593,0.603,0.317
17.62885034441369,0.68,-0.688,0.092
69.4226403534784,0.498,-2.556,0.09
81.48162178281744,-11.205,0.872,0.184
106.1000946091017,-3.079,-1.899,0.158
66.76258889749975,-6.045,11.425,-3.055
49.672378152637016,0.206,2.756,2.281
56.66090426803217,0.036,-5.523,0.402
65.0410011490845,-2.709,0.467,0.946
74.98968825009335,1.276,-0.533,-0.165
70.14657944923074,-44.42,4.202,5.404
90.8908012622901,-1.568,0.676,-0.459
88.56805273035057,-1.104,-4.972,-1.296
61.32452471383862,1.55,0.105,-1.979
82.05721592110275,-2.883,-1.946,-1.57
73.02593458586746,-0.484,-0.355,0.303
70.9213009815305,-2.006,-6.796,-5.313
77.27003039307897,2.234,0.487,0.475
67.43501757882984,0.508,-3.463,-0.076
61.59002284455609,-0.341,-2.836,-1.122
58.74782227303108,0.936,-0.489,-1.173
72.94338152371033,-0.034,-6.24,-1.715
67.05823225630036,2.215,-0.3,1.925
76.50323823576691,0.045,1.145,0.115
68.00685675651276,-0.041,-125.039,3.307
73.68747191145198,11.649,-0.186,-73.445
78.71595155888141,-0.613,2.284,-0.361
69.55414952581867,0.803,0.42,-9.282
99.67118131899853,0.227,0.857,-34.717
75.36234806059656,5.471,0.664,-0.07
80.4246035684832,0.122,-2.37,0.552
89.81359969600709,2.59,1.779,-1.498
64.39620157314732,-3.103,0.301,0.293
66.62239556689983,-0.493,-1.479,0.229
62.05616127345845,4.158,-0.122,-2.872
73.64093996771057,0.518,-0.525,-1.398
65.29248061856448,-1.741,-21.093,1.129
85.82491399185567,-4.575,1.648,0.814
63.43456097364796,-1.319,1.241,-0.92
75.90409074611264,-0.782,-0.478,-0.259
63.73105155453597,-0.503,-0.326,-1.215
56.57951342844097,-0.036,3.023,-0.077
56.94877244378789,-7.281,-0.12,-6.454
71.02039796612429,2.232,-0.204,-0.603
65.68225001521982,1.004,0.686,-0.141
51.39738576201406,-0.133,4.837,4.984
67.3610926822708,3.588,-0.099,-0.746
68.33055027616712,0.385,0.344,-0.591
60.88545998846843,-3.957,-2.171,-0.789
84.63572445893308,-0.428,0.141,0.289
68.92240101256446,1.254,-1.993,-1.622
64.6303680944201,3.878,-1.092,0.058
81.40867082196776,-0.023,0.034,0.468
87.53843967506738,-0.352,1.225,-1.749
63.26754886990953,1.898,2.125,-0.871
77.66659861924632,-2.58,-0.81,-0.378
65.23185284201108,-1.718,1.885,-6.644
101.81277685607029,0.166,0.089,-1.557
64.89313039107836,4.615,-0.949,0.432
84.33599644288437,2.23,0.746,-0.372
94.49398374655794,5.061,1.185,2.817
74.82241778671792,-0.196,0.662,0.893
39.088692633265055,-2.196,1.111,0.277
62.97954327106155,-1.676,0.851,2.087
61.555956861837814,1.667,0.965,0.423
114.40476614615,-0.409,-0.333,2.059
83.13972726329821,-0.042,-1.699,-3.838
66.01120741800713,-1.911,2.3,-0.353
59.9089290009883,-1.047,2.194,1.424
72.54368463195169,-1.539,-0.017,-7.877
67.39568868054046,5.683,-0.443,0.692
70.78136491394228,15.659,-143.322,-0.575
70.73608009491416,0.861,-1.167,-0.8
56.31021454415884,0.411,3.508,0.079
62.95634039867246,-0.179,-1.451,-0.011
68.80519057568543,1.27,0.609,0.304
75.1941166843478,-0.516,-1.095,1.795
75.7932758658002,0.136,-0.374,-455.298
76.01774818348387,1.097,1.76,0.468
59.29556954485901,-0.162,3.157,-1.106
64.43170655224243,-1.566,7.38,-7.854
74.61378132036202,-20.4,-2.3,-0.036
60.19883582609636,0.185,0.11,-2.424
85.63713610076114,8.977,-0.64,0.262
84.65879298807765,-0.297,-0.349,1.535
49.3874743620594,-0.862,0.991,0.233
56.79107412025047,-2.559,0.304,0.488
63.66065075463516,2.409,1.317,0.592
76.92597283506772,0.164,-0.859,0.712
61.76703852519619,1.778,0.603,0.931
61.66272310798219,0.16,2.45,-0.301
73.16102412715712,-1.126,-0.518,1.595
35.25062749829072,-0.213,0.721,-1.905
63.702490586662144,0.039,0.246,1.468
76.71714274259041,0.059,1.392,0.031
67.61565631733853,-2.099,1.104,0.514
67.21251909812035,-2.089,-3.58,0.797
75.89951170157465,-0.397,1.093,-1.867
64.37196471986327,-5.637,-14.708,-2.137
89.77460351533722,-0.533,-1.986,0.284
79.04999122858634,-0.724,-0.144,-0.829
85.30898426630358,-0.984,0.633,-3.913
52.39502421326376,1.636,3.524,-0.703
66.71749818540724,-0.391,0.943,-0.982
64.4148802986363,6.941,-0.809,-2.944
66.36395415558492,0.136,0.166,-4.017
85.39937028954807,0.137,-6.705,0.28
72.79845740236858,1.583,-0.022,-0.619
81.42484605726905,0.305,-0.854,1.882
81.41677329011979,-1.713,3.458,-1.238
50.22346148306026,-1.681,-6.433,2.317
17.788647686333388,0.857,-5.14,-0.378
72.2014288176252,4.429,0.907,0.324
78.507771716353,0.882,-0.581,0.026
58.760706934405746,2.696,-1.455,0.629
68.05868371784567,0.11,2.293,1.071
74.28125383967702,2.056,0.149,-0.147
62.53896536740354,0.407,0.513,42.128
76.55463201352634,0.781,-0.078,-0.492
93.59154149966666,0.167,0.386,-0.153
73.06015490163196,0.281,1.504,-1.213
71.56090940861831,-0.273,2.542,-1.951
57.25071538073968,5.591,-7.736,-0.139
59.548683609478246,0.016,5.471,-2.114
45.73678774214266,1.804,-0.84,-1.171
35.396463831954804,-1.402,-0.314,-4.073
55.08383822693297,2.938,0.769,-0.305
73.58788063193005,-1.943,-1.348,-2.74
73.70498705434993,-0.362,-0.419,-0.322
57.416453415415745,-0.896,0.893,1.052
54.830222841060944,6.857,5.121,0.512
62.8243808310068,0.605,-2.667,3.527
68.55496610432678,-0.766,12.641,-2.287
41.72611612938521,0.199,-0.848,-1.171
74.89829375923706,-0.637,-3.661,0.357
67.20424078870435,-1.501,-0.763,1.085
70.05303789702947,2.039,0.649,0.07
75.6300870582669,-1.975,29.831,0.083
73.74132026823548,-1.423,-0.6,-0.873
79.1368034396067,0.075,2.261,-0.142
58.925320434950265,0.897,0.674,-0.675
69.26028825887583,0.646,5.634,0.343
67.27591738764839,-1.883,0.483,-0.149
70.03397433986036,-1.1,0.504,-2.874
73.1085679060479,-0.295,2.986,0.08
72.15059572124902,-3.541,-0.463,0.324
80.06350203609223,0.529,0.191,0.391
71.39852958742406,0.378,-15.32,3.497
73.22705141943912,0.149,-8.15,11.213
71.26529369350723,-2.244,-2.276,9.69
68.48396861600197,0.159,-3.283,0.497
76.95876529335762,-19.103,4.418,0.515
68.55324051083488,-2.22,0.13,-1.518
80.38824350966813,-1.932,-0.146,-0.911
73.97480418074244,5.365,-11.189,4.104
46.8475123262464,-0.228,-1.468,-1.898
69.94876691770861,-0.516,0.502,-13.943
61.05533726810098,-0.404,-4.007,0.95
66.65107151314015,1.654,-2.054,1.699
60.099783382240794,-0.792,-1.135,6.725
69.713096120166,-1.89,2.691,-0.968
77.64873619915438,-0.658,4.001,6.114
67.07984048586431,-3.054,0.033,-54.935
70.72782450065667,0.727,-1.751,5.502
86.44444877667871,10.455,0.985,-2.987
69.54513544318702,9.782,1.465,0.129
71.98591331202137,0.124,-0.7,0.755
83.98357508813467,0.383,0.096,0.328
71.73237863177093,-0.304,0.946,0.243
78.78939200451683,2.212,-0.017,-1.398
60.162456340568305,-0.226,0.703,0.297
69.39513677510723,-0.412,14.426,-50.474
78.29288104802694,-0.092,13.829,3.425
73.88573314750013,-1.321,3.239,-0.642
64.62524281089593,2.416,2.463,-0.082
64.71578263366395,0.433,-0.474,0.475
53.698250851333114,1.616,-1.105,19.284
58.14295099813687,-0.167,-0.44,-0.261
70.56389199360555,0.61,-0.024,-15.66
50.648076361310146,-1.03,6.507,2.77
59.020746721728884,11.54,0.341,-6.127
70.14902585667244,-0.194,-0.533,-0.649
67.25995740135706,-2.558,3.1,0.36
62.306656998687,-0.567,0.521,-0.411
46.132541889174966,-0.586,0.615,0.575
76.23010993672956,0.144,8.803,0.375
94.87737560008709,-0.904,0.224,5.298
66.22466601175066,-1.141,-0.867,-4.464
70.39185649213648,-0.302,-0.102,-0.436
71.73975752394496,0.169,2.273,0.126
71.18424308562936,-3.197,0.386,-0.397
69.65715345479578,1.575,0.589,0.102
77.24241094816877,-0.243,0.58,1.494
