Response,Explanatory1,Explanatory2
183.301,73.567,79.413
183.093,57.87,71.589
183.12,71.681,60.868
175.261,67.454,45.083
197.184,62.474,61.648
173.535,63.772,44.106
204.002,59.687,78.61
169.455,80.258,81.204
164.811,64.097,85.626
162.795,63.398,42.826
172.668,67.287,22.919
185.605,68.04,58.913
157.443,66.904,19.182
188.893,64.977,68.168
207.365,72.542,63.253
186.621,64.493,81.373
146.016,66.156,2.423
172.219,53.72,87.784
159.451,61.537,-0.536
185.295,63.966,64.482
209.898,61.444,53.017
182.359,65.024,15.98
211.759,61.66,-15.216
178.523,55.098,11.34
204.639,63.331,60.722
172.134,55.043,-40.023
126.152,69.605,-16.01
177.948,51.017,92.723
184.972,62.902,10.877
181.852,66.243,107.416
142.239,70.178,90.877
178.615,66.312,91.964
181.344,56.69,39.603
185.242,65.092,49.373
171.985,55.109,40.956
201.44,55.608,33.945
148.922,65.765,66.193
142.587,67.966,83.851
171.075,47.003,135.327
210.306,64.982,51.897
151.47,56.152,75.084
223.65,57.792,67.465
195.377,67.221,38.642
202.159,70.329,85.989
182.968,63.353,75.907
174.569,63.82,61.208
180.752,60.686,71.724
171.795,83.526,33.584
163.743,71.597,91.351
194.304,53.901,82.244
170.374,34.058,103.318
182.121,63.837,86.248
163.97,68.223,51.045
167.749,61.6,73.634
170.239,61.357,39.654
159.16,59.164,33.856
161.431,60.722,122.774
124.363,60.774,57.213
189.69,61.226,97.386
185.818,60.006,62.03
178.685,62.974,45.753
162.391,74.799,67.787
147.857,79.054,68.041
163.077,63.3,78.845
187.041,67.506,83.916
179.167,61.103,84.531
176.65,66.812,84.046
192.974,72.138,62.701
172.352,62.696,96.265
166.843,45.738,58.135
205.458,61.08,93.11
194.347,61.395,93.399
189.118,64.238,42.832
168.506,60.38,56.799
183.171,49.252,98.946
168.59,60.587,55.408
185.419,56.985,63.334
224.357,46.844,80.321
171.195,54.906,52.007
140.756,56.31,84.567
247.599,81.231,69.285
162.492,66.427,109.397
174.964,58.046,26.852
167.348,63.051,66.158
172.259,60.092,89.143
168.711,57.321,20.4
114.427,62.057,-2.563
128.234,54.294,49.938
146.277,67.319,67.874
205.932,69.669,53.026
180.439,78.569,88.651
176.128,49.853,60.705
163.691,71.035,71.291
189.626,59.148,53.67
202.465,66.681,10.38
200.915,60.053,44.267
146.817,63.691,81.54
154.258,64.562,46.261
166.12,76.03,60.585
209.783,63.961,11.483
171.694,59.11,71.641
225.478,60.687,42.692
179.204,53.622,75.084
185.59,63.519,65.945
192.609,70.171,29.896
168.986,70.457,42.11
205.12,72.407,49.475
174.76,32.5,69.529
145.634,75.019,-54.689
165.859,60.129,68.98
175.069,59.198,60.374
177.391,54.157,8.316
152.447,42.853,27.859
160.33,67.747,177.493
190.094,68.133,61.172
169.289,62.535,31.166
171.75,57.984,47.854
217.823,61.467,-4.764
144.568,62.94,60.74
166.65,84.857,47.25
128.955,60.558,69.625
176.128,69.384,-25.426
177.306,61.316,44.415
168.49,60.395,74.29
162.93,64.164,47.934
184.463,43.852,64.584
170.265,63.053,32.19
169.316,76.328,63.939
141.465,68.006,143.679
184.594,59.361,58.574
169.186,64.635,77.558
257.994,56.378,43.503
169.262,57.562,97.182
162.929,60.017,152.315
133.761,63.071,76.91
198.496,55.606,98.833
161.059,62.963,23.782
147.093,51.413,29.657
160.323,57.277,56.707
191.543,82.413,195.549
179.621,65.142,50.822
177.228,66.254,72.723
185.443,79.899,69.162
218.665,69.877,98.054
198.917,71.863,68.617
98.132,62.498,58.987
161.241,63.126,66.198
196.845,70.726,117.088
165.189,51.436,-5.462
209.652,61.849,64.429
158.129,55.124,66.958
186.584,59.332,69.368
151.052,57.131,144.533
175.126,55.142,67.473
192.665,66.505,42.509
160.326,61.526,56.03
124.304,76.042,31.316
153.336,63.9,54.361
209.819,59.803,44.545
125.858,61.486,122.264
205.404,60.412,69.287
163.762,60.55,74.995
168.422,60.546,102.222
174.434,64.081,50.485
162.304,53.925,21.534
163.771,69.712,21.748
187.296,63.826,123.044
198.037,71.34,164.213
141.021,71.843,38.506
189.346,58.978,105.959
177.949,75.294,38.027
206.754,59.807,64.912
169.676,52.811,-4.681
168.901,56.962,66.583
176.595,68.874,44.57
168.777,52.454,48.038
170.928,58.903,74.525
166.245,78.483,87.948
166.109,63.188,95.994
168.695,50.902,80.31
218.38,51.201,49.607
170.775,62.281,46.748
177.808,63.425,27.999
206.586,66.127,89.167
187.269,56.955,-14.232
173.187,58.28,185.908
170.577,71.087,35.209
180.765,64.241,67.611
193.388,60.924,113.756
169.814,61.854,77.174
143.891,65.351,33.636
147.595,59.934,31.655
171.129,43.679,51.159
190.644,64.233,115.873
175.341,69.754,52.35
196.05,56.491,107.99
183.778,56.458,48.051
179.299,70.623,124.398
157.887,60.879,71.399
164.131,60.262,25.872
236.22,66.726,82.568
169.663,66.967,27.662
178.329,73.18,26.678
200.746,70.853,116.217
217.536,59.107,54.105
199.997,68.309,21.32
175.62,58.59,84.727
213.332,56.058,-9.201
144.125,51.925,107.978
178.479,65.637,88.923
202.909,61.645,90.469
184.439,66.338,37.915
275.022,61.927,63.822
189.655,80.394,47.685
183.87,55.663,93.419
96.229,63.11,52.247
158.9,62.705,0.915
147.783,66.183,55.495
199.827,74.168,60.614
184.06,79.639,89.522
158.157,58.632,49.766
212.824,60.928,81.488
146.172,61.463,-17.495
170.999,48.836,27.772
167.64,65.582,124.2
173.836,57.506,56.681
127.492,53.308,88.089
185.478,59.29,36.021
82.921,53.33,18.962
173.891,58.123,61.111
203.103,58.232,41.168
163.718,30.121,81.872
170.965,63.11,31.631
157.719,61.542,83.566
193.578,65.314,117.563
183.301,76.724,52.92
163.177,63.406,60.723
110.11,65.012,60.694
210.863,66.514,70.182
180.22,70.381,77.924
195.886,61.898,47.98
178.927,64.489,77.313
