Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
-19.963,-42.805,81.772,120.308,-2.358,-46.755,106.368,-69.053,-129.066,203.634,90.148,-98.604,114.169,-129.474,-162.431
-20.782,-52.597,151.935,156.675,74.606,-53.398,172.937,-70.813,-132.844,174.167,177.553,-150.361,81.155,-119.948,-154.925
-95.939,-26.915,129.924,161.998,54.904,-52.002,194.159,-66.741,-96.902,215.351,63.457,-29.113,8.797,-143.243,-180.493
-58.121,-37.177,180.897,122.139,57.699,-10.486,81.873,-65.27,-133.568,233.514,124.092,-99.59,73.379,-154.799,-163.667
-30.241,44.225,119.475,151.685,34.897,16.473,177.139,-57.894,-114.306,148.792,127.205,-163.434,41.348,-142.916,-159.664
-55.729,7.976,141.063,152.263,-9.54,-34.827,218.539,-86.261,-172.881,189.297,70.302,-103.971,44.005,-108.058,-164.324
-84.215,-24.094,134.976,145.887,42.526,-51.562,104.065,-56.535,-145.115,163.925,82.556,-82.404,80.969,-94.027,-196.477
1.523,-59.418,131.016,134.449,77.25,-36.385,173.195,-62.298,-162.421,178.675,14.748,-115.093,66.952,-166.76,-164.663
-72.55,-3.206,146.787,232.677,43.673,-164.827,176.064,-68.39,-137.067,117.003,136.978,-83.077,164.012,-197.514,-165.394
49.17,-33.933,149.634,163.228,58.596,-26.864,173.479,-74.454,-84.631,159.844,60.472,-83.447,127.302,-155.469,-101.327
-46.078,-45.665,99.495,143.633,47.264,-46.771,191.652,-68.196,-102.733,170.332,2.188,-137.126,90.544,-84.384,-163.158
85.033,-17.64,151.068,113.429,92.842,-83.229,200.623,-70.414,-154.59,147.652,85.312,24.87,75.732,-140.881,-156.3
-6.966,-12.48,237.63,133.27,29.038,-13.738,29.305,-49.451,-189.263,166.222,33.077,-95.691,59.421,-134.598,-165.003
-82.647,-24.932,108.448,103.522,-23.564,-52.774,146.888,-61.516,-156.166,236.813,59.183,-163.827,75.338,-113.403,-181.48
-36.928,-14.432,144.343,127.225,74.802,-112.766,166.457,-59.174,-124.917,254.972,177.065,-153.027,118.307,-182.593,-167.89
-46.277,-66.974,146.151,154.81,166.291,-52.094,155.969,-44.687,-127.185,193.393,12.729,-27.363,52.273,-102.015,-156.108
