Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9
185.893,-25.839,22.451,-67.301,181.838,150.801,-41.47,-90.143,-135.706,91.224
204.898,-19.645,20.437,-73.399,233.585,95.113,-34.112,-93.182,-70.201,94.198
193.795,-30.513,17.349,-67.076,204.906,130.71,-81.346,-94.85,-61.21,88.717
186.875,-47.353,-44.617,-73.392,203.353,130.288,-55.024,-95.039,-31.564,99.075
175.702,-14.372,5.735,-82.397,159.46,143.204,-55.815,-96.181,-97.838,94.768
166.002,-50.023,-11.354,-78.447,166.849,128.526,-51.951,-92.301,-140.792,100.38
180.48,9.963,33.548,-71.318,132.474,196.744,-50.718,-95.41,-79.688,91.97
174.466,2.23,21.194,-76.989,231.444,133.026,-33.676,-92.183,-89.357,87.531
133.536,-19.37,-23.222,-72.062,247.841,160.061,-49.421,-94.307,-21.215,92.111
157.996,-18.695,5.565,-72.765,195.597,143.667,-50.968,-95.231,-84.69,109.164
229.341,-30.178,-1.783,-72.068,200.371,116.707,-56.399,-100.677,-42.45,87.649
181.983,-37.797,-6.267,-72.072,213.366,141.892,-31.587,-91.508,-63.51,89.223
143.108,-17.414,-7.556,-73.933,239.512,137.519,-53.027,-96.927,-98.57,91.766
207.775,-16.096,-9.084,-69.884,178.35,159.319,-35.385,-93.288,-65.869,86.259
166.305,-16.377,11.493,-71.143,208.08,159.458,-27.979,-97.652,-90.459,94.633
193.921,-25.657,13.34,-71.392,203.857,166.904,-57.427,-97.067,-95.171,91.933
134.916,-16.849,17.722,-69.026,203.418,141.667,-49.644,-90.592,-149.798,98.364
157.996,-25.483,-24.526,-72.361,180.382,42.879,-85.359,-91.577,-75.826,100.391
182.795,-45.983,5.112,-80.33,198.995,154.299,-49.413,-96.598,-65.582,91.81
153.229,-66.868,-16.29,-72.256,197.813,168.354,-53.042,-91.007,-50.566,92.014
177.561,-56.327,-6.407,-73.932,206.389,123.902,-54.829,-96.295,-36.204,94.622
201.113,-19.544,94.391,-68.254,204.648,131.931,-59.458,-92.519,-67.855,86.84
305.746,10.221,-6.901,-73.029,209.365,130.419,-55.417,-93.65,-62.008,78.96
183.072,-19.899,9.13,-65.024,186.383,168.766,-64.697,-100.713,-52.932,93.416
172.705,4.463,10.085,-71.02,158.658,150.627,-58.166,-94.957,-83.707,93.396
185.021,-13.837,-8.02,-72.649,211.024,109.891,-34.91,-95.938,-96.16,89.497
162.441,-31.607,-6.619,-66.262,180.251,170.799,-60.055,-97.007,-6.324,87.024
209.422,-45.053,-11.476,-70.903,186.717,143.457,-56.866,-93.27,-92.67,85.758
169.178,-1.647,-20.473,-73.767,223.091,130.992,-53.961,-96.747,-92.177,97.059
145.08,24.84,39.385,-72.693,202.987,145.201,-59.665,-92.894,-31.989,94.782
225.938,-35.83,43.747,-72.541,152.33,130.866,-47.646,-95.509,-34.562,93.241
162.346,-31.243,3.632,-67.473,218.119,152.44,-51.614,-92.853,-41.424,93.108
144.426,4.53,-0.41,-72.904,205.381,162.669,-59.705,-94.358,-65.521,94.319
172.274,-9.364,22.144,-72.377,138.958,149.239,-66.744,-95.464,-134.048,105.544
151.43,-14.042,-21.306,-73.311,217.56,138.261,-52.507,-95.167,-63.72,88.538
198.79,-24.933,21.093,-66.57,166.501,84.005,-56.791,-95.622,-15.749,96.019
165.577,-15.62,5.268,-71.777,153.855,155.081,-34.733,-95.099,-16.075,87.51
182.295,2.7,-14.791,-72.477,217.989,169.852,-38.602,-95.479,-55.11,89.852
151.89,40.251,16.873,-72.943,183.146,142.567,-49.1,-97.415,-55.466,94.372
160.178,-30.467,9.339,-69.108,205.84,151.995,-53.568,-84.46,-152.769,93.925
89.584,-17.963,-140.513,-74.798,244.893,125.503,-59.494,-93.545,-44.56,90.13
159.588,-7.114,-22.213,-78.379,235.397,112.12,-46.986,-89.917,-68.651,101.159
201.043,-30.819,-36.378,-71.117,148.727,151.462,-60.619,-93.877,-57.298,96.401
176.923,-4.011,13.684,-69.588,186.199,127.829,-73.322,-96.54,-75.244,91.636
143.398,-45.57,27.55,-74.66,238.999,135.735,-69.689,-87.715,-88.416,93.876
155.538,-25.801,10.654,-69.941,147.992,137.774,-67.59,-86.976,-138.955,89.707
81.248,-19.304,-6.791,-69.834,211.404,145.145,-86.787,-91.724,-36.76,91.885
184.569,-16.079,-17.57,-72.862,155.816,115.865,-30.567,-95.543,-100.319,92.064
208.839,-28.336,-12.742,-69.274,161.253,150.035,-51.922,-101.942,-99.475,90.83
139.707,-80.417,17.298,-71.606,184.586,132.993,-89.651,-84.777,-50.917,86.226
135.168,-31.138,-1.847,-71.302,168.367,142.883,-24.443,-96.199,-70.972,99.69
112.302,-79.321,-14.481,-78.907,198.993,161.719,-53.167,-94.154,-49.827,97.777
173.201,-13.887,27.112,-68.518,216.691,152.716,-55.432,-96.187,-102.488,88.821
117.161,-20.385,13.369,-71.248,189.396,116.553,3.186,-96.791,-80.402,94.941
162.161,-24.241,1.727,-73.258,177.681,130.491,-60.957,-96.401,-54.872,81.28
222.142,-15.596,-0.653,-80.069,181.664,134.883,-35.812,-96.392,-57.592,92.67
117.249,-18.075,49.975,-67.815,229.874,134.686,-52.135,-94.632,-68.467,89.707
157.491,-20.945,-1.117,-70.326,164.253,158.034,4.999,-98.532,-63.955,94.052
194.416,-11.976,-16.088,-69.023,200.368,139.999,-55.875,-100.613,-42.298,91.171
140.955,-11.939,17.287,-72.758,201.311,67.678,-56.9,-106.464,-68.273,92.175
177.482,-30.611,-7.353,-71.501,269.387,121.246,-62.063,-93.621,-74.908,102.498
287.15,-18.991,-43.069,-70.234,226.045,122.321,-51.018,-105.415,-70.325,93.306
166.993,-1.93,6.672,-72.456,184.514,221.988,-47.602,-95.732,-81.257,89.028
141.508,-9.487,-16.789,-73.29,241.595,149.099,-89.09,-96.243,-65.379,78.787
174.883,-12.204,4.238,-70.39,200.786,162.261,-61.094,-96.004,-63.961,94.394
191.072,-9.582,16.264,-77.869,193.064,102.824,-43.146,-92.063,-41.285,91.985
205.778,-47.031,-1.249,-69.984,188.446,157.863,-8.711,-99.045,-76.067,94.13
151.428,-5.966,17.118,-74.45,64.948,99.05,-40.67,-96.002,-81.994,90.964
185.077,-53.61,68.573,-71.549,204.12,128.032,-54.628,-95.676,-79.191,93.009
171.0,-82.872,6.059,-71.068,183.591,151.128,-38.748,-95.46,-68.291,90.962
175.588,-25.855,48.354,-74.751,211.093,129.941,-6.977,-100.81,-55.579,86.577
160.7,16.492,26.69,-73.283,192.034,159.978,-41.604,-95.614,-106.523,94.315
240.469,18.222,12.706,-65.846,193.418,143.008,-53.956,-94.744,-72.932,87.923
160.32,-20.089,7.351,-71.994,172.209,172.499,-52.537,-94.968,-71.675,98.573
176.061,-26.246,15.222,-74.404,184.03,141.34,-43.941,-89.224,-28.667,90.983
118.448,-16.436,-26.708,-68.949,181.471,112.994,3.745,-91.624,-66.534,91.037
174.129,-18.736,-5.742,-69.812,274.017,133.25,-48.659,-97.845,-70.788,91.401
197.305,-9.967,26.723,-79.818,255.667,148.647,-51.425,-95.956,-100.621,80.683
181.625,-32.116,-17.211,-67.93,198.023,166.807,-52.508,-98.979,-35.17,91.962
137.392,-14.559,6.568,-76.06,190.182,191.082,-47.085,-92.029,-89.446,83.179
93.16,-12.507,-1.837,-73.276,218.135,139.25,-61.463,-95.924,-68.541,90.716
215.363,-21.019,-4.121,-71.705,215.865,113.966,-47.092,-94.459,73.599,96.965
175.292,-29.072,6.564,-67.654,124.037,149.009,-18.51,-93.703,-56.136,91.002
135.381,-13.719,6.181,-71.842,203.283,143.32,-61.57,-94.543,77.374,91.069
150.171,-25.003,44.408,-70.475,224.103,84.61,-56.645,-97.975,-63.045,91.061
154.235,-17.497,75.816,-69.248,186.11,182.659,-57.3,-94.22,-127.115,91.072
231.777,-33.002,4.593,-71.715,127.232,149.152,-65.343,-92.743,-49.606,92.822
203.56,-7.9,-58.433,-76.351,193.682,133.953,-52.699,-94.41,-39.025,87.159
208.551,-24.16,-16.362,-71.211,226.428,137.17,-50.373,-87.658,-36.737,85.001
199.359,-7.697,7.677,-72.586,208.29,142.171,-30.865,-97.858,-48.568,89.78
171.493,-49.725,64.908,-73.511,175.694,201.14,-45.959,-96.592,-53.829,88.632
202.402,7.503,-12.182,-61.188,197.024,139.055,-53.02,-91.298,-100.03,92.87
