Response,Explanatory1,Explanatory2,Explanatory3
171.966,172.671,90.121,-27.397
172.48,167.615,52.155,-43.609
195.899,175.736,195.314,-29.285
171.318,175.997,82.66,-46.919
181.8,173.192,102.517,-37.897
176.337,175.529,24.593,-49.977
180.366,178.011,108.274,8.12
150.443,174.574,78.4,-31.24
243.53,177.648,75.603,-58.632
164.939,173.839,127.183,-63.21
193.814,176.073,162.902,-30.96
188.895,174.599,114.25,-56.564
186.117,175.095,47.359,0.572
189.109,173.526,94.746,-46.41
180.616,173.442,99.27,-60.802
175.902,177.13,65.437,-45.666
176.806,176.701,-7.427,-70.731
179.827,175.014,65.06,-38.76
184.164,173.725,113.953,-27.902
186.563,174.707,45.976,-34.687
173.447,176.066,139.676,-34.125
176.972,174.402,92.995,-32.308
167.337,174.927,99.903,-34.409
176.023,177.195,-56.42,-35.499
174.293,175.676,293.564,-37.321
151.23,177.903,108.676,-57.31
184.104,175.346,88.061,-59.608
181.947,176.375,46.663,-74.901
178.647,175.541,55.095,-46.287
180.392,174.883,46.024,-39.235
177.094,171.945,107.557,-56.477
193.069,173.956,97.116,-56.049
171.975,177.136,109.651,-40.272
181.654,174.246,93.085,-43.465
177.577,174.152,111.669,-40.317
181.463,176.505,110.402,-34.675
147.327,174.511,122.707,-10.818
189.22,177.123,76.962,-37.266
174.436,173.823,109.359,-41.11
175.058,173.979,36.441,-26.049
176.285,172.344,80.319,-36.332
184.753,178.452,163.892,-48.061
189.697,173.523,218.379,-39.692
202.264,174.999,225.222,-76.022
189.329,174.576,73.639,-54.654
165.008,173.885,76.076,-47.681
163.141,172.599,190.78,-43.095
190.974,174.071,60.322,-14.242
179.357,174.691,110.703,-51.654
139.465,174.124,126.16,-35.039
173.068,174.283,62.516,-50.313
121.813,171.255,29.265,-27.115
220.724,172.545,77.701,-44.021
180.271,175.13,94.535,-137.364
219.664,172.957,189.556,-56.943
143.644,173.771,49.771,-28.301
170.475,174.491,98.611,-38.45
175.188,173.704,92.731,-76.662
165.684,175.197,116.452,-22.712
200.754,174.307,65.746,-28.681
170.736,173.71,97.381,-45.236
178.025,173.63,69.212,-49.467
189.691,175.29,123.78,-2.96
185.275,174.793,63.36,-50.397
204.599,174.606,106.502,-28.736
171.185,176.946,72.774,-28.547
171.353,173.961,73.072,-47.462
174.921,174.421,100.458,-31.827
181.838,175.442,213.963,-43.836
192.221,174.399,111.3,-51.577
159.778,177.119,105.073,-81.765
182.069,174.651,114.473,-18.526
179.962,175.248,65.998,13.995
176.834,173.23,114.386,-76.282
180.18,174.194,99.555,-47.333
