Response,Explanatory1
66.998,176.554
67.065,105.313
5.754,124.72
38.338,-11.155
69.003,127.537
22.484,118.293
60.717,133.297
14.289,5.537
32.778,104.352
92.215,118.66
49.495,143.053
69.57,114.632
104.647,132.92
20.819,160.602
56.58,38.53
43.436,192.739
88.458,172.147
51.859,111.466
93.109,155.65
106.035,-22.714
66.392,92.028
63.541,124.801
124.551,117.592
34.82,147.122
-4.403,132.092
53.354,78.151
46.546,66.178
127.06,114.145
-16.33,179.391
63.987,117.158
-18.481,163.409
4.867,125.351
59.126,140.813
6.055,109.535
55.235,205.217
47.118,152.435
57.879,146.219
66.857,-25.051
2.332,119.099
67.326,132.322
58.144,150.311
87.191,107.653
143.969,133.155
54.606,119.334
-40.287,107.654
109.815,190.478
63.71,215.177
103.726,138.897
92.933,138.266
22.181,122.147
93.109,135.99
9.152,128.743
51.915,106.857
7.384,115.65
47.224,156.232
66.755,150.627
97.112,122.182
57.558,149.971
55.418,172.988
69.282,128.488
20.794,154.152
80.235,100.365
49.633,137.411
239.011,-23.394
53.844,164.895
-0.711,129.061
123.852,144.446
58.697,205.677
16.265,94.187
79.104,234.726
-18.967,107.433
30.909,180.31
44.102,134.993
99.598,42.697
52.726,143.844
76.315,119.389
44.972,140.205
21.498,247.226
128.911,117.323
35.514,149.328
54.057,56.792
37.174,121.526
46.544,183.676
-12.792,142.108
71.252,115.295
82.451,85.222
155.033,22.756
58.933,144.248
68.889,136.684
57.278,170.695
187.45,95.478
66.334,161.169
72.575,122.867
59.594,107.067
51.167,123.178
74.221,94.521
-38.796,125.557
53.973,150.997
18.644,176.091
48.472,90.843
114.047,28.997
8.96,128.789
94.535,144.361
52.716,129.839
50.43,91.996
52.391,139.604
89.728,105.737
27.351,159.352
35.538,131.488
63.164,164.463
85.122,125.4
60.891,160.166
65.668,106.861
55.728,124.69
71.273,89.935
81.0,140.634
60.553,140.7
53.864,114.07
47.314,145.401
77.413,200.189
62.41,149.394
113.52,163.692
24.664,23.906
50.454,146.778
81.16,111.532
58.791,112.104
44.52,9.929
28.126,140.605
75.333,110.726
-4.812,142.626
55.926,110.581
-3.449,208.029
178.787,171.202
17.92,103.194
115.511,134.698
93.073,146.11
72.843,160.008
79.308,137.861
146.945,131.474
105.884,111.27
59.052,135.456
55.369,92.455
79.785,138.053
48.062,56.099
67.198,141.391
48.536,115.435
49.034,65.973
80.288,15.944
46.035,174.746
68.265,121.128
70.684,126.636
61.509,145.369
54.105,210.568
53.559,128.567
81.297,99.712
-21.947,123.089
58.273,88.872
17.563,61.409
60.107,183.141
26.154,96.025
128.145,90.45
60.17,125.789
42.574,73.426
29.524,48.126
84.772,160.209
58.217,137.485
30.023,128.987
23.583,181.134
47.868,141.653
35.802,174.503
32.994,93.577
-34.24,101.145
29.192,152.798
58.533,165.173
24.928,42.549
27.695,148.534
69.201,149.7
63.741,183.255
202.396,207.83
28.314,131.547
73.158,143.686
50.255,100.112
-22.039,130.182
53.903,150.672
118.686,158.049
52.481,87.266
126.102,41.646
-12.893,151.632
129.652,61.5
54.085,125.324
62.375,150.49
-8.875,108.193
40.185,141.932
26.552,203.909
81.312,140.599
67.409,93.254
45.949,183.04
89.785,92.289
112.714,79.225
65.585,126.066
58.129,79.513
24.276,162.071
-10.445,168.455
173.821,145.996
93.651,118.84
41.634,237.557
56.338,88.875
133.146,100.654
78.517,94.189
66.204,119.274
74.842,164.324
53.619,155.432
-3.066,120.932
-30.437,43.171
-101.874,124.378
38.34,150.321
30.075,161.616
47.37,129.359
125.642,113.32
82.609,133.871
38.2,120.079
65.451,156.18
30.197,123.363
22.198,87.573
55.05,211.738
66.271,147.302
115.804,135.769
17.218,117.301
76.243,175.215
98.763,129.701
89.794,118.888
57.343,148.37
-56.012,0.211
50.615,133.154
28.402,141.384
114.837,161.649
22.563,166.866
9.141,100.158
132.965,141.34
27.324,106.64
53.871,130.117
26.221,149.045
43.257,79.613
55.863,108.377
65.463,94.607
26.639,118.573
108.151,113.937
38.151,160.075
64.325,119.627
59.421,140.791
49.654,154.014
65.098,129.42
77.728,140.644
36.638,131.732
79.503,132.21
37.583,152.645
94.885,118.122
61.627,96.859
42.005,155.829
-68.151,155.07
88.389,144.128
57.53,98.725
112.252,204.469
47.671,122.608
29.064,111.492
99.01,139.306
80.528,157.796
44.69,172.71
104.926,73.673
-11.481,123.394
41.628,140.31
48.831,20.167
-3.875,151.214
73.779,68.217
50.648,57.033
51.778,203.533
93.099,148.64
77.283,209.545
39.992,149.387
25.44,85.696
46.95,152.733
55.881,187.349
126.482,152.72
-50.808,128.651
-6.523,132.035
55.795,110.29
24.801,215.671
60.161,115.918
137.951,174.161
37.291,149.986
-12.038,149.023
63.05,110.683
58.803,169.474
56.947,36.331
90.462,129.263
53.719,158.222
6.811,131.45
53.52,127.638
32.904,124.069
31.259,53.123
13.799,85.332
96.209,103.95
26.461,43.945
58.977,125.728
27.231,124.431
41.505,123.613
96.809,111.101
76.391,131.922
69.008,70.888
105.172,111.639
53.2,106.174
56.83,131.446
47.08,156.512
71.717,132.618
79.254,202.198
217.585,133.382
34.287,182.368
51.052,139.892
141.42,120.789
11.318,138.073
-14.508,121.275
78.801,149.787
86.667,147.152
-0.607,134.422
50.17,132.551
14.596,136.847
87.931,93.405
62.651,111.838
40.669,66.166
92.341,144.001
75.472,137.752
63.37,133.837
-10.776,23.914
56.309,-5.211
-8.843,73.17
64.337,228.181
77.763,197.29
49.947,205.216
97.928,179.588
69.418,137.798
81.66,144.989
51.79,157.052
41.694,139.405
55.478,100.62
56.452,98.177
43.104,109.53
95.671,109.432
73.803,287.121
103.463,108.183
89.16,91.105
-57.8,171.672
104.599,158.201
51.63,75.533
-0.319,127.112
43.01,128.33
52.532,120.775
-75.707,120.077
-4.512,-37.45
46.582,128.329
92.636,102.303
61.32,183.637
60.925,47.453
110.028,88.055
43.782,107.583
53.824,-38.221
76.199,157.349
65.885,116.347
-49.704,142.586
-6.255,127.879
41.868,78.15
