Response,Explanatory1,Explanatory2
-33.066,174.299,31.058
40.86,137.683,-52.71
7.442,111.869,15.425
84.473,81.419,52.796
8.952,53.201,28.235
2.594,52.111,-9.678
25.485,120.748,25.48
17.005,36.692,-63.317
-53.051,92.637,45.428
15.423,115.224,-57.083
21.926,19.968,19.718
35.887,68.961,-7.479
11.537,100.546,-13.194
30.916,44.697,22.687
9.118,131.393,30.734
68.278,141.297,19.575
39.936,69.267,-0.654
0.388,93.618,-53.604
31.726,39.91,30.378
20.884,55.084,3.856
36.3,111.218,72.905
81.672,117.21,11.117
-29.276,-9.837,-60.45
70.713,165.412,49.578
55.33,71.876,19.472
44.482,121.435,34.321
35.967,100.09,52.398
19.227,102.751,4.846
33.154,81.313,14.492
20.917,96.463,-13.735
-27.731,87.144,9.752
-5.102,108.844,-20.61
33.541,90.671,-39.881
1.578,104.05,41.099
36.22,42.323,2.768
21.593,91.166,67.82
16.436,122.787,95.38
-46.096,118.739,-0.139
-37.779,96.746,25.451
27.282,51.521,52.508
39.699,60.327,15.422
-8.251,45.105,88.1
-26.004,99.536,26.234
-24.512,100.629,39.822
12.595,137.713,2.918
37.181,65.842,45.678
-2.831,90.59,94.469
52.242,71.67,-2.371
28.664,48.794,22.944
-11.955,115.261,17.952
14.806,155.305,-38.305
-2.804,57.066,-5.968
-9.476,106.595,28.04
35.201,100.962,25.489
-47.863,108.098,23.87
1.417,117.456,51.215
41.738,67.173,-64.823
53.897,101.546,87.353
-20.234,60.761,18.363
-1.935,60.469,-28.59
49.234,77.554,32.793
-27.168,69.928,23.351
-20.986,109.742,32.593
58.929,83.248,0.945
-1.664,72.427,-16.041
-2.769,59.016,38.957
-18.918,78.975,49.033
-9.785,19.703,-11.527
19.002,81.949,20.819
54.747,88.476,53.248
-48.819,112.859,26.181
3.894,74.34,-8.77
41.858,25.646,9.554
19.159,84.793,-15.086
49.179,120.919,-1.53
-0.225,106.902,0.453
-7.448,113.665,-9.993
-21.049,47.1,-10.621
11.494,108.763,53.894
-6.505,91.436,34.83
53.925,127.157,29.564
35.896,48.335,40.32
0.493,44.177,-61.866
7.541,92.366,-18.098
-0.064,55.518,-7.138
7.949,117.72,-55.028
51.989,104.398,57.413
9.138,73.247,-34.745
34.703,90.115,38.412
-50.012,67.188,77.932
