Response,Explanatory1,Explanatory2,Explanatory3
-60.164,54.978,181.139,-31.703
-121.288,52.342,185.101,-19.024
-175.051,51.608,165.135,-39.695
-131.865,55.63,166.866,-26.996
-204.295,54.02,174.837,-35.537
-106.339,53.915,187.129,-14.728
-160.015,51.749,174.239,-40.619
-136.663,50.733,178.893,-36.325
-118.036,54.623,172.468,-31.95
-114.622,51.431,157.928,-23.018
-144.173,52.043,174.289,-31.815
-114.828,51.737,175.686,-41.147
-147.892,54.409,171.212,-38.958
-135.901,53.53,178.097,-28.485
-153.943,52.012,146.891,-26.632
-178.171,55.995,197.875,-26.305
-135.289,53.442,161.442,-23.386
-107.12,55.172,190.257,-39.528
-162.766,53.303,145.318,-34.603
-128.236,52.239,153.72,-41.309
-92.599,51.706,153.615,-19.287
-105.744,52.03,187.186,-44.026
-186.998,52.76,171.277,-18.814
-147.648,55.378,149.163,-26.909
-130.646,54.426,175.424,-39.018
-109.713,54.174,175.809,-23.234
-121.314,55.02,197.562,-34.998
-132.841,52.204,197.689,-39.067
-75.583,51.958,162.78,-20.936
-102.338,54.084,207.293,-39.516
-106.533,54.308,203.683,-18.744
-184.316,50.572,178.602,-33.889
-114.954,53.228,179.552,-31.981
-139.845,52.932,148.557,-28.635
-112.671,52.128,182.241,-23.753
-104.193,51.293,177.271,-27.783
-147.983,53.094,163.955,-15.681
-119.763,54.329,165.699,-10.74
-86.853,50.461,172.918,-11.543
-168.055,52.739,186.006,-18.997
-141.043,46.184,164.379,-23.934
-91.129,51.935,178.566,-20.682
-118.77,53.587,176.368,-46.1
-152.862,53.069,165.771,-27.853
-116.905,52.346,178.785,-15.029
-99.946,54.463,197.042,-22.285
-137.736,51.057,165.165,-23.736
-135.755,50.993,191.066,-33.594
-92.124,49.535,166.003,-25.988
-85.45,52.037,168.424,-22.528
-130.741,53.215,180.231,-8.952
-124.188,51.658,162.927,-37.506
-127.639,51.475,167.95,-43.199
-91.772,50.788,147.759,-32.787
-120.538,54.402,173.337,-22.387
-150.625,49.388,160.994,-46.027
-132.64,50.999,168.391,-36.491
-114.779,51.853,177.275,-30.462
-86.038,50.852,169.977,-30.844
-123.2,52.664,156.446,-16.116
-131.502,56.523,138.247,-19.641
-108.39,50.686,163.182,-35.736
-133.101,53.409,168.373,-28.932
-157.645,52.071,163.991,-28.816
-131.459,51.902,183.5,-27.694
-148.413,52.353,154.756,-36.932
-137.812,50.761,158.419,-28.314
-119.05,55.306,186.618,-28.861
-119.963,52.645,177.272,-32.966
-110.259,52.999,171.615,-33.49
-125.062,52.315,175.121,-29.586
-91.845,54.235,172.863,-27.459
-129.232,53.084,169.385,-40.174
-122.743,53.588,166.027,-35.356
-145.366,49.714,173.669,-46.855
-156.757,52.063,169.34,-24.743
-173.199,51.766,192.14,-35.167
-123.194,53.662,191.889,-30.901
-147.492,50.076,193.113,-35.211
-130.732,50.217,151.282,-32.522
-109.98,54.032,179.782,-32.529
-120.662,51.019,170.929,-37.924
