Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
147.866,143.398,7.356,178.791,173.428,34.4,113.138,114.793,69.958,-80.092,13.408,-36.025,-220.92,-129.56,-163.228
142.66,165.573,10.987,162.019,170.672,25.406,111.046,91.501,121.592,-113.105,39.51,-39.467,-134.132,-125.379,-185.976
120.944,134.491,10.315,166.859,151.798,-55.365,103.64,125.898,114.83,-79.499,25.401,-46.394,-172.606,-121.21,-193.021
87.834,152.997,12.403,163.669,136.618,-27.234,112.286,168.065,134.529,-48.4,18.683,-31.009,-205.293,-122.147,-176.453
111.908,171.476,6.406,143.402,178.807,-1.729,103.366,134.879,145.844,-76.978,29.547,-40.814,-227.959,-116.091,-169.499
148.721,161.86,14.321,148.821,177.374,-23.387,106.707,131.736,153.011,-73.43,-21.221,-30.778,-243.337,-132.417,-149.766
156.767,161.611,18.396,164.322,177.006,-57.68,112.453,144.791,168.029,-56.165,-0.45,-41.682,-224.682,-137.096,-159.225
52.187,149.905,9.072,146.4,174.526,-16.529,113.415,103.361,94.527,-99.649,6.036,-36.774,-218.047,-123.446,-193.674
87.869,162.774,8.894,150.592,166.657,-3.374,103.95,161.417,88.32,-52.107,20.038,-41.258,-235.548,-130.874,-165.486
164.002,168.822,5.844,135.728,175.173,-48.926,106.219,91.791,104.566,-98.962,26.283,-8.642,-119.455,-112.593,-162.931
129.184,171.327,9.076,159.751,183.758,-55.741,106.994,125.072,106.325,-112.557,38.517,-25.57,-144.794,-102.243,-172.644
102.301,185.369,0.816,152.864,190.969,-10.693,112.383,155.329,153.934,-91.627,27.235,-47.486,-201.847,-141.133,-160.239
103.521,150.448,-8.44,157.183,153.629,23.42,107.563,102.931,127.794,-75.839,39.87,-1.634,-139.832,-128.158,-154.664
101.716,164.815,10.723,141.509,182.931,-74.511,107.273,74.951,134.024,-91.823,12.75,-7.905,-241.699,-123.413,-170.368
65.135,154.369,11.415,163.783,164.908,-18.41,109.506,137.499,118.9,-110.526,54.54,-53.46,-146.376,-145.074,-175.632
91.682,170.12,7.3,172.728,178.831,-9.328,109.956,139.666,153.455,-113.128,30.922,-34.799,-209.7,-126.757,-173.623
92.37,158.293,11.507,165.515,175.678,-20.267,108.871,120.774,122.475,-94.755,30.307,-50.679,-251.491,-135.421,-151.949
67.372,163.969,7.124,158.343,186.45,5.105,110.446,70.128,149.361,-88.544,24.182,-34.73,-211.857,-124.678,-155.589
146.317,185.845,4.652,157.66,166.986,33.249,111.594,85.053,141.667,-58.654,28.679,-23.703,-186.45,-110.717,-128.306
93.8,171.467,1.196,158.359,188.888,-66.406,108.646,129.921,189.214,-109.809,43.392,-72.039,-260.491,-124.871,-151.294
120.87,156.597,11.671,147.803,196.357,-43.01,111.472,135.648,134.262,-58.75,14.372,-56.486,-141.726,-137.595,-189.019
139.169,162.994,7.57,149.94,176.786,-16.513,112.969,206.647,106.437,-70.526,21.37,-41.091,-193.303,-118.388,-183.387
88.703,156.763,6.144,173.541,169.922,62.932,109.792,80.293,101.312,-86.43,52.617,-28.776,-191.485,-129.634,-171.802
116.711,182.031,7.614,122.791,201.792,17.87,109.65,112.109,135.792,-61.641,22.162,-34.555,-164.314,-145.569,-194.277
116.995,132.55,17.187,149.123,175.491,80.915,109.522,53.445,192.549,-102.248,8.746,-61.34,-177.502,-136.648,-169.565
135.637,181.681,15.82,138.008,170.333,-67.06,106.905,119.824,143.33,-84.775,39.15,-34.523,-217.564,-121.424,-161.861
116.009,176.383,10.877,149.557,212.997,-38.683,111.93,168.105,149.917,-103.148,39.72,-40.107,-193.686,-124.039,-197.369
148.404,173.684,16.155,143.202,145.262,-11.99,106.78,154.964,126.117,-90.642,31.538,-44.183,-204.694,-130.401,-187.106
162.569,145.766,15.671,167.749,195.711,-42.715,111.515,142.994,101.557,-93.911,23.129,-27.466,-187.715,-122.434,-181.213
