Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14,Explanatory15,Explanatory16,Explanatory17,Explanatory18,Explanatory19
-149.864,119.276,161.241,131.787,-43.481,-101.895,84.661,-20.856,-165.912,167.64,99.7,-180.113,14.988,151.975,74.485,-153.238,-122.305,-182.732,-142.276,150.037
-168.603,110.735,185.001,161.838,-38.388,-106.628,100.526,-21.361,-80.692,175.938,115.951,-177.843,32.802,160.256,86.452,-158.204,-34.537,-154.559,-139.548,152.662
-161.949,154.941,151.977,172.674,-36.76,-137.179,130.589,-12.382,-176.902,164.994,101.624,-183.521,29.471,173.247,89.08,-156.832,-128.817,-139.405,-141.383,151.218
-172.111,133.108,168.436,135.308,-45.165,-123.603,101.215,-20.989,-138.809,166.402,171.994,-164.382,24.163,171.062,65.257,-156.031,-152.184,-127.538,-142.397,148.487
-92.821,177.514,168.775,274.877,-34.01,-119.752,131.64,-23.871,-94.066,168.916,146.624,-183.922,39.815,178.787,71.227,-156.764,-59.468,-168.19,-140.713,149.869
-169.91,157.163,155.086,177.831,-25.209,-118.571,105.604,-15.036,-158.093,169.256,111.46,-166.193,36.581,175.385,70.828,-157.977,-99.384,-148.458,-139.565,150.334
-157.326,56.978,195.299,226.297,-50.092,-142.681,116.421,-18.337,-131.621,162.248,95.039,-164.954,31.01,148.908,70.461,-157.014,-47.248,-151.11,-145.712,150.426
-130.137,104.57,195.554,150.748,-39.876,-80.564,73.664,-25.56,-105.877,176.224,94.738,-177.057,31.108,165.401,79.142,-157.365,-69.741,-163.226,-140.993,150.119
-122.917,123.577,163.104,193.901,-33.033,-142.24,54.23,-18.937,-150.108,170.783,130.715,-165.825,6.54,155.817,71.693,-156.646,-121.974,-151.102,-141.831,151.71
-156.361,91.5,253.224,155.438,-42.031,-127.744,143.003,-28.869,-134.956,165.288,129.842,-159.724,33.297,134.219,99.82,-157.064,-103.393,-155.335,-139.774,150.572
