Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14
88.76831847543224,80.655,57.968,56.989,85.934,110.005,40.356,42.859,49.64,21.221,30.685,31.132,38.835,41.068,124.008
103.61490444953616,66.998,115.633,76.629,56.751,56.676,56.397,49.802,74.41,20.356,74.589,110.44,91.338,86.583,33.664
207.394,76.234,63.729,59.77,90.715,98.078,36.922,51.878,73.335,13.062,90.29,37.693,70.174,73.902,49.253
146.10875929114508,31.292,55.513,97.01,74.781,144.644,-8.902,77.406,70.499,45.163,122.687,140.578,66.856,76.908,62.684
70.5223371195992,76.427,59.147,53.817,83.92,92.287,47.635,96.101,85.388,14.454,42.092,46.078,59.687,50.031,-25.028
200.57575760976835,54.179,90.853,67.733,94.53,56.188,104.84,59.027,100.344,112.403,51.412,127.129,56.346,71.964,98.632
122.46437372572223,68.468,54.186,46.043,90.189,106.14,68.897,75.516,128.092,5.819,67.106,53.017,76.272,37.385,10.758
195.24759962466794,65.818,78.51,-30.534,75.926,118.339,77.921,97.923,137.435,69.858,123.291,-18.654,75.064,59.729,105.272
155.12009717947672,109.511,82.116,45.022,112.555,121.303,64.626,80.69,113.27,10.741,77.282,171.135,96.903,36.297,103.07
171.39146742874425,31.163,90.079,52.342,79.972,105.946,-4.308,88.17,136.035,69.16,67.862,13.405,96.789,65.928,82.941
140.32249410842604,57.265,59.901,66.161,97.059,145.529,65.42,53.685,98.729,87.191,69.493,28.11,95.993,37.223,79.997
157.71220824013085,83.817,74.556,-0.639,89.253,92.257,61.263,36.378,122.358,77.593,107.005,-4.946,70.943,25.437,31.272
112.8760379522297,53.82,75.412,49.999,85.887,111.163,33.401,72.392,88.653,36.649,79.032,9.136,67.083,50.265,-25.68
175.13749343652808,35.301,47.071,24.181,76.413,105.702,48.434,57.289,61.953,66.104,79.427,29.923,73.469,57.746,30.731
51.63315260190781,36.493,70.802,88.131,94.804,152.47,-19.158,50.122,60.939,80.362,70.794,42.76,60.725,102.271,67.655
148.09941513552099,35.068,99.511,37.303,70.002,87.713,40.218,67.354,79.838,36.481,54.674,95.963,99.701,78.379,78.246
61.36953538237543,123.146,88.043,100.485,95.377,150.136,39.907,63.893,67.187,74.97,66.229,-23.849,56.473,42.183,103.33
169.68486040417696,10.468,126.051,26.693,103.892,76.972,81.534,56.77,49.476,55.225,72.813,169.977,37.011,80.372,102.503
122.90274471656467,85.507,134.055,43.437,77.361,55.223,-8.288,40.04,109.528,109.943,38.664,61.88,54.688,74.6,135.694
117.92123625960278,66.137,99.387,73.993,100.782,111.352,43.468,45.191,118.512,53.735,67.872,15.758,89.072,51.561,44.287
137.50130317347384,103.788,52.746,17.107,69.249,73.3,38.037,58.756,79.748,25.174,85.569,70.471,78.468,82.91,85.164
116.99458628994898,100.273,96.367,21.312,90.014,93.819,26.744,47.366,62.799,89.076,58.512,78.965,65.681,78.811,25.887
132.584,107.508,71.406,72.42,87.205,54.949,25.299,74.448,87.96,67.282,82.743,136.67,59.863,56.429,49.01
174.40767663328162,18.316,155.952,110.402,86.941,89.726,81.63,54.757,91.356,0.067,103.096,5.064,86.479,29.619,48.494
177.64105096039475,57.907,53.529,80.141,51.832,80.272,65.73,56.089,84.647,83.808,66.881,136.406,71.738,89.349,68.826
173.13069635843323,87.792,103.134,37.777,89.693,97.692,89.827,93.777,96.709,76.341,41.235,-10.903,62.413,93.097,130.672
125.48392744051912,106.976,52.571,-33.529,59.188,65.314,71.281,76.379,98.398,39.205,5.895,15.861,76.42,79.591,41.007
140.55622600393505,51.906,52.536,77.751,111.487,150.297,-9.231,59.983,76.675,122.534,51.078,0.226,103.364,80.355,124.25
73.89362944076645,14.935,72.711,86.148,67.808,54.105,21.955,119.576,110.817,66.531,74.34,61.074,113.501,66.022,36.375
119.78495171244799,65.167,91.027,44.844,67.124,60.644,37.734,82.953,76.8,49.316,100.915,103.446,70.956,108.385,102.987
235.59701330265858,70.017,156.321,88.878,83.189,73.582,52.302,77.096,76.769,64.996,89.691,119.116,95.737,27.703,7.839
82.9525145363345,112.474,121.706,93.692,81.435,116.654,4.531,42.923,87.917,57.158,62.978,23.099,54.15,13.549,130.672
241.5346462481613,58.714,144.567,42.267,51.885,157.264,33.266,102.672,62.661,60.884,110.066,-14.415,59.136,40.648,144.192
136.0200522791965,106.876,55.15,77.056,76.141,47.31,27.684,54.764,62.196,35.374,59.367,-4.149,83.368,91.085,88.087
114.21704096162786,103.096,106.962,68.583,63.402,127.592,64.151,86.842,61.842,29.098,40.906,142.518,69.804,51.892,8.57
131.81821134504773,70.373,116.355,-9.384,81.878,64.519,18.026,36.916,69.06,94.874,109.456,129.145,96.274,32.452,107.652
71.98063475936004,93.092,80.161,74.428,74.056,122.865,80.905,52.146,91.356,69.47,73.054,74.406,87.732,65.569,86.22
119.01109904338045,92.877,126.198,96.902,54.932,110.629,11.513,56.854,88.537,85.344,38.411,31.427,90.462,46.126,-27.869
130.48691107092816,56.098,74.905,33.294,94.777,90.078,81.283,78.627,95.443,42.809,107.363,8.286,68.45,42.695,97.471
150.42145578696545,98.161,72.162,8.759,65.747,81.692,80.807,78.891,110.475,69.754,52.524,90.878,60.384,70.583,122.377
147.48960760796436,109.554,148.802,47.4,91.013,63.311,86.303,87.701,61.159,99.081,62.781,70.744,60.301,84.214,54.256
139.8130862509831,127.866,37.302,15.349,91.905,92.741,95.584,61.138,51.518,68.696,65.402,55.122,79.981,63.03,86.69
161.92516330129052,34.882,142.227,92.749,71.103,157.477,84.816,79.489,107.118,37.146,75.631,94.594,59.304,47.965,125.482
169.88410820500678,80.731,84.459,61.648,61.765,153.085,74.553,99.185,115.811,59.54,82.926,-0.476,46.166,56.284,117.417
220.06809370768383,79.722,109.205,63.963,91.727,130.886,100.66,51.141,84.194,48.663,43.19,50.118,43.398,109.133,60.796
231.8628927227685,80.294,58.759,110.901,85.158,56.702,55.767,54.738,79.141,79.119,33.532,30.189,88.757,86.912,115.382
136.1069076423552,57.175,83.199,56.906,83.068,50.228,0.636,97.859,77.621,9.092,63.257,83.967,67.628,82.803,143.028
167.87286910575432,117.664,81.676,60.083,57.758,138.593,18.977,62.151,77.926,102.79,52.892,96.024,40.332,68.69,105.505
163.75744280288444,133.559,49.104,-19.362,63.507,117.382,104.979,75.132,58.971,91.133,58.386,54.768,100.706,65.923,59.943
137.4209089079818,81.466,49.026,68.306,58.992,96.478,18.537,81.654,121.414,25.569,74.447,18.484,63.896,50.386,25.002
-33.15311876864341,66.366,86.613,61.196,81.41,67.271,107.631,39.933,88.03,114.103,37.679,70.314,78.316,65.644,76.202
94.62043757909117,58.125,33.276,64.859,51.633,72.34,75.986,82.728,82.911,28.04,104.0,124.856,55.587,49.534,88.005
144.7386055425789,70.053,68.931,80.44,89.536,63.17,70.143,54.486,92.822,102.901,89.051,14.928,63.048,31.965,114.155
174.65526040095529,41.865,64.042,25.985,79.803,169.883,64.001,59.557,70.932,60.903,9.815,58.911,104.374,55.042,-9.661
125.55973547691312,103.66,96.776,26.528,101.241,52.139,55.543,84.776,92.741,101.996,47.611,101.882,68.928,107.786,47.362
154.41206635818938,95.921,110.629,11.5,96.618,57.939,-15.341,69.735,123.081,76.007,92.093,21.238,83.573,74.365,92.663
117.59725957381474,104.345,100.741,103.97,76.479,143.428,-22.155,44.543,104.86,90.313,75.917,0.806,76.934,44.927,109.699
155.04327562750677,72.084,113.482,109.159,79.264,93.663,7.971,34.315,73.597,97.158,37.323,85.366,76.007,84.938,71.235
155.38082598995493,91.536,151.053,37.088,79.634,85.148,98.192,76.939,94.603,61.936,59.718,57.515,36.74,30.37,10.029
176.79609019687535,119.942,76.383,81.819,100.263,158.524,48.506,63.833,78.804,72.82,55.072,6.692,75.98,61.322,95.615
59.16966312363718,93.786,89.179,-7.084,72.757,82.544,-8.129,59.302,68.3,64.387,70.217,74.756,73.909,51.86,84.115
69.994856596138,127.724,113.936,-13.668,79.926,57.574,41.886,47.458,102.505,40.357,45.13,45.969,34.998,42.446,91.556
153.5084854144136,57.476,86.295,57.504,98.265,113.289,57.377,52.008,68.604,75.332,51.781,108.071,63.551,93.236,-14.796
49.44696972427896,46.541,80.02,99.684,88.919,121.075,79.695,60.162,81.163,91.426,18.799,46.118,76.513,72.614,-15.07
219.07050089755438,67.342,96.311,41.82,108.723,56.03,51.522,35.866,136.22,119.244,54.869,16.409,80.98,84.21,68.531
172.9961959586469,68.372,147.89,42.094,85.789,121.824,61.781,50.513,84.852,15.166,102.266,25.509,65.576,88.731,-29.861
152.8661466879861,80.567,116.249,13.673,96.082,117.161,64.107,41.552,71.35,5.046,23.465,35.961,58.248,73.989,112.584
143.1918411921907,100.91,84.189,50.66,56.02,67.76,34.877,57.588,91.86,59.011,75.71,104.595,88.631,67.224,36.093
131.75418925445135,78.458,137.706,89.134,93.76,69.391,113.996,48.548,104.14,82.201,25.041,78.029,103.151,51.399,-19.057
120.29331349265685,53.394,103.214,86.308,80.833,119.684,38.66,110.769,83.191,66.835,30.393,82.801,65.149,45.367,57.403
133.26945825000925,113.864,60.427,11.083,89.92,68.803,51.853,76.581,114.346,92.838,32.029,50.24,91.208,37.789,57.736
133.1633920217464,29.997,99.947,61.451,79.288,108.992,45.478,70.307,114.124,54.845,98.759,66.943,91.486,60.793,90.564
183.71025906470794,67.682,79.074,-3.821,75.311,134.666,-22.264,31.357,89.641,112.817,19.761,50.232,79.611,51.695,2.187
56.92146496498965,89.665,115.651,72.649,61.579,160.804,37.071,87.156,93.017,51.6,70.561,39.765,92.139,20.17,55.714
164.00599930425165,72.065,67.052,33.78,87.963,107.386,65.604,87.721,66.112,41.185,35.521,61.293,76.544,68.62,130.493
150.53950363578517,16.171,66.858,67.862,78.101,109.765,-13.84,72.361,108.206,55.651,47.85,59.155,40.012,94.407,30.6
128.4057768965473,77.003,81.091,85.158,63.107,77.358,108.301,52.433,112.185,99.334,46.525,71.679,41.609,67.847,63.509
139.53131052424087,108.89,66.454,63.238,45.355,130.169,66.194,61.979,66.218,23.116,57.702,133.02,72.976,78.366,71.5
122.7526597502257,58.152,77.008,15.893,86.537,159.296,72.341,70.261,70.88,75.907,76.446,79.709,66.43,80.3,92.063
-61.9679759457421,47.822,55.112,52.831,96.442,123.429,62.192,38.982,101.391,26.124,39.323,67.168,29.359,83.154,98.847
95.42427152173737,106.327,91.073,59.553,81.651,85.976,25.045,57.856,64.048,67.531,54.077,9.45,73.81,26.075,103.782
107.06522839074611,69.705,52.791,48.55,86.571,99.293,9.123,96.974,70.517,79.188,52.205,82.496,66.174,51.763,103.867
134.5749800891251,90.368,104.834,-3.853,76.71,56.031,64.066,69.021,70.847,42.146,123.363,93.984,42.402,55.853,83.441
76.19159792464481,10.264,138.226,-3.235,77.179,74.002,-11.591,49.462,76.071,67.555,107.83,165.786,75.305,70.047,70.011
115.76700000000002,57.074,52.287,46.915,82.977,116.29,56.484,101.466,99.24,102.115,35.258,48.07,62.348,53.63,34.539
46.26785502272763,72.54,83.362,-31.168,98.987,55.146,-18.5,106.044,76.016,74.072,52.26,77.661,57.578,65.667,129.042
2.2847326604947824,45.027,117.226,59.672,97.327,103.593,-0.928,100.374,69.202,78.006,48.736,123.283,82.964,58.956,33.154
126.84065472673961,46.267,66.373,79.705,66.954,77.03,64.675,88.846,86.431,83.196,55.261,25.276,65.178,52.742,96.71
125.54616677398056,67.961,48.972,-16.99,93.314,97.942,22.067,68.859,78.228,80.592,55.416,46.21,74.055,56.727,19.871
138.15267175103253,62.745,74.803,69.028,91.081,80.501,11.348,66.813,91.2,94.828,55.53,35.161,53.231,65.823,71.633
155.733344370876,31.257,56.529,-27.005,74.422,116.106,104.785,82.342,83.172,31.19,61.86,-16.366,50.711,57.618,-19.286
131.26780784285734,87.863,70.109,0.073,61.77,87.766,19.941,87.818,61.523,30.893,43.19,-17.657,39.701,36.825,87.418
66.74678513339211,57.979,109.291,56.874,49.156,147.702,40.868,58.111,71.76,18.273,59.955,63.303,94.214,18.418,101.183
116.20182749091015,59.971,156.858,53.346,77.164,79.268,70.09,45.234,122.282,42.25,21.858,-1.743,27.412,113.235,69.997
178.58646653642126,22.639,72.507,58.859,98.171,59.83,85.317,45.311,67.974,76.326,91.274,110.41,39.666,32.478,76.615
171.73245822194582,114.222,62.12,62.574,108.631,144.387,-3.444,64.417,134.564,93.224,117.667,91.491,62.03,79.635,72.833
206.21120525650178,105.296,67.389,27.824,72.661,134.366,86.875,81.836,94.236,64.801,38.745,70.693,55.364,33.206,15.768
146.92246531396592,55.688,66.134,72.602,94.199,100.517,75.152,108.801,79.205,79.403,56.898,38.353,62.003,26.822,93.015
118.26979556825225,102.123,77.551,25.061,97.693,67.166,53.669,71.39,112.551,120.554,88.345,43.367,105.444,22.651,32.32
194.55997154139746,105.283,101.091,100.755,48.843,173.203,91.666,33.208,59.938,95.114,95.934,50.093,109.712,69.974,109.915
184.29395466277805,38.594,52.824,33.58,105.459,75.386,-13.679,49.741,90.615,79.774,26.372,135.337,79.632,3.685,83.126
113.59304672591882,7.817,69.306,34.336,82.87,155.344,57.725,76.973,71.108,7.849,36.809,31.114,72.297,41.34,55.693
61.66899344342157,42.226,82.995,94.75,61.125,120.909,84.997,45.548,105.905,11.3,36.579,78.302,76.162,32.771,67.172
32.294781296727535,41.846,73.133,63.58,96.235,171.827,87.368,86.101,62.354,108.873,19.054,121.201,90.737,22.716,81.286
85.19094206131223,78.114,104.302,90.707,85.997,83.677,-10.357,46.069,75.082,27.284,91.346,58.797,84.081,97.728,34.094
160.1554853445573,97.351,84.469,46.598,80.399,107.106,64.484,49.418,97.445,104.704,53.437,138.389,68.442,38.388,-2.364
204.06519214334196,123.186,46.297,38.488,75.911,72.763,79.686,53.546,111.924,81.129,60.627,39.065,72.794,94.701,84.657
233.0018428658811,69.253,94.003,50.339,77.367,95.481,33.305,47.743,98.649,63.232,41.536,61.85,92.245,105.627,49.456
104.86312057827396,43.307,68.18,-4.837,59.486,121.853,11.534,57.694,105.501,59.453,75.869,84.795,94.696,98.524,85.082
163.8404803616799,71.343,96.779,58.882,52.676,98.046,84.986,52.46,60.089,38.857,106.863,110.812,76.316,110.972,74.983
128.24468744163798,61.984,64.57,-18.732,70.607,88.392,48.064,113.908,62.267,71.108,105.42,126.732,70.06,61.118,118.12
132.98000000000002,83.919,140.256,67.228,69.555,66.742,95.99,49.103,58.944,82.824,83.09,144.131,82.583,18.012,87.305
127.77632745983416,78.933,62.824,78.378,55.783,72.952,41.279,46.708,125.16,83.409,95.744,44.109,99.735,42.332,52.357
103.63133555567372,84.794,129.081,62.22,106.648,109.748,-2.612,56.785,79.787,39.261,72.913,64.169,77.756,88.868,-14.813
174.30616247886007,76.809,54.487,0.496,110.803,99.145,15.776,55.048,71.403,91.242,91.995,-28.329,69.592,86.306,102.42
155.0777790425234,102.286,69.918,101.416,88.541,140.592,87.883,89.068,103.179,55.522,65.143,3.506,47.588,111.771,105.599
144.3397415919237,121.797,87.113,62.493,55.052,113.317,-1.435,60.243,56.948,2.146,12.616,8.452,104.051,73.827,98.073
87.65012005802593,53.566,78.884,56.239,83.4,55.047,90.12,55.534,129.423,100.739,31.949,51.181,100.364,85.817,123.304
112.2113098543656,110.331,138.806,68.348,92.885,90.583,34.351,55.39,49.91,41.256,69.395,19.058,59.183,76.749,59.583
159.54934263811987,47.818,73.051,50.927,76.716,129.783,86.4,102.73,62.791,71.72,54.637,101.872,92.729,41.408,74.958
88.78003397916464,84.192,95.517,70.882,88.562,165.386,25.154,76.966,121.058,34.822,109.558,125.133,53.936,100.468,89.618
33.027278183009685,44.195,73.191,91.926,69.144,143.411,101.604,80.794,86.621,46.272,73.255,27.096,80.494,43.33,58.059
84.43125403898367,126.909,75.883,74.291,105.209,74.532,103.313,53.444,139.351,83.173,42.468,56.951,63.513,77.855,94.409
148.80000449802765,111.067,95.672,44.649,61.461,120.97,74.468,59.255,75.548,100.721,50.617,49.103,54.657,47.273,97.608
